"BC_HKB0112_933_T"	"BC_HKB0775_1470_T"	"HKB0036_3006_T"	"HKB0210_3006_T"	"BC_HKB0187_1214_T"	"BC_HKB0759_1488_T"	"BC_HKB2107_1620_T"	"BC_HKB2116_1671_T"	"HKB0004_3006_T"	"HKB0019_3006_T"	"HKB0092_3000_T"	"HKB0161_3001_T"	"HKB0211_3002_T"	"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0543_1306_T"	"BC_HKB0662_1294_T"	"BC_HKB0728_1447_T"	"BC_HKB0779_1486_T"	"BC_HKB0831_1520_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"BC_HKB0892_1559_T"	"BC_HKB0899_M1605_T"	"BC_HKB1385_1721_T"	"BC_HKB2109_1628_T"	"HKB0007_3005_T"	"HKB0008_3006_T"	"HKB0023_3006_T"	"HKB0035_3006_T"	"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0049_3006_T"	"HKB0050_3005_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0067_3006_T"	"HKB0069_3000_T"	"HKB0074_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0094_3006_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0120_3000_T"	"HKB0127_3006_T"	"HKB0129_3000_T"	"HKB0132_3006_T"	"HKB0134_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0162_3006_T"	"HKB0167_3006_T"	"HKB0182_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0650_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0683_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0719_3002_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0056_809_T"	"BC_HKB0215_1134_T"	"BC_HKB0582_1333_T"	"BC_HKB0730_1441_T"	"BC_HKB0754_1481_T"	"BC_HKB0757_1496_T"	"BC_HKB0763_1511_T"	"BC_HKB0772_1460_T"	"BC_HKB0828_M1542_T"	"BC_HKB0830_1541_T"	"BC_HKB0838_1563_T"	"BC_HKB0874_1537_T"	"BC_HKB0876_1543_T"	"BC_HKB0895_1582_T"	"BC_HKB0915_M1647_T"	"BC_HKB0921_1575_T"	"BC_HKB1365_M1665_T"	"BC_HKB1366_1663_T"	"BC_HKB2106_1619_T"	"BC_HKB2113_1657_T"	"BC_HKB2118_1689_T"	"BC_HKB2119_1690_T"	"BC_HKB2128_1735_T"	"HKB0086_3006_T"	"HKB0157_3006_T"
"OR56A5"	0	0	0	0	2.37573453858316	0	0	0	0.070389327891398	0	0	0	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176322772640463	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0.31034012061215	0.0840642647884745	0.432959407276106	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0.941106310946431	0	0	0.22650852980868	0	0	0	0	0	0	0	0	0	0	0	0	2.29278174922785	1.25701061820602	0	0	0	0	0	0	0	0	0	0.0840642647884745	0.070389327891398
"ERC2"	0	1.38404980679516	0.839959587489532	2.13750352374994	0	0	0	0	1.73552217729654	0.137503523749935	0.111031312388744	0.389566811762726	1.50080205305716	0	0	0.641546029087524	2.20789285164133	0.27500704749987	0.985500430304885	0	0	0	1.11103131238874	0	0	0	0.137503523749935	0.678071905112638	0.565597175854225	0.070389327891398	0.659924558402378	0.27500704749987	0.22650852980868	0.0840642647884745	0.367371065648529	0.137503523749935	0.0143552929770701	0.20163386116965	0.565597175854225	0.367371065648529	0.31034012061215	0.189033824390017	0.0426443374084937	0.070389327891398	0.55581615506164	0.584962500721156	0.475084882948783	0.0285691521967709	0.0976107966264223	0.0976107966264223	0.389566811762726	0.526068811667588	0.687060688339892	0.124328135002202	0.799087306074004	0.298658315564515	0.238786859587116	0.978195629681652	0.189033824390017	0.070389327891398	1.56559717585423	0.871843648509318	0.0426443374084937	0.333423733725192	0.464668267003444	1.05658352836637	0.575312330687437	0.344828496997441	0.0976107966264223	0.27500704749987	0.263034405833794	2.88557436437143	0.565597175854225	0.37851162325373	0.0840642647884745	0.0976107966264223	0	0	0	0	0	0	0	0	0.475084882948783	0	0.594548549550354	2.22342254993494	0	0	0	0	0	1.84398384404833	0	0	0	0	0	0.545968369105292	0.250961573533219
"C14orf181"	4.29204549249286	2.93168305705981	1.70043971814109	0.978195629681652	2.84799690655495	1.34482849699744	3.86888427302877	4.03826057517535	1.4276061727819	1.0071955014042	1.36176835941915	1.55581615506164	2.03562390973072	3.71699089440494	2.83592407425437	2.66448284036468	0.879705766282288	3.59454854955035	3.21878116778407	0.895302621333307	3.05137210172103	3.37851162325373	2.35895882583233	4.35402893805439	3.84197311892718	2.31324585178756	1.15704371014558	1.70043971814109	1.49569516262407	1.52105073690096	1.65992455840238	1.62760683812965	1.43295940727611	1.51601514700366	1.54101915313356	1.41142624572647	0.985500430304885	2.26002565596146	1.55090066464752	2.03562390973072	1.74846123300404	1.93357263826102	1.25096157353322	1.36176835941915	1.39506279951758	1.50080205305716	0.963474123974886	1.26303440583379	1.62760683812965	1.04264433740849	1.81147103052984	1.18903382439002	1.36737106564853	1.02856915219677	1.47508488294878	1.34482849699744	1.0496307677246	1.31034012061215	0.807354922057604	1.55581615506164	1.77820857639809	1.11103131238874	1.41142624572647	1.22650852980868	0.956056652412403	0.985500430304885	0.948600847493356	1.53106949272595	0.799087306074004	1.4594316186373	1.50589092972996	1.02856915219677	2.29278174922785	1.22032995487956	1.99638874644762	1.11769504266975	3.16671544496642	1.35049724708413	3.1811025507538	3.29719141656586	4.0746766862945	2.26002565596146	2.75274859140713	2.60880924267552	0.807354922057604	2.9560566524124	2.28392177230762	3.14567745519564	3.28243980500639	3.20945336562895	2.86789646399265	3.45680614923047	2.20163386116965	2.44095219802964	2.98550043030489	3.19377174339668	3.90785207184596	2.93922657772821	2.77820857639809	1.88362081628567	0.910732661902913
"C17orf59"	3.08065766334523	1.31034012061215	2.51601514700366	2.57773093149008	4.13914201914569	4.01256867350306	3.22342254993494	3.4369613378336	2.53106949272595	2.61588707391606	2.81147103052984	3.00180224263399	1.91456452349394	2.68706068833989	2.69821847822441	3.7235585614721	3.53106949272595	4.22265002245148	3.44625622988956	3.114367024952	3.51222688651396	2.91838623444635	4.17472598770613	4.66732447027863	2.60880924267552	2.31903981556254	3.44625622988956	2.91456452349394	3.40053792958373	2.47508488294878	3.07553263116736	3.23419472295381	2.72246602447109	3.47248777146274	2.24184018356467	2.790772037862	2.67129337248158	2.93545974780529	3.45154083301783	3.12928301694497	2.86195536414487	2.5385381636298	2.70043971814109	2.33628338786443	2.48284828306847	2.60407132366886	2.72027846523333	3.56071495447448	3.38266725274504	3.02502879449152	2.95233356636969	1.85996954822103	2.83592407425437	2.7311832415722	3.47897180503294	2.39506279951758	3.3547342399706	2.42223300068305	2.87970576628229	2.92219784839637	2.79701297783614	3.12928301694497	3.22342254993494	2.86195536414487	3.04439411935845	2.99638874644762	2.58736499093646	2.86987140617771	2.29572302453997	2.68032435684402	2.93545974780529	2.38681094647222	3.11603199344711	3.27649666564036	2.52356195605701	2.95977015521147	3.25550073314839	3.22032995487956	3.72137265947682	2.15380533607904	2.84599177066457	1.59931779369823	2.88557436437143	3.71699089440494	2.1243281350022	3.70708299177171	3.3547342399706	0.831877241191673	3.27351588970212	3.16671544496642	1.9297909977186	2.79493566280354	0.622930350920177	1.21412480535285	2.97452931248388	2.91456452349394	2.85798099512757	2.60644222813161	3.43562859405209	3.63459326844576	2.19219416528334
"FBXO44"	2.92219784839637	3.96532254836725	2.03913839390696	3.52105073690096	1.7311832415722	2.42223300068305	2.22032995487956	0.748461233004036	2.44625622988956	3.70376517879341	3.5385381636298	2.81352468929781	2.99819550315325	1.10433665981474	2.96716860753263	2.81557542886257	1.95233356636969	3.59215800212536	1.89917563048051	2.35614381022528	2.61353165291793	1.83187724119167	3.42894634476948	3.8923910259134	3.79181407116183	1.92599941855622	3.20945336562895	3.50969584193339	3.28243980500639	3.46597446450407	3.60288440871842	3.40190347160796	3.17791779219584	3.0232553523003	3.39094277280254	3.0703893278914	2.22650852980868	3.86888427302877	3.11603199344711	2.92029330021101	3.25701061820602	2.39231742277876	2.35895882583233	2.41683974191283	2.8073549220576	3.58736499093646	3.7311832415722	2.89530262133331	2.76128527336162	2.01792190799726	3.38818953715608	2.5033487351675	3.0408924306469	2.64154602908752	3.24640808724638	2.31614574229336	2.33628338786443	2.47767732756531	3.03738222200308	2.26002565596146	2.40871186102943	3.40053792958373	2.17312743348066	2.48284828306847	2.85199883711245	3.01256867350306	2.15055967657538	3.10601323762212	2.88947354253111	3.27947129564447	2.3305584000308	2.89530262133331	3.64616265715789	2.48800077083407	3.53605290024021	2.96901230751632	2.15380533607904	2.75488750216347	1.91838623444635	1.01435529297707	1.78659636189081	2.27202318906105	1.4276061727819	0	3.86492897228979	1.13093086982645	3.02502879449152	1.05658352836637	2.12763327972587	2.13750352374994	2.6915341649192	1.51601514700366	1.07724299893246	2.21101219348551	1.65535182861255	1.90303827011291	0.6959938131099	1.37295209791183	2.25096157353322	2.84398384404833	3.31759350462347
"DCC"	0	0.495695162624069	0.0426443374084937	4.6450098843911	0.903038270112912	0	0	1.40053792958373	0.0285691521967709	0.0143552929770701	0	0.0565835283663675	0.411426245726465	0	0	0	0	0.37851162325373	0	0	0	0	0.400537929583729	0.799087306074004	0.432959407276106	0	0.0840642647884745	0.0565835283663675	0.0285691521967709	0.124328135002202	0.263034405833794	0.20163386116965	0.20163386116965	0.0426443374084937	0.070389327891398	0.0976107966264223	0.070389327891398	0.0565835283663675	0.0285691521967709	0.0840642647884745	0.189033824390017	0.411426245726465	0.0976107966264223	0.344828496997441	0.0285691521967709	0.070389327891398	0.214124805352847	0.0565835283663675	0.16349873228288	0.0976107966264223	0.526068811667588	0.189033824390017	0.20163386116965	0.137503523749935	0.0565835283663675	0.070389327891398	0.485426827170242	0.238786859587116	0.176322772640463	0.0565835283663675	0.150559676575381	0.0840642647884745	0.0143552929770701	0.27500704749987	0.111031312388744	0.22650852980868	0.855989697308481	0.0285691521967709	0.111031312388744	0.286881147788162	0.367371065648529	0.16349873228288	0.070389327891398	0.124328135002202	0.111031312388744	0.0426443374084937	0	0.903038270112912	0	0	0	0.887525270741587	0.443606651475615	0.400537929583729	0	1.48026512205446	0	0.722466024471091	0	0	0	0.575312330687437	0	0	0	0	0	0.432959407276106	0	0.070389327891398	0.20163386116965
"LOC440040"	0	0	0	1.25701061820602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59931779369823	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0.0285691521967709	0.250961573533219	0	0	0.298658315564515	0	0	0	0	0	0.0285691521967709	0	0	0	0	0.0840642647884745	0.0840642647884745	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HSH2D"	2.42223300068305	2.51349074558812	2.35049724708413	1.02147972741045	2.22342254993494	4.07809742302666	1.65992455840238	2.29572302453997	2.47767732756531	1.54596836910529	2.66220549965362	2.60407132366886	1.18269229751619	3.20476675065461	3.13750352374994	3.31179371775365	3.40599235967584	3.3743439890385	3.37155886261196	1.70487196445635	1.79493566280354	4.62351574149055	2.19219416528334	4.8011586560937	3.64961545906341	1.77399632511117	5.38784501296558	4.76181714250714	3.93734439215023	3.50842865253186	4.59991284218713	2.84197311892718	2.83995958748953	3.24792751344359	3.75274859140713	4.06695024392463	3.34766565630097	1.57531233068744	4.26528685756517	3.53977919169849	2.67581593117227	3.4235781709818	3.45154083301783	2.42492208821069	1.84799690655495	5.09254574154357	3.73768676140986	2.84197311892718	3.31759350462347	4.25927248703759	2.52105073690096	2.86591881455221	2.20789285164133	3.34766565630097	5.19377174339668	1.81557542886257	3.91169158187234	0.871843648509318	2.05658352836637	4.7839804136838	2.82781902461732	3.38956681176273	3.02680005934372	3.94485844580754	2.34482849699744	2.39231742277876	4.18982455888002	3.5909612413426	2.76977173924945	3.38956681176273	3.70154905694307	1.71808758396052	5.11935617703968	4.28392177230762	3.33199177823206	2.63691458035588	1.09085343045111	1.40599235967584	3.37989816352469	4.1407786557828	2.17632277264046	0	2.14730669878029	1.77399632511117	2.26303440583379	0.863938450423971	2.03913839390696	0	1.61823865559545	0	2.0703893278914	2.59693514238723	2.60880924267552	0.704871964456353	2.29572302453997	3.854993016757	2.13422093976063	3.04264433740849	2.57773093149008	3.18269229751619	1.14404636961671
"GGT8P"	1.80322703643493	0	0.111031312388744	0.464668267003444	0.765534746362977	0	0	0	0.20163386116965	0.189033824390017	0.0840642647884745	0.070389327891398	0.545968369105292	0	2.03913839390696	0	0	0	0.55581615506164	0	0.985500430304885	0	0	0.526068811667588	0	0.411426245726465	0.0285691521967709	0	0.070389327891398	0	0	0.0426443374084937	0.111031312388744	0.0426443374084937	0.0285691521967709	0.0840642647884745	0.16349873228288	0.111031312388744	0.0840642647884745	0.070389327891398	0.070389327891398	0.0976107966264223	0.070389327891398	0.0976107966264223	0.137503523749935	0.0976107966264223	0.0285691521967709	0.0840642647884745	0.0565835283663675	0.0143552929770701	0.070389327891398	0	0.31034012061215	0.0840642647884745	0.321928094887362	0.0285691521967709	0.070389327891398	0.16349873228288	0.111031312388744	0.0285691521967709	0	0.0285691521967709	0	0.124328135002202	0.0976107966264223	0.111031312388744	0.0285691521967709	0.0285691521967709	0.070389327891398	0.0143552929770701	0.0285691521967709	0.0976107966264223	0	0.189033824390017	0.070389327891398	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0.526068811667588	0	0	0	0	0	0.84799690655495	0	0.604071323668861	0	0	0	0	0.176322772640463	0
"C8orf12"	0	0	0	0.176322772640463	0	1.09761079662642	0	1.96347412397489	0	0	0	0	0	0.992768430768924	1.09085343045111	0	0	0	0	0	0	0	0	2.51853513898218	0	1.30451104180995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	0	0.070389327891398	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	1.72246602447109	0	0	0	0	0	0	0	0	0	0	0	0	1.9297909977186	0	0	0	1.71808758396052	0	0	2.39780296186249	1.06350294230616	0.070389327891398	0
"ACD"	1.74416109557041	2.37573453858316	3.68144926531496	3.95046841415012	2.1407786557828	2.10097764772482	0	0	3.26753579806873	3.13257684267001	3.4262647547021	2.92409988564074	1.75702324650746	2.14730669878029	1.20163386116965	2.75915583380027	3.10936055940423	2.84398384404833	2.07382023329167	1.66448284036468	1.71369581484336	2.84799690655495	2.83995958748953	3.39780296186249	2.38681094647222	2.71808758396052	3.29278174922785	3.03386345186628	2.57773093149008	3.10601323762212	2.91456452349394	2.96716860753263	2.46727948045998	2.72900887033786	3.29425313644451	3.85199883711245	2.8499992594661	3.92314918047231	2.74200621086674	3.17791779219584	3.24488705912353	3.05658352836637	2.72900887033786	2.71808758396052	3.6507645591169	3.50080205305716	2.8073549220576	3.60169651648096	3.41683974191283	2.6915341649192	2.67807190511264	2.62760683812965	3.59931779369823	2.74416109557041	3.57288966842058	2.26603689399532	3.21412480535285	2.58014548442338	2.52356195605701	3.5933537709803	2.42492208821069	3.47118746038699	2.64846544302731	3.5298209465287	3.10265813136374	3.62877359520165	2.48800077083407	2.87970576628229	2.63459326844576	2.86987140617771	2.72900887033786	2.51096191927738	3.11270013274936	2.73984810269933	2.8094144442359	2.47767732756531	1.59454854955035	0	1.35614381022528	0	1.41683974191283	1.82781902461732	1.22650852980868	0.782408564927373	1.74846123300404	1.78659636189081	2.4594316186373	1.30451104180995	1.78659636189081	0.641546029087524	0.839959587489532	1.90303827011291	0	1.51096191927738	1.84398384404833	3.27202318906105	2.7311832415722	1.76553474636298	1.16349873228288	2.83995958748953	2.7311832415722
"KLKB1"	0	1.16349873228288	0.16349873228288	0.20163386116965	0	0	0	0	0.070389327891398	0.070389327891398	0.0565835283663675	0.344828496997441	0.650764559116902	0	1.13750352374994	0.948600847493356	0	0	0	0	0	0	0	0	0	0.823749360308273	0.464668267003444	0.22650852980868	0.137503523749935	0.641546029087524	0.669026765509631	0.16349873228288	0.238786859587116	0.0976107966264223	0.75702324650746	0.443606651475615	0.189033824390017	0.0976107966264223	0.344828496997441	0.356143810225275	0.333423733725192	0.0285691521967709	0.367371065648529	0.124328135002202	0.632268215499513	0.739848102699327	0.464668267003444	0.137503523749935	0.286881147788162	0.0976107966264223	0.55581615506164	0.22650852980868	0.0565835283663675	0.124328135002202	0.722466024471091	0.176322772640463	0.176322772640463	0.0426443374084937	0.37851162325373	0.124328135002202	0.650764559116902	0.0426443374084937	0.238786859587116	0.321928094887362	0.111031312388744	0	0.31034012061215	0.505890929729957	0.124328135002202	0.584962500721156	0.367371065648529	0.55581615506164	0.632268215499513	0.584962500721156	0.137503523749935	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13093086982645	0	0	1.27500704749987	0	0.432959407276106	0.0565835283663675
"SAMD7"	0	0	0.0565835283663675	0.0285691521967709	0	0	0	0	0	0	0.0840642647884745	0	0.0426443374084937	0	0	0	0	0	0	0.722466024471091	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0.0285691521967709	0.0565835283663675	0	0.0976107966264223	0	0.0426443374084937	0	0	0	0	0.0426443374084937	0	0	0.0285691521967709	0	0.0565835283663675	0	0	0	0	0.0285691521967709	0	0	0	0.0426443374084937	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0.622930350920177	0	0	0	0	0	0	0	0	0	0	0	0.659924558402378	0	0	0	0	0	0
"ADAD1"	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100128554"	0	0	0	0.124328135002202	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0.0426443374084937	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.823749360308273	0	0	0	0	0	0	0	0	0	0	0	0	0
"CPN1"	0	0	0	0	0	0	0	0	0	0	0	0	0.150559676575381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FBXL21"	0	0	0.0426443374084937	0	0	0	0	0	0	0	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344828496997441	0	0	0	0	0	0	0	0	0	0.238786859587116	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0.250961573533219	0	0	0	0	0.16349873228288	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333423733725192	0.150559676575381
"PCA3"	1.62760683812965	2.46205231879643	0.0426443374084937	0	0.55581615506164	2.56071495447448	2.38128337250378	0	0.0426443374084937	0	0.0426443374084937	0	0.16349873228288	0	2.799087306074	3.60407132366886	2.02147972741045	1.05658352836637	0.903038270112912	3.06695024392463	3.10097764772482	2.28095631383106	4.51727569320958	0	2.40053792958373	0.53605290024021	0	0.0143552929770701	0.0143552929770701	0	0	0	0.0143552929770701	0	0	0	0.0143552929770701	0	0	0	0	0.0143552929770701	0	0.0285691521967709	0	0.0143552929770701	0	0.0143552929770701	0	0	0	0.0143552929770701	0.0143552929770701	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46466826700344	1.08406426478847	0	0	1.90303827011291	2.18586654531133	0.823749360308273	2.98002530023873	2.41953889151378	0.37851162325373	0	0.526068811667588	0.956056652412403	1.0703893278914	0	0.622930350920177	0	1.91838623444635	1.0703893278914	0	2.80529245560071	0	0	0
"FRG2"	1.32768736417605	0	0.070389327891398	0	0	0	3.54349588342577	3.44095219802964	0.0976107966264223	0	0	0	0.0426443374084937	0	0	1.29865831556452	0	0	0.641546029087524	0	1.75274859140713	0	0	3.24792751344359	0	0	0	0	0.0285691521967709	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0.0285691521967709	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0.111031312388744	0	0.0426443374084937	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0.855989697308481	0.6959938131099	0	0	0	0	0	2.39506279951758	0	0	0	0	0.575312330687437	0	0	1.21412480535285	0	1.7311832415722	0	2.64154602908752	0
"C10orf40"	0	0	0.0285691521967709	0	0	2.611172380044	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0.807354922057604	0	0	0	0	0	0	0	0	0	0.0426443374084937	0.070389327891398	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0.0426443374084937	0.0426443374084937	0	0	0	0	0.0426443374084937	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53106949272595	0	0	0	0	0	0	0	0.0840642647884745	0
"CDH9"	1.47508488294878	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0.344828496997441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	1.22650852980868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C16orf82"	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.970853654340484	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NKX6.3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C12orf40"	2.67355642399014	2.17312743348066	0	0	1.40053792958373	0.863938450423971	1.87970576628229	2.63923216324928	0.0426443374084937	0	0.75702324650746	0	0.0285691521967709	1.95977015521147	1.78659636189081	2.26603689399532	2.32768736417605	0.879705766282288	2.43829285157915	1.89530262133331	2.67581593117227	0	1.22650852980868	0.765534746362977	3.46074256378964	0.839959587489532	0	0	0.0426443374084937	0	0.0976107966264223	0	0	0.0143552929770701	0	0.0565835283663675	0	0.0143552929770701	0	0.0426443374084937	0.0285691521967709	0	0.0565835283663675	0	0	0.0143552929770701	0	0.0426443374084937	0.20163386116965	0	0.0285691521967709	0.0426443374084937	0.0426443374084937	0.0285691521967709	0	0.0565835283663675	0	0	0.0565835283663675	0	0	0	0	0.0426443374084937	0.0565835283663675	0.0426443374084937	0	0	0.0143552929770701	0.16349873228288	0	0.0426443374084937	0.137503523749935	0	0	0.0143552929770701	2.13093086982645	1.15704371014558	0.7311832415722	1.4541758931858	2.51349074558812	2.43295940727611	1.32768736417605	1.70043971814109	0.84799690655495	2.33913738491959	1.90689059560852	2.8073549220576	1.61353165291793	1.49569516262407	1.87184364850932	2.87184364850932	1.17632277264046	2.05658352836637	1.77820857639809	0.516015147003665	2.52356195605701	3.08746284125034	2.99638874644762	0	0.0426443374084937
