"BC_HKB0112_933_T"	"BC_HKB0775_1470_T"	"HKB0036_3006_T"	"HKB0210_3006_T"	"BC_HKB0187_1214_T"	"BC_HKB0759_1488_T"	"BC_HKB2107_1620_T"	"BC_HKB2116_1671_T"	"HKB0004_3006_T"	"HKB0019_3006_T"	"HKB0092_3000_T"	"HKB0161_3001_T"	"HKB0211_3002_T"	"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0543_1306_T"	"BC_HKB0662_1294_T"	"BC_HKB0728_1447_T"	"BC_HKB0779_1486_T"	"BC_HKB0831_1520_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"BC_HKB0892_1559_T"	"BC_HKB0899_M1605_T"	"BC_HKB1385_1721_T"	"BC_HKB2109_1628_T"	"HKB0007_3005_T"	"HKB0008_3006_T"	"HKB0023_3006_T"	"HKB0035_3006_T"	"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0049_3006_T"	"HKB0050_3005_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0067_3006_T"	"HKB0069_3000_T"	"HKB0074_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0094_3006_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0120_3000_T"	"HKB0127_3006_T"	"HKB0129_3000_T"	"HKB0132_3006_T"	"HKB0134_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0162_3006_T"	"HKB0167_3006_T"	"HKB0182_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0650_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0683_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0719_3002_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0056_809_T"	"BC_HKB0215_1134_T"	"BC_HKB0582_1333_T"	"BC_HKB0730_1441_T"	"BC_HKB0754_1481_T"	"BC_HKB0757_1496_T"	"BC_HKB0763_1511_T"	"BC_HKB0772_1460_T"	"BC_HKB0828_M1542_T"	"BC_HKB0830_1541_T"	"BC_HKB0838_1563_T"	"BC_HKB0874_1537_T"	"BC_HKB0876_1543_T"	"BC_HKB0895_1582_T"	"BC_HKB0915_M1647_T"	"BC_HKB0921_1575_T"	"BC_HKB1365_M1665_T"	"BC_HKB1366_1663_T"	"BC_HKB2106_1619_T"	"BC_HKB2113_1657_T"	"BC_HKB2118_1689_T"	"BC_HKB2119_1690_T"	"BC_HKB2128_1735_T"	"HKB0086_3006_T"	"HKB0157_3006_T"
"P2RX1"	0.622930350920177	0	0.55581615506164	0.37851162325373	0.678071905112638	0.53605290024021	0	0	0.632268215499513	0.443606651475615	0.505890929729957	1.54101915313356	0.286881147788162	0.910732661902913	2.02856915219677	2.79493566280354	0	1.61353165291793	2.83995958748953	2.46988597627446	0.970853654340484	2.7311832415722	0	2.28095631383106	3.25096157353322	1.10433665981474	1.28095631383106	0.575312330687437	0.782408564927373	0.250961573533219	2.47767732756531	1.48542682717024	0.941106310946431	0.263034405833794	0.895302621333307	1.22650852980868	1.26303440583379	0.565597175854225	0.53605290024021	1.18903382439002	0.918386234446348	2.66448284036468	1.70929063572336	0.871843648509318	0.855989697308481	0.604071323668861	1.50589092972996	1.22650852980868	0.485426827170242	0.545968369105292	1.37295209791183	0.855989697308481	1.17632277264046	0.713695814843359	0.713695814843359	0.495695162624069	2.4541758931858	0.464668267003444	1.32192809488736	0.650764559116902	0.505890929729957	0.545968369105292	0.367371065648529	0.918386234446348	0.84799690655495	0.84799690655495	2.81762325751143	1.22032995487956	0.918386234446348	0.748461233004036	1.0703893278914	0.823749360308273	1.59931779369823	0.641546029087524	1.31034012061215	1.4594316186373	1.51096191927738	0	0	0	0	0	0.956056652412403	0.575312330687437	0.516015147003665	0	0.464668267003444	0.584962500721156	0.641546029087524	0	0	1.85598969730848	0	0	1.73984810269933	0.956056652412403	0	0	0	0.286881147788162	0.16349873228288
"GZMK"	0	0	1.7311832415722	0.855989697308481	0	0	1.33913738491959	2.79285535236249	1.38404980679516	1.96347412397489	1.19534759832222	2.22958792274065	2.78031009904338	1.74846123300404	2.68032435684402	4.96023367169445	3.09254574154357	1.93357263826102	3.43162295971329	3.7279204545632	1.85199883711245	3.33485426933163	0	3.32192809488736	4.74362267606765	0.910732661902913	3.28540221886225	3.28392177230762	3.01970191444255	3.67694435910691	6.24317398347295	3.21101219348551	3.0232553523003	5.08576455377831	3.69041709553247	4.90592847817314	2.40053792958373	3.03913839390696	2.76553474636298	3.5385381636298	4.84498815668261	3.48284828306847	3.34198574722862	3.84297883178833	3.24031432933371	4.4235781709818	3.87282875953489	3.8972404255748	3.21101219348551	3.65420637794429	4.92124588858559	3.55704241526372	3.76128527336162	4.12267271882414	2.3533232911629	3.90689059560852	4.78293270482084	2.0071955014042	4.5915597458278	4.42492208821069	4.5552026338783	4.21645486514476	4.8414699994658	4.70210340662939	4.674686619928	4.69710657447698	4.90255600534463	5.96786027116915	5.16027483140859	3.91647664443772	4.67638025546692	3.4931349223055	7.06641214573448	3.00539998774259	5.68594014844598	4.92267359284945	1.27500704749987	0	1.07724299893246	0	0	0	0	0	1.23266075679027	2.99276843076892	2.13750352374994	2.03913839390696	0	0	1.09085343045111	1.13093086982645	0	1.22032995487956	0	1.30451104180995	1.48542682717024	0	1.85598969730848	2.44890095114513	3.03562390973072
"LOC100233209"	6.97533211589791	4.94766615679601	0.443606651475615	0.250961573533219	5.25738784269265	4.99412711400313	6.59215800212536	5.14812063112396	0.367371065648529	0.263034405833794	0.22650852980868	0.53605290024021	0.687060688339892	4.97452931248388	4.97039353791468	6.20886837067295	4.01881218574282	6.03254169727004	5.76314595814948	5.91886323727459	5.8646814055726	6.14486214291573	3.73443866613717	5.55305325276641	6.8109571587378	4.43162295971329	0.799087306074004	0.7311832415722	0.422233000683048	0.565597175854225	2.34198574722862	0.887525270741587	0.613531652917927	1.13750352374994	0.604071323668861	1.28095631383106	0.604071323668861	0.584962500721156	0.722466024471091	1.09085343045111	1.15704371014558	1.23266075679027	0.84799690655495	0.739848102699327	0.831877241191673	0.713695814843359	0.773996325111173	0.454175893185802	0.641546029087524	0.6959938131099	0.622930350920177	0.622930350920177	0.910732661902913	0.687060688339892	0.641546029087524	0.84799690655495	2.15055967657538	0.7311832415722	1.24488705912353	0.985500430304885	0.910732661902913	1.06350294230616	1.09085343045111	1.03562390973072	0.956056652412403	0.807354922057604	1.55581615506164	1.84398384404833	1.04264433740849	0.879705766282288	0.879705766282288	0.669026765509631	2.31614574229336	0.516015147003665	1.18269229751619	1.0071955014042	2.39506279951758	3.74631276642546	4.98185265328974	2.78031009904338	3.15704371014558	4.33413917883824	5.50112063427539	5.26453643099903	5.41379715018921	5.61853233397629	3.97361127551947	5.92908083524258	5.67214243285383	4.13010717865883	4.08406426478847	5.61087719947195	4.94906796585291	4.97636363573276	5.00988458893184	4.53543091487128	4.64154602908752	3.8972404255748	4.01346225980656	0.622930350920177	0.443606651475615
"PRDM8"	2.4276061727819	2.01792190799726	0.321928094887362	0.31034012061215	2.09085343045111	0	1.22032995487956	1.44890095114513	0.31034012061215	0.356143810225275	0.356143810225275	1.42223300068305	0.632268215499513	1.9560566524124	1.15055967657538	3.20163386116965	2.18269229751619	1.25701061820602	2.22032995487956	0.53605290024021	1.87970576628229	3.7311832415722	1.87184364850932	3.79181407116183	3.80012335282653	0.910732661902913	0.604071323668861	0.678071905112638	0.55581615506164	0.485426827170242	1.53605290024021	0.526068811667588	0.748461233004036	0.659924558402378	0.575312330687437	1.32192809488736	0.37851162325373	0.464668267003444	0.475084882948783	0.831877241191673	1.46988597627446	0.422233000683048	0.505890929729957	0.632268215499513	0.422233000683048	0.799087306074004	0.55581615506164	0.713695814843359	1.03562390973072	0.443606651475615	0.956056652412403	0.475084882948783	0.765534746362977	0.613531652917927	0.584962500721156	0.53605290024021	1.0071955014042	0.516015147003665	1.15704371014558	0.613531652917927	0.970853654340484	0.713695814843359	0.903038270112912	0.650764559116902	0.704871964456353	0.565597175854225	0.613531652917927	1.35614381022528	0.516015147003665	0.263034405833794	0.286881147788162	0.604071323668861	1.799087306074	0.650764559116902	0.773996325111173	0.516015147003665	0.505890929729957	0.863938450423971	0.722466024471091	1.59454854955035	0	2.62527048937469	1.16992500144231	0	1.36737106564853	1.59454854955035	1.24488705912353	1.02856915219677	1.02147972741045	1.29278174922785	0.7311832415722	1.38956681176273	0	1.38956681176273	0.485426827170242	1.18903382439002	0	0	1.11103131238874	0.526068811667588	0.485426827170242
"PTK2B"	2.82781902461732	2.74200621086674	4.97407036702403	3.0408924306469	2.27500704749987	3.35614381022528	3.73009646559547	2.06004738366994	3.61706334388818	3.18745105402733	2.82781902461732	4.33699741660501	2.99638874644762	3.76977173924945	4.53356334821451	5.00943675560809	3.11103131238874	4.36036427654347	3.97452931248388	4.36036427654347	3.65191274464578	4.80271021929134	3.63343121035563	5.73579292798531	4.59454854955035	2.03210084316702	3.96254902292306	3.86591881455221	3.98732086592925	3.61823865559545	5.76022094646651	4.0232553523003	4.36597242759338	4.20241772157518	3.82680268428583	4.69041709553247	4.16188768237689	3.60169651648096	4.97956810009519	4.30742852519225	4.12101540096137	4.54473265593262	3.88068552526112	3.49697358099828	3.69041709553247	3.86888427302877	4.23955079661364	4.31759350462347	3.97636363573276	3.85099939471647	4.58074849176377	3.05831649559082	3.92884403671257	3.9136075118231	3.86096279785812	3.92694824794977	5.06824086131282	3.26903314645524	4.17871464117544	4.01792190799726	3.674686619928	3.97636363573276	4.66049513188851	4.19770815795585	3.70487196445635	3.28243980500639	4.31759350462347	5.0866139474095	3.60999129521268	5.07424852334703	3.70818723602071	3.71039319217052	5.74980240168005	3.64038956005495	4.61470984411521	4.24792751344359	2.16671544496642	2.21101219348551	3.85099939471647	2.03913839390696	2.45680614923047	2.14730669878029	2.08065766334523	2.98550043030489	1.68257329734758	2.20789285164133	2.66220549965362	3.21723071622067	3.42492208821069	2.611172380044	2.28392177230762	4.07124781946144	3.05484847699562	1.77820857639809	3.12267271882414	3.16992500144231	3.10768786931437	2.18586654531133	3.20476675065461	4.1811025507538	2.84197311892718
"CD200R1"	2.21101219348551	3.87184364850932	0.992768430768924	0.807354922057604	0	0	0.790772037862	0.963474123974886	0.389566811762726	0.454175893185802	0.475084882948783	2.21412480535285	1.35049724708413	3.674686619928	0.7311832415722	3.09761079662642	0.790772037862	2.0496307677246	2.68706068833989	1.43829285157915	1.52606881166759	0	1.36176835941915	1.92599941855622	1.78659636189081	1.56559717585423	1.51601514700366	1.55090066464752	1.19534759832222	1.02147972741045	3.09761079662642	1.66448284036468	1.98185265328974	2.01792190799726	1.73984810269933	2.22650852980868	1.09085343045111	0.807354922057604	1.41683974191283	1.88752527074159	2.40053792958373	1.35049724708413	1.57531233068744	1.40053792958373	2.1243281350022	1.61823865559545	1.31614574229336	1.4276061727819	2.27798474729977	1.78659636189081	2.32481060342048	0.879705766282288	1.44890095114513	1.96347412397489	1.53605290024021	1.62760683812965	2.39506279951758	0.659924558402378	2.67129337248158	2.10097764772482	2.28095631383106	1.35614381022528	2.56315813040281	2.38128337250378	2.22342254993494	2.32768736417605	2.22032995487956	2.93734439215023	1.81557542886257	2.15380533607904	1.58496250072116	1.87578006306849	3.06522762277562	1.76128527336162	2.67129337248158	1.78240856492737	3.87381319835909	0	0	1.68706068833989	0	0	0	0	0	0	0	0	1.54101915313356	0	1.05658352836637	1.22032995487956	0	0	0	2.77188557851537	0	2.27500704749987	0	1.0496307677246	1.42223300068305
"ICAM3"	4.70376517879341	4.53729606709084	2.82578562746479	2.29865831556452	6.13545278418517	6.51491126486135	5.03826057517535	6.26284654268607	2.4905701304462	2.85199883711245	3.33342373372519	3.34056226902641	1.89530262133331	4.79025073883523	5.46695333712393	5.98641093525204	6.1647058401828	5.6450098843911	5.39437694495706	5.12928301694497	5.36772051340145	6.27872821293894	4.97727992349992	6.68832025628797	6.0574502721839	7.29654917894603	3.99276843076892	3.95791459863299	3.31759350462347	3.73984810269933	5.96208624985064	3.86195536414487	3.35614381022528	4.0866139474095	3.53356334821451	4.41345868800798	3.1906148602095	2.799087306074	3.5668151540109	4.14567745519564	4.0866139474095	4.41683974191283	4.71479501111816	3.6564963705535	4.0241423458978	3.98185265328974	4.17392693199981	3.52481592835751	3.93922657772821	3.58014548442338	3.71259578044703	3.68594014844598	3.64616265715789	4.3327079336406	3.28540221886225	3.5933537709803	5.25550073314839	3.09761079662642	4.42223300068305	3.98002530023873	3.37989816352469	3.65878273401283	4.36737106564853	4.39917109381982	3.7771566660045	4.48542682717024	5.4988890869768	5.07124781946144	3.88557436437143	4.09508049190141	3.70818723602071	3.28983446517751	5.42995065740377	4.00270252037982	4.37781785308364	4.57349571549561	5.37642931106992	6.05071934775126	5.54997714277182	5.18308946064076	5.85723458049979	3.97819562968165	4.4093909361377	5.04351949366274	5.50080205305716	5.79207446192887	5.38956681176273	4.45549162062847	6.21723071622067	4.92647391125607	4.79025073883523	5.9902741833186	5.12928301694497	4.58676474335514	5.24868662687383	6.27872821293894	6.25096157353322	4.63343121035563	5.82349462471286	2.95046841415012	2.43295940727611
"CSK"	3.63226821549951	3.98458935036246	4.82680268428583	4.67355642399014	4.86344293434804	4.25474519762921	3.48928602262588	4.38543103719352	5.04875931191986	4.31976242766925	5.17751920259781	4.61588707391606	4.6409679104499	4.89820835250872	4.53294028837287	5.49409554494063	2.88362081628567	4.41616416473313	4.68144926531496	3.69376571221778	3.11603199344711	6.22207035524718	4.9126498648972	6.56025639801327	4.58556349845569	5.08023127201926	5.08023127201926	4.93828579188405	4.77925972037238	4.9546616208379	5.93828579188405	5.71232064074163	4.61058195849253	4.85349670370232	4.43095427138573	5.14689956034359	4.91169158187234	5.66789212523023	4.6724253419715	4.94532677726463	4.44757919654888	4.96855160336395	5.17791779219584	5.37503943134692	4.58315800387441	4.57228336665041	4.89772447021644	4.79701297783614	5.34553831007001	4.43629511983936	4.37225564844579	4.14893410452634	4.89481776330794	4.92362461136832	4.78920757534734	4.86690797814317	5.58135124716878	4.78607355157855	4.71149490665009	5.44261180368934	4.04701481951759	4.96901230751632	5.05267672430358	4.53294028837287	4.30085587126876	4.94719858426206	4.33413917883824	6.03342300153745	4.06695024392463	4.82425869660337	4.77452352959023	4.09592441999854	5.78502736223547	5.3823214071145	4.80477637795583	5.27015513876653	2.93734439215023	3.41006969175638	3.43429461795993	2.80529245560071	3.69821847822441	3.13422093976063	1.50589092972996	3.09592441999854	2.74200621086674	4.08491465976794	4.31469652565629	3.26303440583379	2.94860084749336	3.51475349843975	3.95046841415012	4.65592421308382	2.41683974191283	3.10433665981474	3.27649666564036	3.49825086752783	3.95326523901484	3.72683121703249	3.76128527336162	4.80167602925359	4.89481776330794
"CD40LG"	3.77294133783134	2.73335434061383	0.333423733725192	0.111031312388744	1.0071955014042	1.32192809488736	3.07895134139482	1.65535182861255	0.176322772640463	0.31034012061215	0.176322772640463	0.815575428862573	1.57046293102604	2.48800077083407	2.4541758931858	2.4905701304462	2.10097764772482	4.34340782229781	3.07382023329167	1.41683974191283	2.39506279951758	4.27276973243651	1.38404980679516	1.53605290024021	3.36036427654347	2.41953889151378	0.650764559116902	0.641546029087524	0.298658315564515	0.516015147003665	2.96532254836725	0.704871964456353	0.75702324650746	0.948600847493356	1.1243281350022	2.18269229751619	0.475084882948783	0.604071323668861	0.713695814843359	1.25701061820602	2.02147972741045	1.48542682717024	1.0703893278914	0.650764559116902	0.678071905112638	1.16349873228288	0.687060688339892	0.807354922057604	1.03562390973072	1.35049724708413	1.34482849699744	0.933572638261024	0.485426827170242	1.09761079662642	0.871843648509318	1.02147972741045	1.65992455840238	0.27500704749987	1.61823865559545	1.39506279951758	1.61823865559545	0.925999418556223	1.52105073690096	1.29278174922785	0.941106310946431	0.925999418556223	1.35049724708413	2.01792190799726	0.948600847493356	1.1243281350022	0.807354922057604	0.495695162624069	2.52105073690096	0.575312330687437	1.38404980679516	0.659924558402378	0	2.0071955014042	0.678071905112638	1.38404980679516	1.55090066464752	3.5933537709803	3.33199177823206	0.84799690655495	0	3.24184018356467	1.81147103052984	0	1.93734439215023	0	0	2.08406426478847	0.659924558402378	2.41142624572647	2	2.66448284036468	1.56071495447448	0.948600847493356	0	0.16349873228288	0.782408564927373
"FAM65B"	1.92599941855622	1.58976348698498	1.35614381022528	1.21412480535285	0.773996325111173	0	1.44360665147561	0.815575428862573	1.33913738491959	1.56071495447448	1.01435529297707	2.63923216324928	1.40053792958373	2.63459326844576	2.96716860753263	3.78764141448333	1.72683121703249	2.58014548442338	3.03738222200308	2.43829285157915	2.31034012061215	1.70929063572336	1.11769504266975	2.76977173924945	3.48800077083407	1.13093086982645	2.09085343045111	1.93357263826102	1.95977015521147	2.24792751344359	5.70182625841205	1.88752527074159	1.89141918684608	3.09085343045111	2.84599177066457	4.11103131238874	1.76128527336162	1.83187724119167	1.86393845042397	3.43562859405209	3.6667565918848	2.32481060342048	2.02147972741045	1.97085365434048	1.87184364850932	2.87381319835909	2.10097764772482	2.22650852980868	2.73335434061383	2.67355642399014	3.30012372456901	2.93545974780529	2.27798474729977	2.82374936030827	1.8073549220576	2.28392177230762	3.35191096110308	2.31903981556254	3.66220549965362	3.28540221886225	2.49569516262407	2.89141918684608	3.6667565918848	3.69932952567316	3.0686708106651	2.86789646399265	3.70818723602071	4.70984201927331	2.48800077083407	2.42492208821069	2.76341157447001	2.64385618977472	5.81787903183014	2.49569516262407	3.70043971814109	2.77399632511117	0.632268215499513	0.613531652917927	0.887525270741587	0	0.925999418556223	1.35614381022528	0	0.823749360308273	0.298658315564515	1.23878685958712	1.68257329734758	1.16349873228288	1.87578006306849	0.55581615506164	0.464668267003444	2.46988597627446	0.84799690655495	2.0071955014042	0.594548549550354	1.43829285157915	1.60407132366886	0.367371065648529	1.32192809488736	1.17632277264046	2.04264433740849
"PIK3R5"	1.97085365434048	1.35049724708413	1.95977015521147	2.50842865253186	1.09761079662642	1.59931779369823	0.400537929583729	1.40053792958373	1.72246602447109	2.4905701304462	2.0703893278914	2.28983446517751	1.84398384404833	3.5933537709803	2.42223300068305	3.35755200461808	1.53605290024021	2.36457243229586	2.13750352374994	2.21412480535285	1.54101915313356	3.40599235967584	2.44890095114513	4.90400231628369	3.32912359629157	2.24488705912353	2.60644222813161	2.96532254836725	2.16027483140859	2.18269229751619	4.26903314645524	2.70043971814109	3.46205231879643	2.78659636189081	2.73552217729654	3.32912359629157	2.4032677223393	2.48542682717024	2.8094144442359	3.04614178164472	3.12267271882414	2.81966818349646	2.78450398292957	2.77820857639809	2.53106949272595	2.41683974191283	2.65306001710456	2.43562859405209	3.58976348698498	2.47248777146274	2.57046293102604	1.91073266190291	3.17791779219584	3.14893410452634	3.07382023329167	2.82578562746479	4.13175409098481	1.6959938131099	3.18428029441938	3.0232553523003	2.46988597627446	2.23878685958712	2.98185265328974	3.14730669878029	2.64154602908752	2.30158764660319	2.77399632511117	3.81966818349646	2.47508488294878	3.03210084316702	2.50080205305716	2.09761079662642	4.22342254993494	2.37851162325373	3.05658352836637	3.55090066464752	0.925999418556223	2.57531233068744	0.298658315564515	0	0	0	0.84799690655495	1.37851162325373	0.879705766282288	0.782408564927373	1.25096157353322	1.94485844580754	0.454175893185802	2	0	1.58014548442338	0.739848102699327	0	0.367371065648529	1.49569516262407	0.454175893185802	0.432959407276106	1.24488705912353	2.60644222813161	1.65535182861255
"CLECL1"	4.56315813040281	1.9560566524124	0.84799690655495	0.422233000683048	0	0	3.08065766334523	3.12101540096137	0.722466024471091	0.765534746362977	0.31034012061215	0.613531652917927	1.13750352374994	3.46597446450407	1.86393845042397	5.34056226902641	1.30451104180995	2.97452931248388	3.22496636500027	3.51601514700366	3.47508488294878	0	0	4.12763327972587	4.27724089833207	2.799087306074	0.713695814843359	1.83592407425437	1.23878685958712	0.985500430304885	3.71369581484336	1.18269229751619	1.18903382439002	2.22650852980868	1.13093086982645	2.51601514700366	0.903038270112912	0.903038270112912	1.53605290024021	1.81557542886257	1.54596836910529	1.06350294230616	1.21412480535285	0.75702324650746	1.60880924267552	1.20789285164133	1.93734439215023	1.60880924267552	1.61823865559545	2.30158764660319	1.84799690655495	1.02856915219677	1.15704371014558	2.09423606984577	1.16349873228288	1.6507645591169	2.02856915219677	0.871843648509318	1.81966818349646	1.88362081628567	0.925999418556223	1.30451104180995	1.37851162325373	2.13750352374994	1.21412480535285	2.13750352374994	2.59931779369823	2.91838623444635	1.21412480535285	1.0496307677246	1.36737106564853	1.99276843076892	3.37016428054021	1.37295209791183	2.31903981556254	2.19849415363908	1.25096157353322	1.88752527074159	0	0	0	1.21412480535285	1.81557542886257	0	0	2.13422093976063	2.11103131238874	0	0	0	1.67807190511264	4.19219416528334	1.03562390973072	1.83995958748953	1.23266075679027	0	1.4594316186373	2.11769504266975	3.62527048937469	1.40599235967584	0.815575428862573
"CR1"	1.38404980679516	0	0.454175893185802	0.321928094887362	0	0	0.545968369105292	0.565597175854225	1.26903314645524	0.238786859587116	0.432959407276106	0.963474123974886	2.07382023329167	1.99276843076892	2.06695024392463	1.91838623444635	0.214124805352847	4.50969584193339	1.16349873228288	1.60880924267552	1.80322703643493	1.29865831556452	0.214124805352847	0.713695814843359	3.26603689399532	1.1243281350022	1.33913738491959	0.807354922057604	1.13750352374994	0.748461233004036	3.96624587322494	1.63226821549951	2.54101915313356	1.48542682717024	2.18269229751619	2.53605290024021	0.978195629681652	1.06350294230616	1.23266075679027	1.60880924267552	1.74416109557041	1.73984810269933	3.78345665436024	1.03562390973072	1.54596836910529	1.89141918684608	1.19534759832222	0.978195629681652	2.5385381636298	1.02856915219677	1.64616265715789	1.33342373372519	1.790772037862	1.78240856492737	1.48542682717024	1.97085365434048	2.79701297783614	1.48542682717024	2.58255600301406	1.26903314645524	0.75702324650746	1.32192809488736	2.74631276642546	1.799087306074	1.8073549220576	1.68257329734758	2.03562390973072	2.6667565918848	1.33342373372519	1.22032995487956	1.790772037862	1	3.22496636500027	1.18269229751619	2.76341157447001	3.01077983875324	0	0	0	0.464668267003444	0	2.01435529297707	0.855989697308481	0.831877241191673	0.75702324650746	0	0.815575428862573	0	0	0	0	0.16349873228288	0	0.970853654340484	0	0.432959407276106	0	0	0.594548549550354	1.27500704749987	1.82781902461732
"EOMES"	2.46466826700344	0	0.422233000683048	0.678071905112638	0	0	0.75702324650746	0.918386234446348	0.214124805352847	0.321928094887362	0.443606651475615	0.443606651475615	1.18269229751619	0	0.970853654340484	2.79493566280354	0	0	1.65992455840238	1.64616265715789	1.48542682717024	0.887525270741587	0	3.34624777408278	3.23572705983806	1.37851162325373	0.956056652412403	1.13750352374994	1.15055967657538	1.44360665147561	3.75702324650746	1.51096191927738	1.48542682717024	2.43028527297778	1.59931779369823	2.27500704749987	0.895302621333307	1.10433665981474	0.918386234446348	1.92219784839637	2.09423606984577	1.51601514700366	1.62293035092018	1.67807190511264	1.57531233068744	1.68706068833989	1.36737106564853	1.29278174922785	1.13093086982645	1.48542682717024	1.94110631094643	0.925999418556223	1.29278174922785	1.62293035092018	0.910732661902913	1.43295940727611	2.32768736417605	0.389566811762726	1.82374936030827	2.07724299893246	2.08406426478847	1.56071495447448	2.24488705912353	1.61353165291793	2.40871186102943	1.92219784839637	1.87578006306849	3.58255600301406	2.59693514238723	1.97085365434048	2.02856915219677	1.33342373372519	4.31831684133498	1.39506279951758	2.57773093149008	2.33342373372519	0	0	0	0.53605290024021	0	0	0	0	1.15055967657538	1.36176835941915	0	0	0	0	0	2.90110824301451	0	0	1.16992500144231	0.7311832415722	1.78240856492737	0	1.21412480535285	0.37851162325373	1.0496307677246
"CORO1A"	4.55704241526372	3.94953493301701	4.54287709935414	3.52481592835751	3.84498815668261	4.70265754339091	3.71479501111816	3.90785207184596	4.84046323386954	4.34695688937888	4.01792190799726	4.5216789516032	4.19140472885276	5.77241355474848	5.14974711950468	7.09159406082829	4.53231695933277	5.50874555424447	6.1509657835565	5.31143045574974	4.67807190511264	7.61875255353673	5.77162151792327	8.19834681206301	5.46532151358055	4.65535182861255	5.19140472885276	5.62117275268344	4.56864019541922	4.94860084749336	7.68151954297972	6.37173309062267	4.65248649491816	6.11124002053246	4.84649331596456	6.25833047261243	4.78450398292957	5.50207595604579	5.75835648293992	6.2278565730605	5.54194842533373	5.24145887127465	5.85723458049979	5.66249036391378	5.91097245165513	5.27537959625362	5.25058266478754	4.65821148275179	5.64212391615349	5.43028527297778	4.85449441815488	4.36806987653208	5.42894634476948	5.51443791382931	5.05267672430358	4.65477921695952	6.69488019279919	4.76818432477693	5.97498811199193	6.13832300405648	5.04919510562227	5.65277328451078	6.06673502873203	5.83819543925919	5.05788344889963	5.40394936423287	5.8569856897822	7.1873520732005	5.12308675098106	5.67553368622549	5.20084957463721	4.32624970083746	7.46719795153787	5.22342254993494	6.00157708538953	5.39266088071179	3.94110631094643	3.8499992594661	3.20320115631661	3.09254574154357	2.89917563048051	1.53605290024021	2.84398384404833	3.98458935036246	3.57773093149008	4.81352468929781	4.16349873228288	2.01435529297707	3.877744249949	1.94485844580754	2.4276061727819	4.84096670448742	4.11852584893567	3.60762622084549	3.75702324650746	4.02147972741045	2.57046293102604	3.00539998774259	3.82984955984469	4.84398384404833	4.49825086752783
"CARD16"	1.93734439215023	1.79493566280354	3.62760683812965	3.96439863220318	0	4.97498811199193	0	3.5385381636298	2.96901230751632	2.95046841415012	2.7158933705476	3.58135124716878	2.87184364850932	5.01970191444255	2.62293035092018	4.40122086216022	5.24298351610969	1.9297909977186	3.40053792958373	4.22958792274065	3.97544676564096	0	1.60880924267552	2.9297909977186	4.43962313755712	3.62643913669732	3.52230689287139	3.10768786931437	5.52136487844622	2.72246602447109	5.07124781946144	3.57531233068744	3.26903314645524	3.99729240763651	3.18586654531133	4.36457243229586	3.50969584193339	2.83592407425437	3.60644222813161	4.34269695998193	3.25398926623079	3.3305584000308	4.00450139223494	2.88166461932035	3.64385618977472	2.90110824301451	3.78868571061353	2.53106949272595	4.13422093976063	3.1407786557828	3.4905701304462	2.74846123300404	3.81557542886257	2.98185265328974	3.86294724802092	3.56193705962243	4.83289001416474	3.27202318906105	4.37503943134692	4.5963388642052	4.74092756031863	3.14241343787374	4.37295209791183	4.37712374912949	4.06350294230616	4.64443315240625	4.81915722367497	4.66732447027863	3.63110428236588	5.07253459972295	4.01167453338092	3.38543103719352	5.08151006812092	3.07895134139482	4.58496250072116	4.03474394932473	3.67807190511264	2.72900887033786	0	2.6507645591169	0	3.10097764772482	0	3.66106547980695	2.46466826700344	1.98185265328974	3.03913839390696	3.13750352374994	4.38335869538511	1.76977173924945	2.32768736417605	3.91456452349394	4.38750040648098	3.21878116778407	3.4867143730307	4.29865831556452	0	3.94392132655349	3.73984810269933	3.27947129564447	2.46205231879643
