"BC_HKB0915_M1647_T"	"BC_HKB2107_1620_T"	"HKB0036_3006_T"	"HKB0211_3002_T"	"BC_HKB0892_1559_T"	"BC_HKB0922_1579_T"	"BC_HKB1366_1663_T"	"BC_HKB1372_1697_T"	"BC_HKB2113_1657_T"	"HKB0023_3006_T"	"HKB0092_3000_T"	"HKB0132_3006_T"	"HKB0143_3006_T"	"HKB0147_3000_T"	"HKB0207_3001_T"	"BC_HKB0543_1306_T"	"BC_HKB0779_1486_T"	"BC_HKB0831_1520_T"	"BC_HKB0899_M1605_T"	"BC_HKB0921_1575_T"	"BC_HKB1385_1721_T"	"BC_HKB2116_1671_T"	"HKB0007_3005_T"	"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0056_3002_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0088_3000_T"	"HKB0091_3001_T"	"HKB0098_3005_T"	"HKB0167_3006_T"	"HKB0194_3006_T"	"HKB0214_3006_T"	"HKB0228_3002_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0112_933_T"	"BC_HKB0215_1134_T"	"BC_HKB0555_1321_T"	"BC_HKB0729_1445_T"	"BC_HKB0733_1459_T"	"BC_HKB0759_1488_T"	"BC_HKB0828_M1542_T"	"BC_HKB0830_1541_T"	"BC_HKB0834_1553_T"	"BC_HKB0838_1563_T"	"BC_HKB0902_1617_T"	"BC_HKB0906_1627_T"	"BC_HKB0917_1656_T"	"BC_HKB1370_1673_T"	"BC_HKB2112_1636_T"	"BC_HKB2119_1690_T"	"BC_HKB2127_1726_T"	"HKB0050_3005_T"	"HKB0137_3002_T"	"HKB0210_3006_T"	"HKB0579_3000_T"	"HKB0698_3000_T"	"BC_HKB0632_1381_T"	"BC_HKB0689_M1326_T"	"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0728_1447_T"	"BC_HKB0738_1475_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"BC_HKB2106_1619_T"	"HKB0008_3006_T"	"HKB0033_3006_T"	"HKB0038_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0070_3002_T"	"HKB0074_3000_T"	"HKB0094_3006_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0129_3000_T"	"HKB0141_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0161_3001_T"	"HKB0164_3006_T"	"HKB0168_3006_T"	"HKB0186_3000_T"	"HKB0208_3006_T"	"HKB0220_3000_T"	"HKB0552_3000_T"	"HKB0564_3000_T"	"HKB0573_3000_T"	"HKB0665_3000_T"	"HKB0719_3002_T"	"HKB0737_3000_T"	"BC_HKB0056_809_T"	"BC_HKB0662_1294_T"	"BC_HKB0775_1470_T"	"BC_HKB0876_1543_T"	"BC_HKB0895_1582_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0019_3006_T"	"HKB0065_3006_T"	"HKB0125_3006_T"	"HKB0134_3006_T"	"HKB0157_3006_T"	"HKB0182_3006_T"	"HKB0626_3000_T"	"HKB0644_3000_T"	"HKB0650_3000_T"	"HKB0677_3000_T"
"CCL7"	0	0	3.77505054148317	0.641546029087524	0	0	0	0	0	0.0976107966264223	0.344828496997441	0.189033824390017	1.32192809488736	0.176322772640463	0	0	0	0	1.50589092972996	0	0	0	0.16349873228288	0.137503523749935	0.604071323668861	4.87921563716567	2.1243281350022	1.01435529297707	1.63226821549951	1.23266075679027	0	0.565597175854225	0.189033824390017	1.09761079662642	0.31034012061215	0	3.02147972741045	4.07980475463526	0	3.33913738491959	1.86393845042397	0	0.475084882948783	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0.485426827170242	0	0.321928094887362	0.31034012061215	0	0	0	1.51096191927738	0	0	0	0	0	0	0	0	0.389566811762726	0.37851162325373	0.765534746362977	0.238786859587116	0	0.75702324650746	0.389566811762726	0	0	0	0.238786859587116	0	0	0.0976107966264223	0	0	0	0	0.0976107966264223	0	0.124328135002202	0	0.189033824390017	0	0.137503523749935	0.765534746362977	0	0.176322772640463	0.432959407276106	2.29572302453997	3.22187708107703	0	0	0	1.91456452349394	2.68481873755322	1.1243281350022	2.26603689399532	2.24792751344359	2.06695024392463	0	0.411426245726465	0.545968369105292	2.48800077083407	0	0.575312330687437
"CNGA1"	3.32192809488736	4.24107745817504	0.389566811762726	3.0496307677246	1.58976348698498	1.68257329734758	3.77820857639809	1.83592407425437	1.96347412397489	0.286881147788162	0.933572638261024	1.74416109557041	0.84799690655495	0	0.20163386116965	1.28095631383106	3.50589092972996	3.114367024952	2.14404636961671	2.95046841415012	1.70487196445635	0.722466024471091	0.0840642647884745	1.1243281350022	0.604071323668861	0.748461233004036	0.238786859587116	1.07724299893246	1.11103131238874	0.739848102699327	0.31034012061215	1.81147103052984	0.124328135002202	0.0285691521967709	0.0840642647884745	0.214124805352847	0.807354922057604	0.411426245726465	0.526068811667588	0.992768430768924	0.411426245726465	0.22650852980868	0.124328135002202	1.09761079662642	2.82171021503467	0.941106310946431	2.6667565918848	0.863938450423971	1.6507645591169	2.36176835941915	2.04614178164472	2.48026512205446	1.67355642399014	0.475084882948783	1.05658352836637	2.74416109557041	0	2.03562390973072	2.22958792274065	1.09085343045111	2.8499992594661	0.070389327891398	0.070389327891398	0.0976107966264223	0.422233000683048	0.0143552929770701	2.52105073690096	1.37851162325373	0.495695162624069	1.50589092972996	2.55090066464752	3.09592441999854	2.58014548442338	0.925999418556223	2.1407786557828	3.13750352374994	0	3.06522762277562	0.150559676575381	0.0840642647884745	0.189033824390017	0.250961573533219	0.495695162624069	0.31034012061215	0.443606651475615	0.27500704749987	0.411426245726465	0.250961573533219	0.27500704749987	0.344828496997441	0.238786859587116	0.321928094887362	0.20163386116965	1.0071955014042	1.47508488294878	1.40053792958373	0.622930350920177	0.286881147788162	1.28688114778816	0.150559676575381	0.594548549550354	0.321928094887362	0.516015147003665	0.918386234446348	0.250961573533219	1.75274859140713	0.0426443374084937	3.68929916053589	3.66789212523023	3.07210580048042	4.10768786931437	2.83592407425437	1.31614574229336	1.55090066464752	1.34482849699744	0.31034012061215	2.72246602447109	0.855989697308481	1.15704371014558	0.687060688339892	1.26303440583379	0.189033824390017	1.36737106564853	0.495695162624069
"FLJ36031"	1.65992455840238	1.4541758931858	3.82680268428583	2.88947354253111	5.28132732965948	3.71808758396052	1.59454854955035	1.25096157353322	2.82984955984469	3.45680614923047	4.04001567884788	3.36737106564853	3.29865831556452	2.42223300068305	3.35191096110308	3.06350294230616	2.84398384404833	1.74416109557041	4.44294349584873	2.57288966842058	3.02502879449152	2.0036022366802	3.36036427654347	4.09929520433777	4.06350294230616	3.46074256378964	4.2637856138908	4.76871365703049	4.23342794374847	4.32696871158789	2.88947354253111	5.03342300153745	3.45680614923047	4.01167453338092	2.91073266190291	3.41142624572647	3.55458885167764	4.93545974780529	3.84899843040002	4.59275601044103	3.70818723602071	3.77820857639809	3.46727948045998	3.88557436437143	1.82374936030827	3.60288440871842	1.89917563048051	2.73552217729654	1.78659636189081	2.87578006306849	2.4931349223055	3.1554254317472	2.86789646399265	2.44360665147561	2.41953889151378	2.46205231879643	1.35049724708413	1.58014548442338	1.18269229751619	2.28983446517751	0	3.29278174922785	2.82374936030827	3.78868571061353	3.5837597536395	3.73335434061383	3.27649666564036	2.98002530023873	3.36737106564853	3.31903981556254	3.1906148602095	2.68257329734758	3.41953889151378	2.36176835941915	3.03386345186628	2.4541758931858	3.95046841415012	0.613531652917927	3.84498815668261	3.48284828306847	3.29572302453997	3.12763327972587	3.59931779369823	3.23112515787905	3.19534759832222	3.02856915219677	4.33628338786443	3.03033607837096	4.53543091487128	3.08065766334523	3.73552217729654	3.45549162062847	3.63691458035588	3.38266725274504	4.22187708107703	3.77610398807316	3.10936055940423	3.14730669878029	4.605257262939	3.64616265715789	3.28540221886225	3.36457243229586	3.22032995487956	4.03826057517535	3.09592441999854	3.32768736417605	3.31034012061215	2.8094144442359	3.65191274464578	1.70929063572336	4.4369613378336	3.50589092972996	3.4944156103975	3.49569516262407	4.4944156103975	4.8923910259134	5.22727899446832	3.76977173924945	3.34766565630097	3.4867143730307	4.32553033156756	3.90785207184596	3.38681094647222	4.12928301694497
"POM121L2"	0	0	0.0143552929770701	0.214124805352847	0	0	0	0	0	0	0.0143552929770701	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0.0285691521967709	0.0285691521967709	0	0	0	0.0143552929770701	0.0976107966264223	0	0	0	0.0285691521967709	0	0	0.0143552929770701	0	0	0.0143552929770701	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0.0143552929770701	0	0	0.0565835283663675	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.0143552929770701	0.0565835283663675	0.0565835283663675	0	0.124328135002202	0	0	0.0426443374084937	0.0565835283663675	0.0565835283663675	0
"FAM169B"	0	0	0.0426443374084937	0.443606651475615	0	0.454175893185802	0	0	0	0.0143552929770701	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238786859587116	0.0143552929770701	0
"OLAH"	0	0	0.748461233004036	0.214124805352847	0	0	0	1.63226821549951	0	0	0.0426443374084937	0.070389327891398	0	0	0.16349873228288	0	0	0	0	0.75702324650746	0	0	0	0.0426443374084937	0	0.823749360308273	0.070389327891398	0.250961573533219	0	0.176322772640463	0	0.150559676575381	0.0840642647884745	0	0	0	0.0285691521967709	1.89141918684608	0	0.37851162325373	0.150559676575381	0	0.0426443374084937	0.0565835283663675	0	0	0	0	1.30451104180995	0	0	0	1.94860084749336	0	0	0	0	0	0.713695814843359	0	0	0	0.0285691521967709	0	0	0	0	0	0.765534746362977	0	0.748461233004036	0	0	0	0	0	0	0.84799690655495	0.0426443374084937	0.0426443374084937	0.070389327891398	0	0.0426443374084937	0.0840642647884745	0	0.0976107966264223	0	0	0.0426443374084937	0.111031312388744	0.150559676575381	0	0.0426443374084937	0.0840642647884745	0.0426443374084937	0.978195629681652	0.0426443374084937	0	0.137503523749935	0	0.0840642647884745	0	0	0.137503523749935	0.124328135002202	0	0.0840642647884745	2.10433665981474	2.30742852519225	0	1	0	1.75274859140713	1.97819562968165	0.0285691521967709	0.286881147788162	4.15218341905505	0.124328135002202	0.111031312388744	0.070389327891398	0.584962500721156	1.26903314645524	0	2.9560566524124
"IRAK1"	3.56193705962243	3.39780296186249	5.77768271707355	5.34020617991171	6.79921685261393	4.64443315240625	3.06522762277562	3.34908214639109	3.36317107711924	4.81762325751143	6.19574129324645	4.64616265715789	4.97361127551947	5.41074812818595	4.73822740036724	5.26453643099903	4.77346892790519	4.62760683812965	6.93451650158608	3.19377174339668	3.36737106564853	3.90881290773955	5.2475478068903	5.23802251782572	5.48864353985378	6.28725064325462	5.52888382727464	6.18705508996806	5.1554254317472	6.9979697822671	5.07124781946144	5.11103131238874	4.65248649491816	5.30997649237056	6.34127418369217	5.75782333620773	4.94110631094643	5.00270252037982	5.27798474729977	6.99469285458561	4.8703647195834	4.44028782084042	4.44294349584873	4.83693401132109	2.64846544302731	4.31034012061215	3.95326523901484	4.13996056954546	4.16510798514454	4.94110631094643	3.17312743348066	3.35191096110308	2.98367769469807	3.97085365434048	3.84799690655495	4.08746284125034	2.8499992594661	3.52606881166759	3.15380533607904	2.23572705983806	3.12598165385472	5.13175409098481	5.69376571221778	5.76314595814948	4.42894634476948	5.06047978140759	5.35649598770558	4.46205231879643	4.88215391728701	4.82273014794452	4.14730669878029	4.09339115325301	3.51601514700366	3.30888505741176	3.8972404255748	4.3305584000308	5.70431867776083	2.92219784839637	4.92409988564074	4.59036248846375	5.08576455377831	4.65935375917005	4.53106949272595	4.91790907385298	5.00135189299996	5.21761848535105	4.37364821133469	4.58315800387441	5.43429461795993	5.4326254114323	4.75808993420181	4.46205231879643	5.62906513709228	5.09929520433777	4.09254574154357	5.3212065669699	4.64212391615349	5.18308946064076	4.86344293434804	4.93545974780529	4.89965902637744	4.20084957463721	5.54287709935414	5.43895814789755	4.96347412397489	3.84699468696557	4.96670731415032	4.60821785302146	6.61999982982136	4.58856473740135	5.28762004411207	4.75274859140713	5.27015513876653	4.07210580048042	7.46581125447608	6.69292928642903	5.84574093261458	5.9469647411558	6.32894414544975	5.72628628972067	7.55366768848306	5.78240856492737	5.86145916636151	5.65019012349677
"C19orf57"	1.790772037862	0.948600847493356	1.46466826700344	2.62527048937469	2.47508488294878	0	1.10433665981474	0.475084882948783	0	0.831877241191673	3.00539998774259	1.32192809488736	1.13750352374994	1.43829285157915	1.53106949272595	0.948600847493356	0	0	2.72246602447109	0	0	0	1.19534759832222	0.7311832415722	1.84799690655495	1.68257329734758	1.08406426478847	1.76977173924945	0.815575428862573	2.20789285164133	1.60880924267552	2.38681094647222	1.15055967657538	1.53106949272595	1.61823865559545	0.344828496997441	1.56559717585423	1.62760683812965	1.88752527074159	1.93357263826102	1.13093086982645	1.53106949272595	1.03562390973072	1.31034012061215	0	1.77399632511117	0	0	1.07724299893246	0	1.74416109557041	0.807354922057604	0.782408564927373	1.32768736417605	0	1.26303440583379	0	0	0	0	1.31034012061215	0.839959587489532	2.56071495447448	3.44493204894218	1.01435529297707	0.650764559116902	1.96716860753263	0.790772037862	0	0	1.02147972741045	1.51096191927738	0	0	0	1.43295940727611	0	1.76128527336162	1.20163386116965	0.839959587489532	0.367371065648529	0.765534746362977	0.863938450423971	1.16992500144231	1.70043971814109	1.29865831556452	1.11103131238874	0.464668267003444	1.1243281350022	0.823749360308273	1.02147972741045	0.948600847493356	1.02147972741045	1.53605290024021	0.650764559116902	1.0496307677246	1.54101915313356	1.25096157353322	0.941106310946431	0.722466024471091	1.11769504266975	0.584962500721156	1.70043971814109	1.43295940727611	1.01435529297707	1.0071955014042	1.61353165291793	0.6959938131099	0	0	1.33342373372519	1.38404980679516	1.80322703643493	2.19849415363908	1.6959938131099	2.40053792958373	1.44890095114513	1.76553474636298	1.19534759832222	0.941106310946431	2.62293035092018	1.88752527074159	1.72246602447109	1.49569516262407
"MCTP2"	1.33342373372519	0	1.96716860753263	2.47767732756531	0.27500704749987	0	1.53106949272595	0.16349873228288	0.485426827170242	1.63226821549951	0.978195629681652	1.8073549220576	3.3305584000308	0.464668267003444	2.38128337250378	2.34198574722862	2.25701061820602	0	2.35049724708413	1.4276061727819	1.38956681176273	0	1.48026512205446	3.75595576955096	3.24488705912353	1.73552217729654	2.44625622988956	2.01435529297707	2.27500704749987	2.0703893278914	1.790772037862	2.01792190799726	2.32481060342048	2.22342254993494	1.95977015521147	1.78659636189081	0.855989697308481	2.98367769469807	2.39780296186249	2.99095486039699	1.57531233068744	3.75595576955096	2.56559717585422	2.33913738491959	0.831877241191673	0.815575428862573	1.16992500144231	1.4594316186373	0	0.250961573533219	0.790772037862	0.956056652412403	0	0.855989697308481	1.10433665981474	0.286881147788162	1.23878685958712	0.584962500721156	0.613531652917927	1.15055967657538	0	2.27202318906105	1.05658352836637	2.25701061820602	2.33628338786443	1.43295940727611	2.16992500144231	0	2.97269265400426	1.28688114778816	0.400537929583729	2.34482849699744	0	0.250961573533219	1.39506279951758	0.704871964456353	0	0.985500430304885	1.29865831556452	0.75702324650746	2.44625622988956	1.26903314645524	2.52356195605701	2.87381319835909	2.17312743348066	2.13422093976063	3.42894634476948	1.77399632511117	1.52105073690096	1.70929063572336	3.29572302453997	1.46466826700344	1.64616265715789	1.98550043030488	1.91073266190291	2.92789645372882	2.41683974191283	3.96439863220318	2.7158933705476	3.39917109381982	1.61823865559545	1.40053792958373	2.1243281350022	3.12267271882414	2.75274859140713	2.97819562968165	2.36737106564853	0	1.7311832415722	2.68257329734758	2.58736499093646	0.887525270741587	3.37851162325373	0.622930350920177	1.16349873228288	0.765534746362977	2.98002530023873	2.114367024952	1.87970576628229	1.83995958748953	0.575312330687437	2.7158933705476	4.32264926213102	2.19849415363908
"HOXA11AS"	0.773996325111173	0	0.0285691521967709	0.0565835283663675	0	0	0	0	0	0.0840642647884745	0.941106310946431	0.0426443374084937	0.333423733725192	0.0565835283663675	0.176322772640463	0.739848102699327	0	0	0	0	0	0	0.070389327891398	0.0565835283663675	0.214124805352847	0.55581615506164	0.0426443374084937	0.238786859587116	0	1.28095631383106	0.070389327891398	0.16349873228288	0.176322772640463	0.150559676575381	0.0840642647884745	0.0976107966264223	0	0	0	0	0.16349873228288	0.070389327891398	0	0.432959407276106	0	0	0	0.823749360308273	0	0	0	0	0	0	0	0	1.18269229751619	0	2.17312743348066	0	0	0	0.0976107966264223	1.34482849699744	0.0565835283663675	0.0426443374084937	0	0	0	0	0	0	2.48026512205446	0	2.08065766334523	0	0	0	0.150559676575381	0.150559676575381	0.584962500721156	0.0976107966264223	0.0565835283663675	0	0	0	0.0565835283663675	0.0426443374084937	0.189033824390017	0.124328135002202	0	0.0426443374084937	0.176322772640463	0.0840642647884745	0.250961573533219	0.214124805352847	0.263034405833794	0.0976107966264223	0.0976107966264223	0.443606651475615	0.176322772640463	0.16349873228288	0	0.0426443374084937	0.27500704749987	0.526068811667588	0.214124805352847	3.44625622988956	0	0	1.06350294230616	2.28688114778816	0.0426443374084937	0.0426443374084937	0.238786859587116	1.06350294230616	0.176322772640463	0.150559676575381	0	0.263034405833794	0.124328135002202	0	0.0840642647884745	0.16349873228288
"DOK5"	0	1.4276061727819	1.95233356636969	2.75060650483559	0	0	0.799087306074004	0	0	1.40599235967584	0.604071323668861	0.659924558402378	1.51096191927738	0.632268215499513	1.31614574229336	0.669026765509631	0	0	0	0	0	0	1.07724299893246	1.33913738491959	0.526068811667588	4.00629802390037	1.05658352836637	0.903038270112912	1.09761079662642	3.36737106564853	1.27500704749987	2.47508488294878	1.20163386116965	1.4276061727819	0.948600847493356	0.773996325111173	0.970853654340484	2.16992500144231	2.07724299893246	3.05658352836637	1.4905701304462	1.46466826700344	1.11103131238874	0.970853654340484	0	0	0	0	0	0.823749360308273	0.790772037862	2.5385381636298	0	0	0	0	0	0	0	0.963474123974886	0	1.0071955014042	0.6959938131099	0.807354922057604	1.62293035092018	1.17632277264046	0	0	0	0	1.57046293102604	1.75274859140713	0	0	0.963474123974886	1.96347412397489	0	1.33913738491959	1.82781902461732	1.15055967657538	1.35614381022528	1.41683974191283	1.31614574229336	1.29278174922785	0.910732661902913	1.29278174922785	1.28095631383106	1.97085365434048	2.37016428054021	1.06350294230616	0.992768430768924	0.871843648509318	1.76128527336162	1.52105073690096	1.67807190511264	0.948600847493356	1.09761079662642	0.641546029087524	2.11103131238874	1.54596836910529	1.6915341649192	0.863938450423971	1.32768736417605	1.17632277264046	1.41142624572647	1.73552217729654	1.36737106564853	2.06350294230616	1.79493566280354	0	0	0	2.88557436437143	0.963474123974886	1.89917563048051	2.27798474729977	2.77188557851537	3.17472598770613	3.63575439127776	1.26303440583379	0.400537929583729	2.62527048937469	0.31034012061215	3.09254574154357
"CSAG2"	0	0	0.903038270112912	0.070389327891398	3.25550073314839	0	0	2.23878685958712	0	0	0.0565835283663675	1.94110631094643	0.333423733725192	0.070389327891398	0	4.1906148602095	0	1.81147103052984	3.1243281350022	0.985500430304885	0	0	0.263034405833794	0.31034012061215	3.70265754339091	0.333423733725192	3.82680268428583	0.0426443374084937	1.32192809488736	0	3.21723071622067	0.0426443374084937	2.8073549220576	0.495695162624069	0.659924558402378	4.37920505996061	4.30597052098439	2.32481060342048	0.111031312388744	3.31759350462347	0	0.910732661902913	0.978195629681652	3.32481060342048	0	0	0	0	3.18269229751619	1.60407132366886	0	0	0	0	0	0	0	0	0	0	0	2.39506279951758	4.54843662469604	2.19534759832222	0	0.910732661902913	0	0	0	0	0	1.9297909977186	0	0	1.25096157353322	0	0	0	0.124328135002202	0	1.02147972741045	0.0565835283663675	0	1.71369581484336	0	0.250961573533219	0.20163386116965	0.0840642647884745	0.622930350920177	0.0565835283663675	0.250961573533219	0.16349873228288	0.748461233004036	3.77610398807316	0	0.070389327891398	0	0	0.941106310946431	0.070389327891398	0.505890929729957	0.286881147788162	0	0.150559676575381	0	0	0	0	2.23572705983806	0	0	0	3.48413813120167	4.2637856138908	0.31034012061215	0	0.111031312388744	0.0426443374084937	0.0565835283663675	0	0.16349873228288	0.0565835283663675	0.807354922057604	0
"CCDC102A"	1.20163386116965	1.4594316186373	2.86591881455221	2.25096157353322	3.27351588970212	1.01435529297707	1.82374936030827	0.765534746362977	1.08406426478847	2.27500704749987	1.4905701304462	1.46466826700344	2.02502879449152	1.9297909977186	2.19849415363908	1.40599235967584	2.27202318906105	0.669026765509631	4.21878116778407	1.24488705912353	1.56559717585423	1.33342373372519	3.04264433740849	2.16992500144231	2.0036022366802	1.88752527074159	2.8094144442359	2.13093086982645	1.62760683812965	2.877744249949	2.57531233068744	3.64846544302731	2.15704371014558	2.07382023329167	1.88752527074159	1.96716860753263	2.0071955014042	2.16027483140859	2.48026512205446	2.52606881166759	1.78659636189081	2.12763327972587	2.20476675065461	2.15055967657538	0.713695814843359	2.40053792958373	1.61353165291793	2.11103131238874	1.79493566280354	1.87184364850932	0	1.58014548442338	1.18269229751619	1.48026512205446	0.704871964456353	1.61353165291793	2.03913839390696	1.58496250072116	0.516015147003665	1.20789285164133	0.526068811667588	1.62760683812965	1.4594316186373	1.70929063572336	2.45680614923047	2.38404980679516	1.02147972741045	0	1.52606881166759	2.06695024392463	0.53605290024021	2.42492208821069	0	2.37016428054021	1.21412480535285	1	0.790772037862	1.64154602908752	2.33628338786443	2.27202318906105	1.91456452349394	1.87578006306849	2.06695024392463	2.53356334821451	2.59454854955035	2.33628338786443	2.59454854955035	1.58976348698498	2.50589092972996	1.65992455840238	2.28688114778816	2.11769504266975	2.21412480535285	2.60644222813161	2.19534759832222	2.96901230751632	2.51096191927738	1.4541758931858	2.55090066464752	2.0071955014042	1.84398384404833	1.72683121703249	2.56315813040281	2.26603689399532	3.66448284036468	2.09761079662642	3.02147972741045	1.90689059560852	3.52105073690096	0.650764559116902	0	0.55581615506164	2.68929916053589	2.4276061727819	2.40053792958373	3.71369581484336	3.37712374912949	3.24336442569366	2.45680614923047	2.05658352836637	1.0496307677246	2.9126498648972	1.33913738491959	2.17951105027151
"ATAD3B"	1.99638874644762	1.83592407425437	3.96624587322494	3.90881290773955	4.75755668893945	2.72683121703249	2.48284828306847	1.50589092972996	0.918386234446348	3.4235781709818	4.96208624985064	3.92409988564074	4.02591469875079	2.59931779369823	3.21723071622067	3.01613970265525	3.4867143730307	1.70487196445635	4.24184018356467	3.41683974191283	1.20163386116965	3.28392177230762	3.39643353125099	3.96993327469786	4.96670731415032	5.41582625747291	3.96532254836725	4.67129337248158	3.46858331700683	4.58976348698498	4.17712050284652	3.4995270242151	3.68481873755322	3.42492208821069	4.19534759832222	3.85996954822103	2.75702324650746	3.61588707391606	3.8569856897822	2.70487196445635	2.32768736417605	3.96439863220318	3.96624587322494	3.61823865559545	3.03386345186628	1.41142624572647	0.910732661902913	3.64616265715789	2.82374936030827	3.60050764534579	1.86789646399265	3.4032677223393	0	2.31614574229336	2.30451104180995	3.71369581484336	4.31759350462347	0	1.83592407425437	2.06350294230616	1.34482849699744	4.45154083301783	2.9126498648972	4.06177619758669	2.8972404255748	2.72246602447109	1.4905701304462	2.63691458035588	3.47378691161437	2.03562390973072	1.60880924267552	2.83187724119167	2.1243281350022	0.887525270741587	3.04614178164472	2.81762325751143	4.34411833452143	1.61353165291793	4.18903382439002	2.799087306074	3.72683121703249	3.4944156103975	3.44228003525258	3.4867143730307	3.55704241526372	3.23266075679027	3.46074256378964	3.77399632511117	2.96716860753263	3.33628338786443	3.96716860753263	3.13257684267001	2.95977015521147	2.90303827011291	2.54101915313356	3.22032995487956	3.27649666564036	3.34908214639109	3.38266725274504	3.87479696589867	2.45680614923047	3.16671544496642	3.61470984411521	3.20006486151431	3.98913900736823	2.73335434061383	3.16992500144231	3.95326523901484	3.11103131238874	2.90110824301451	1.96347412397489	2.75488750216347	4.74038793246835	3.91934008244201	4.95279947789994	5.45975946661982	2.92409988564074	3.86096279785812	3.72246602447109	3.76553474636298	4.23342794374847	3.71918344048179	3.80219321694183	4.65992455840238
