"ID"	"S01"	"S02"	"S03"	"S04"	"S05"	"S06"	"S07"	"S08"	"S09"
"HKB0168_3006_T"	0.010595946304212	9.6030966386604e-15	9.6030966386604e-15	9.6030966386604e-15	5.92154359101633e-05	0.109281319014738	0.13258002804438	0.0947686225275372	0.152852969318451
"HKB0179_3006_T"	0.00221728339660826	0.0848978872523915	0.0938495509412267	0.03419330544256	9.73768061286453e-15	0.161976834973515	9.73768061286453e-15	0.31645113546878	0.0814833983062338
"HKB0182_3006_T"	0.00714277814243783	7.1164273888604e-15	0.0242174106720881	0.0627636053987088	7.1164273888604e-15	0.181827327335142	0.227688380592693	0.170841892557106	0.0396635963001834
"HKB0186_3000_T"	0.291552961092272	0.108497790776967	0.0621329193556062	0.179840914721889	0.131035345376759	0.177494092956631	0.00742173166673183	0.00890652313518519	0.010518970114346
"HKB0191_3001_T"	0.0604246045535217	0.165376848032031	0.181603023586197	0.00343977402718191	7.46575835159465e-15	0.209656139586091	0.0072165111151705	0.155366802842575	0.0214003449543397
"HKB0194_3006_T"	0.142210619819781	6.24594396066923e-15	0.33662226762291	0.0177421116712757	6.24594396066923e-15	0.0322678118522423	0.0753590091037829	0.155171707158624	0.0386244280653754
"HKB0196_3006_T"	9.05451504381317e-15	0.0328005669265375	0.017209991559028	9.05451504381317e-15	9.05451504381317e-15	0.0359049278757244	0.0199682148952061	0.312715285200095	0.00715023548784821
"HKB0207_3001_T"	0.218598156414854	0.119827320178296	0.11110361706265	7.87930073109928e-15	0.124628130632201	0.128767494210758	3.34373113091305e-09	0.0653203821890824	0.0206149003692355
"HKB0208_3006_T"	0.0534094564076436	0.0463340686814768	0.0374141528179873	8.95962876968412e-15	8.95962876968412e-15	0.309001282074829	0.051629965783557	0.161326227536036	0.126104211100393
"HKB0209_3004_T"	6.89174873425805e-15	0.129901821932019	0.144072385061079	0.0534239714296276	6.89174873425805e-15	0.280248401743291	0.0560272636296299	0.162140336609228	0.0727287105618506
"HKB0210_3006_T"	4.92088603172785e-12	0.00300527256937951	0.0698795028698954	0.00530766494740567	4.88291182403031e-15	0.0233713936407511	0.259248189697444	0.118120289350864	0.248396958005939
"HKB0211_3002_T"	0.0166656928937319	2.45534070672255e-14	0.0526450047553041	0.000783191661505494	6.80300552685267e-15	0.0727365618686553	0.514770937675004	0.106917679191081	0.0795446607983082
"HKB0214_3006_T"	0.130604592326917	0.0745945336979949	0.0766992044868918	1.49403504705536e-12	9.59773835510912e-15	0.0823056329993077	0.0833057145292874	0.201762722287069	0.0291449189103311
"HKB0217_3005_T"	6.69617890439634e-15	6.69617890439634e-15	0.00103368940808868	6.69617890439634e-15	6.69617890439634e-15	0.0326820293576908	0.124377443562135	0.104983097238358	0.0435847132812015
"HKB0219_3001_T"	9.39294311288323e-15	0.118987198397367	0.00459376657992694	0.0100299408673029	9.39294311288323e-15	0.127962601133058	0.00217688029276693	0.125778572160814	0.0693060557538616
"HKB0220_3000_T"	0.29255289614621	7.45062358088752e-15	0.264112710447221	0.0837881089501734	0.0378280799921594	0.0893952417175848	0.00304358576244938	0.0788649543182143	0.0702405828838508
"HKB0221_3001_T"	0.0648436739436844	0.117439612551161	0.188195566951654	0.0695639914225938	8.87591406880575e-15	0.127738845763208	8.87591406880575e-15	0.109820158710072	0.104104191295828
"HKB0222_3006_T"	0.0211221161629292	0.176119171403638	0.0312509790738436	0.0534099494031043	8.16397898043865e-15	8.16397898043865e-15	0.00489060425392833	0.198952479255161	0.0796923331855325
"HKB0225_3001_T"	6.38248105778736e-15	0.00741244876415156	6.38248105778736e-15	6.38248105778736e-15	6.38248105778736e-15	0.0656692729803345	0.000140874423401999	0.187767347395259	0.0366457847182237
"HKB0226_3001_T"	9.00664973144421e-15	0.118934577186123	0.0355185718224358	9.00664973144421e-15	9.00664973144421e-15	0.104123730030809	0.00561488104272995	0.152238521782294	0.121601558905248
"HKB0227_3006_T"	0.0446833218104372	0.140157060245187	0.115750316956191	0.0558723437427021	6.70409588914825e-15	6.70409588914825e-15	6.70409588914825e-15	0.0905414510696989	0.127050956792708
"HKB0228_3002_T"	0.00160441578306979	8.81842770121177e-15	0.0320625027831534	0.0771279601361283	8.81842770121177e-15	0.0207749963782051	0.0531639673978329	0.0799272117062414	0.111018230263833
"HKB0230_3006_T"	8.51310064734761e-15	0.0999787909000126	8.51310064734761e-15	0.100053843286909	8.51310064734761e-15	0.0427072034453327	8.51310064734761e-15	0.12753948890624	0.184365321093216
"HKB0232_3000_T"	5.70113096965282e-15	5.70113096965282e-15	5.70113096965282e-15	5.70113096965282e-15	5.70113096965282e-15	0.128339515070791	0.0268050436458174	0.109360946472571	0.0672314508740456
"HKB0233_3006_T"	0.00505646959212683	3.30816014351145e-15	3.30816014351145e-15	3.30816014351145e-15	0.00666197377425389	3.30816014351145e-15	0.0665194228920544	0.0288963793609051	0.00763919239116637
"HKB0540_3000_T"	7.33719076481613e-15	0.0691724254534775	0.056521949441782	7.33719076481613e-15	7.33719076481613e-15	0.00537757423440072	0.00955662361048332	0.23379747102202	0.105992100213929
"HKB0552_3000_T"	0.00592947691045892	0.0353720614778639	0.00022242581293263	0.0477395051287493	0.1370192339792	0.0550158306578384	1.23107656351323e-14	0.161559139781237	0.0944033203193013
"HKB0558_3000_T"	0.0170973583062491	0.0233994310432447	0.0491311807319786	1.21522240734814e-07	1.04740635501302e-14	0.148230403730446	0.0359853898251258	0.318783805245117	0.0740296881265887
"HKB0564_3000_T"	0.049700173387446	1.06295930930763e-14	1.06295930930763e-14	0.000791717182678246	1.06295930930763e-14	0.19129841446654	0.025833126724172	0.272788921865801	0.112487650968593
"HKB0573_3000_T"	0.34137335312694	7.55309908519885e-15	0.170227926237218	0.0858980113680503	0.0339575769220914	0.0901914588637468	0.13474991772042	0.0555697245661188	0.0434945775050695
"HKB0576_3000_T"	0.0422931232020998	0.110611425354499	0.131514544647872	0.246424644290366	5.68729093863676e-15	0.270699218718571	0.00544037087301895	0.128629982962729	0.000390138033147467
"HKB0579_3000_T"	0.297995555421285	1.14434905460372e-05	0.136344881752516	0.0323345629569467	0.00918263834361415	0.171453638020969	0.0212310234819774	0.170850311361041	0.0995926561642305
"HKB0585_3000_T"	6.44980383291042e-15	0.0272679250005058	6.44980383291042e-15	0.00262059415777639	6.44980383291042e-15	0.0271640047051519	0.0161543776092791	0.0329573606186818	0.157467643225782
"HKB0599_3000_T"	7.21265597517909e-15	0.0793477238287997	0.148263450710218	7.21265597517909e-15	7.21265597517909e-15	0.107864081324628	0.00473715203252733	0.399092933774657	0.00331171059289673
"HKB0605_3000_T"	0.0511611057945362	0.0652567937143146	0.178423059991643	9.65353360205218e-15	9.65353360205218e-15	0.0805827608599617	0.037991146795044	0.164324678967477	1.11364751381244e-09
"HKB0620_3000_T"	0.0565470848638529	8.69610723516446e-15	0.0171350153792698	0.000402983663573889	8.69610723516446e-15	0.00318438451632942	0.152044137707486	0.101169553076633	0.0969209247897937
"HKB0626_3000_T"	6.10168337627503e-15	6.10168337627503e-15	0.0162604697466524	6.10168337627503e-15	6.10168337627503e-15	0.00557393566974435	0.225198300742702	0.00552249170837136	0.0580197195380742
"HKB0629_3000_T"	6.66266325384837e-15	0.133035657707567	0.0149294125980248	0.0111301683130057	6.66266325384837e-15	6.66266325384837e-15	0.00431465923434741	0.0727968337197502	0.0512173089296423
"HKB0638_3000_T"	0.00173072637015808	0.0539172557556584	3.24510974780048e-08	8.10558782540982e-15	8.10558782540982e-15	0.16553270002689	0.0319447905456471	0.258618166587326	0.074878529397314
"HKB0644_3000_T"	4.87293752730869e-15	4.87293752730869e-15	0.00494531872776024	4.87293752730869e-15	4.87293752730869e-15	0.00354521221472622	0.411946043930578	0.0292828133208709	4.87293752730869e-15
"HKB0650_3000_T"	0.139748437163589	1.26727490727894e-10	0.106584765927737	6.93176488515465e-15	6.93176488515465e-15	6.93176488515465e-15	0.178845768284631	0.205169276601209	0.0168392180451373
"HKB0653_3000_T"	0.0017648859768038	3.69603561562006e-09	0.0692690671879582	8.29968657857351e-15	8.29968657857351e-15	0.107479158418409	8.29968657857351e-15	0.175360923433172	0.0578101491964355
"HKB0656_3000_T"	8.68439358099172e-15	0.0257424856711604	8.68439358099172e-15	0.046617156736902	8.68439358099172e-15	0.022494192136269	0.00573112223955642	0.183762563478392	0.0310471481636063
"HKB0659_3000_T"	0.159895631361681	4.23263535823928e-15	0.267631542105756	0.0509474381646214	0.000252700115872292	0.00851873260507613	0.411256083617032	3.48390323458044e-12	0.00311314933547673
"HKB0665_3000_T"	7.62405297913027e-14	0.0176431400314085	0.000503495995442397	0.00881850278447401	8.22382898731062e-15	0.373262784098469	8.22382898731062e-15	0.178590176847229	0.00501106788260388
"HKB0668_3000_T"	0.0239240193215954	0.151628465181346	0.0938263441871812	7.73907584241372e-15	7.73907584241372e-15	0.118210132915589	0.108673828124412	0.154947836537813	0.128168124849607
"HKB0674_3000_T"	0.324221155532954	5.20106236111333e-15	0.364698541965479	0.030520862171871	0.0185827166807728	0.128465109160401	0.038551783553701	0.0416117340728976	0.0176116371759123
"HKB0677_3000_T"	3.13709113563235e-13	0.0529833927782727	0.00124207741837628	0.0694283225198191	7.20219487434635e-15	0.0321894591563892	0.480180547983967	0.0248747254680125	7.20219487434635e-15
"HKB0683_3000_T"	0.12403682166688	0.00579934697949001	0.178459784536423	8.75977784944784e-15	8.75977784944784e-15	0.00645826130065826	0.0252391879459733	0.000329844302657917	0.0127403118768704
"HKB0692_3000_T"	0.00233819162866101	0.00255169287362276	5.92889646353853e-15	5.92889646353853e-15	5.92889646353853e-15	0.12238050404811	0.0970434311498	0.0576480239982987	8.96827721077976e-11
"HKB0698_3000_T"	0.0167428682162492	0.07221648320948	0.0622030058954714	0.0465016115939378	8.05317776529769e-15	0.185079777013236	0.00878488057797162	0.190443106623799	0.085015461171393
"HKB0701_3000_T"	6.73167132494601e-15	0.126217431982755	0.0729459011778629	0.124138330251018	6.73167132494601e-15	0.387928623346574	0.000141341707577709	0.112938931831526	0.0173615021635399
"HKB0704_3000_T"	5.3679702680016e-15	0.0235245121333201	0.0188929136125091	0.0270043531295393	5.3679702680016e-15	0.00136618227113041	0.0324936587643345	0.150209172495236	0.00481767328864563
"HKB0710_3000_T"	0.0586090964717213	0.0293414867087513	0.419641641495895	0.0318762530148513	4.73645398593691e-15	0.0226346741940961	0.245995834184741	0.0171818575172485	0.00905636578331206
"HKB0713_3000_T"	7.03063482284026e-15	0.0455813849646943	0.00882730906820213	7.03063482284026e-15	7.03063482284026e-15	0.067277766617029	0.00372811943547754	0.164841199821888	7.03063482284026e-15
"HKB0718_3000_T"	0.0700348588991011	5.76226538941385e-05	0.384972393092678	0.0661386224579243	0.000799501267580999	0.0614294282433827	0.133122961852406	0.138492581614017	0.0279493049586179
"HKB0719_3002_T"	0.105342991039054	0.0170187891589048	0.00258176859027695	1.08449186980265e-14	0.0492975692877469	0.0862202916858657	0.123066685377526	0.0181233326162518	0.0703818579732698
"HKB0721_3000_T"	0.00109844501517251	7.61389317083984e-15	0.0371298917772859	0.00689328240285208	7.61389317083984e-15	0.0361108277570645	0.115295963282507	0.207430082512443	0.0822007784974102
"HKB0722_3002_T"	0.00508881810827988	0.118204875052076	0.157994288402907	8.51462695624916e-15	8.51462695624916e-15	0.0987657730892038	0.0703215739147418	0.101566970738062	0.0804291000489724
"HKB0726_3000_T"	8.32965450789133e-15	0.12845976293873	0.00926500405621957	0.00663827781230819	8.32965450789133e-15	0.0109083246185323	0.0360628547425215	0.225119255131346	0.0591753702628217
"HKB0734_3000_T"	8.66579546589819e-15	0.000709655656018748	8.66579546589819e-15	0.00583084320687591	8.66579546589819e-15	0.139769253997748	0.0144272233202441	0.0855870278745694	0.150793393255559
"HKB0736_3000_T"	0.428215334294361	5.08772064569071e-15	0.321428522611689	4.75537974621904e-10	5.08772064569071e-15	0.00351870013857234	0.0132516672892715	0.0519528683212557	0.0805373732316622
"HKB0737_3000_T"	0.088606262251083	0.0212775851405905	0.139463398247649	0.0254423174206479	0.000801110279510955	0.35232276541877	0.0101766765609392	0.165790525308121	0.0028384041969542
"HKB0744_3000_T"	7.18900916882332e-15	0.0621429701298198	7.18900916882332e-15	0.0211556651537586	7.18900916882332e-15	0.153553222830481	0.0523055960887147	0.0544109478611757	0.0864065591781273
"HKB0748_3000_T"	0.0378182555564711	9.02731543138287e-15	0.0826313026806856	9.02731543138287e-15	9.02731543138287e-15	0.0489327136199519	0.0322081412984778	0.307927001919455	0.0906831743465294
"HKB0750_3000_T"	0.0231192900039633	0.0678596281654163	0.0340313293030082	0.0393804609278854	7.10261263577909e-15	7.10261263577909e-15	7.10261263577909e-15	0.0818296550491079	0.079390967689317
"HKB0751_3000_T"	0.310705227991716	0.00250130275228759	0.314150197310046	0.0136879849493563	0.0110556477099319	0.0221654300217552	0.0630185169005542	0.0610903114660808	0.0587652346229221
"HKB0752_3000_T"	0.118967776065365	0.169860141000221	0.388620015081562	0.0114488782757021	5.86745880114767e-15	0.0207057057135799	0.0216496658651489	0.113332275827782	5.86745880114767e-15
"HKB0004_3000_N"	0.0957635768260647	0.0340864588755615	1.17928938349601e-14	1.17928938349601e-14	0.2365193056336	1.17928938349601e-14	0.0422210722584342	1.17928938349601e-14	0.196604838030679
"HKB0005_3000_N"	0.0616199386719172	0.115227154747679	1.04895114718767e-14	1.04895114718767e-14	0.148142186149206	0.0210555891643194	0.156731357362566	0.0762661527442243	0.0780789609428213
"HKB0006_3000_N"	0.075956006437485	0.00549869668344466	1.06166193727491e-14	1.06166193727491e-14	0.225641063044554	0.00689689320839963	0.0847228663827961	1.06166193727491e-14	0.224640488366918
"HKB0019_3000_N"	0.0211153140294096	0.0265370642458849	1.02562696261331e-14	0.0206945393636593	0.50217711335278	0.000670385000014275	0.0809073932909302	1.02562696261331e-14	0.112607593416857
