"BC_HKB0056_809_T"	"BC_HKB0187_1214_T"	"BC_HKB0775_1470_T"	"BC_HKB0899_M1605_T"	"BC_HKB2109_1628_T"	"HKB0004_3006_T"	"HKB0036_3006_T"	"HKB0089_3001_T"	"HKB0134_3006_T"	"HKB0211_3002_T"	"HKB0629_3000_T"	"HKB0698_3000_T"	"BC_HKB0543_1306_T"	"BC_HKB1385_1721_T"	"HKB0008_3006_T"	"HKB0040_3002_T"	"HKB0050_3005_T"	"HKB0054_3000_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0091_3001_T"	"HKB0098_3005_T"	"HKB0120_3000_T"	"HKB0162_3006_T"	"HKB0167_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0650_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0683_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0112_933_T"	"BC_HKB0555_1321_T"	"BC_HKB0728_1447_T"	"BC_HKB0876_1543_T"	"BC_HKB0892_1559_T"	"BC_HKB1365_M1665_T"	"BC_HKB1370_1673_T"	"BC_HKB2114_1660_T"	"BC_HKB2116_1671_T"	"BC_HKB2119_1690_T"	"HKB0007_3005_T"	"HKB0016_3006_T"	"HKB0023_3006_T"	"HKB0092_3000_T"	"HKB0125_3006_T"	"HKB0132_3006_T"	"HKB0143_3006_T"	"HKB0164_3006_T"	"BC_HKB0662_1294_T"	"BC_HKB0904_1595_T"	"HKB0005_3001_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0084_3000_T"	"HKB0157_3006_T"	"HKB0210_3006_T"	"HKB0626_3000_T"	"HKB0644_3000_T"	"HKB0677_3000_T"	"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0582_1333_T"	"BC_HKB0668_1298_T"	"BC_HKB0689_M1326_T"	"BC_HKB0733_1459_T"	"BC_HKB0741_1471_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0763_1511_T"	"BC_HKB0772_1460_T"	"BC_HKB0786_1508_T"	"BC_HKB0827_1539_T"	"BC_HKB0828_M1542_T"	"BC_HKB0831_1520_T"	"BC_HKB0838_1563_T"	"BC_HKB0873_1549_T"	"BC_HKB0882_1555_T"	"BC_HKB0902_1617_T"	"BC_HKB0917_1656_T"	"BC_HKB1366_1663_T"	"BC_HKB2106_1619_T"	"BC_HKB2107_1620_T"	"HKB0052_3000_T"	"HKB0074_3000_T"	"HKB0129_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0161_3001_T"	"HKB0719_3002_T"	"BC_HKB0759_1488_T"	"BC_HKB0833_1552_T"	"BC_HKB0905_1623_T"	"BC_HKB1369_1679_T"	"BC_HKB2112_1636_T"	"BC_HKB2127_1726_T"	"HKB0035_3006_T"	"HKB0121_3006_T"	"HKB0159_3006_T"	"HKB0209_3004_T"	"HKB0228_3002_T"	"HKB0558_3000_T"	"HKB0599_3000_T"	"HKB0668_3000_T"	"HKB0097_3000_T"	"HKB0196_3006_T"	"BC_HKB0632_1381_T"	"BC_HKB0915_M1647_T"	"BC_HKB0921_1575_T"	"HKB0044_3006_T"
"GPR174"	0	0	0	0	0.773996325111173	0.632268215499513	1.25701061820602	1.83995958748953	1.86393845042397	1.30451104180995	0.604071323668861	1.24488705912353	2.12763327972587	3.40871186102943	1.66448284036468	4.92599941855622	2.92219784839637	3.27351588970212	2.75060650483559	2.60407132366886	2.68481873755322	2.1407786557828	2.26303440583379	2.03913839390696	2.39231742277876	3.72246602447109	2.82781902461732	2.86789646399265	2.57531233068744	2.58255600301406	2.90496571868403	3.17951105027151	2.87184364850932	2.95419631038688	3.03913839390696	4.41345868800798	3.10601323762212	3.4931349223055	2.68257329734758	5.19337751056436	3.8073549220576	2.97452931248388	1.22650852980868	0	2.73552217729654	0	0	0	0	0	0	0	2	1.68706068833989	1.36176835941915	0.678071905112638	0.16349873228288	1.94860084749336	2.07382023329167	1.35049724708413	0	0	0.659924558402378	1.83187724119167	1.58014548442338	2.09423606984577	1.76553474636298	0.575312330687437	0.545968369105292	0.443606651475615	0.887525270741587	0	1.66902676550963	0.956056652412403	0	0	0	0	0	0	0	0	0	1.03562390973072	0	0	2.22958792274065	0	2.37573453858316	2.19534759832222	0	0	0	0	0	2.34198574722862	3.31034012061215	2.64385618977472	1.52606881166759	0.985500430304885	1.38404980679516	2.0036022366802	0	0	0	0	0	0	1.90303827011291	1.63226821549951	0.978195629681652	0.985500430304885	1.08406426478847	1.0071955014042	1.63226821549951	1.72683121703249	1.38404980679516	0.855989697308481	0	0.925999418556223	2.75274859140713	2.76553474636298
"CD200R1"	3.87381319835909	0	3.87184364850932	1.92599941855622	1.56559717585423	0.389566811762726	0.992768430768924	1.46466826700344	1.44890095114513	1.35049724708413	1.02147972741045	0.863938450423971	3.09761079662642	1.78659636189081	1.55090066464752	3.09761079662642	2.01792190799726	2.22650852980868	1.88752527074159	1.35049724708413	1.57531233068744	2.1243281350022	1.31614574229336	2.27798474729977	1.62760683812965	2.39506279951758	2.67129337248158	2.10097764772482	2.28095631383106	1.35614381022528	2.56315813040281	2.38128337250378	2.22342254993494	2.32768736417605	2.22032995487956	2.93734439215023	1.81557542886257	2.15380533607904	1.58496250072116	3.06522762277562	2.67129337248158	1.78240856492737	2.21101219348551	1.57531233068744	2.0496307677246	1.54101915313356	1.36176835941915	0	0	0	0.963474123974886	2.27500704749987	1.51601514700366	1.61823865559545	1.19534759832222	0.475084882948783	0.31034012061215	0.879705766282288	1.86393845042397	2.02502879449152	0.790772037862	0	0.659924558402378	1.09085343045111	0.807354922057604	1.40053792958373	1.42223300068305	0.807354922057604	1.62293035092018	0.584962500721156	1.01435529297707	3.674686619928	0.7311832415722	1.43295940727611	0	4.94016675048282	0	1.50589092972996	2.05658352836637	0	1.53106949272595	0	0	0	0	0	1.43829285157915	0	1.52606881166759	1.40599235967584	0	1.68706068833989	0	0	0.790772037862	1.73984810269933	2.40053792958373	2.32481060342048	1.53605290024021	2.28392177230762	2.21412480535285	1.87578006306849	0	0	0	1.13750352374994	1.16349873228288	4.60050764534579	1.02147972741045	1.54596836910529	1.29278174922785	1.02147972741045	0.659924558402378	1.11769504266975	1.4276061727819	1.27500704749987	1.1243281350022	1.13093086982645	1.31034012061215	1.05658352836637	1.22032995487956	1.66448284036468
"ARHGAP15"	4.00988458893184	1.41142624572647	2.33913738491959	3.84398384404833	1.56071495447448	1.88362081628567	2.38128337250378	3.50080205305716	3.13750352374994	2.4931349223055	2.87970576628229	2.83995958748953	4.02591469875079	3.8499992594661	3.75702324650746	6.08788710093312	3.87479696589867	4.52418907844937	3.94673086014031	3.66106547980695	3.63459326844576	3.23878685958712	3.45549162062847	3.58736499093646	3.78555055173926	4.73226919950145	4.28762004411207	3.90977310414164	4.40531168259745	3.32912359629157	4.25171909260596	4.67355642399014	4.34482849699744	3.55704241526372	4.85648777949568	5.09929520433777	4.13832300405648	4.3212065669699	3.91552090075196	6.1622906135458	4.5668151540109	4.10936055940423	3.05311133645956	2.5033487351675	2.91073266190291	2.43562859405209	2.24488705912353	0.963474123974886	2.22342254993494	1.88752527074159	2.17632277264046	2.5033487351675	4.13914201914569	3.1586601753465	2.74416109557041	1.90303827011291	1.50589092972996	3.11935617703968	3.21412480535285	3.34056226902641	3.45154083301783	2.12763327972587	2.38681094647222	4.834407841807	2.39780296186249	2.87381319835909	2.62760683812965	2.31324585178756	1.94485844580754	1.66902676550963	2.76553474636298	3.20006486151431	2.4931349223055	2.38681094647222	1	1.17632277264046	2.05311133645956	2.67355642399014	2.09085343045111	2.16027483140859	3.07382023329167	1.7311832415722	2.31614574229336	1.10433665981474	0	2.21412480535285	2.33913738491959	1.02147972741045	2.74631276642546	2.877744249949	1.26303440583379	2.64385618977472	0	1.76977173924945	1.22650852980868	3.83086375675176	4.1243281350022	4.10601323762212	2.87970576628229	2.90881290773955	3.56803210477128	4.50271248596606	1.16349873228288	1.35614381022528	2.1407786557828	1.52606881166759	1.58976348698498	0	2.89141918684608	2.86789646399265	2.16027483140859	2.68929916053589	2.26603689399532	3.15218341905505	3.06522762277562	3.40053792958373	2.72900887033786	2.48800077083407	2.16671544496642	1.54101915313356	3.72246602447109	3.34908214639109
"CCR2"	2.65764000520782	0	1.35049724708413	5.21334728173344	2.40871186102943	1.61823865559545	2.37851162325373	2.54101915313356	3.0408924306469	1.57046293102604	0.895302621333307	1.50080205305716	3.86789646399265	4.00270252037982	1.59454854955035	5.64789009105921	2.82374936030827	3.3533232911629	3.4032677223393	4.48091134604775	3.97452931248388	2.63923216324928	3.47378691161437	2.64846544302731	2.68481873755322	5.06738057801906	3.35755200461808	2.81966818349646	3.01435529297707	2.84197311892718	3.10097764772482	3.64385618977472	3.3743439890385	3.51601514700366	5.56620629346551	4.23266075679027	3.34198574722862	2.98367769469807	3.18269229751619	4.25096157353322	3.53231695933277	3.35895882583233	2.70929063572336	0	1.84799690655495	0.765534746362977	2.50080205305716	1.11769504266975	2.11769504266975	0.622930350920177	1.9560566524124	2.17951105027151	3.86393845042397	2.48800077083407	2.05658352836637	1.22032995487956	0.831877241191673	2.28392177230762	2.34482849699744	2.02147972741045	1.03562390973072	1.6507645591169	1.68257329734758	3.23112515787905	1.97819562968165	2.62760683812965	1.79493566280354	1.37851162325373	0.622930350920177	1.35614381022528	1.70929063572336	3.46858331700683	1.64154602908752	1.75274859140713	0.823749360308273	1.95977015521147	1.55090066464752	1.30451104180995	1.48542682717024	0	0.75702324650746	0	1.50080205305716	1.23878685958712	0	2.19219416528334	2.30158764660319	1.77399632511117	3.18269229751619	3.64731450954714	2.29572302453997	1.78240856492737	1.86789646399265	0.632268215499513	1.36737106564853	2.50080205305716	3.10936055940423	2.93168305705981	1.8073549220576	1.30451104180995	2.72246602447109	2.4905701304462	0.632268215499513	2.62058641045188	0.933572638261024	0.887525270741587	0.918386234446348	0.475084882948783	1.78659636189081	2.36176835941915	1.15055967657538	1.4276061727819	1.81966818349646	1.64616265715789	1.50080205305716	2.78031009904338	1.64616265715789	0.722466024471091	1.56559717585423	1.86393845042397	3.15055967657538	3.4931349223055
"CCR4"	0	1.66448284036468	0	2.34198574722862	0.604071323668861	0.815575428862573	1.18903382439002	2.25096157353322	2.94860084749336	1.6959938131099	0.669026765509631	1.84398384404833	2.03562390973072	2.31903981556254	2.61823865559545	4.63865311646611	3.45811948117451	3.88655014732434	2.79285535236249	2.8972404255748	2.22032995487956	2.84197311892718	2.62993940943954	3.28095631383106	2.63459326844576	3.92884403671257	3.28983446517751	2.68257329734758	1.94110631094643	2.81147103052984	3.62293035092018	3.73660487531425	3.20006486151431	3.68481873755322	3.60644222813161	3.99548451887751	3.05311133645956	2.20789285164133	2.68257329734758	5.02945288578697	3.55090066464752	2.37295209791183	0	0	0	1.01435529297707	0	0	0	0	0	1	2.20789285164133	2.42223300068305	1.88362081628567	0.910732661902913	0.613531652917927	2.57773093149008	2.75915583380027	1.44360665147561	0	0	1.36737106564853	1.8073549220576	1.89141918684608	2.28392177230762	2.02502879449152	0.678071905112638	0.53605290024021	0.75702324650746	1.31614574229336	0	2.32481060342048	0	0	1.4276061727819	0	1.31614574229336	0	0	0	0.807354922057604	0	0	0	0	0.925999418556223	0	0	0	0	0	0	0.855989697308481	0	2.35895882583233	3.50969584193339	3.32768736417605	1.60407132366886	0.495695162624069	2.70929063572336	2.25096157353322	0	0	0	0	0	0	2.75274859140713	2.790772037862	1.18269229751619	2.02147972741045	1.49569516262407	2.08065766334523	1.64154602908752	2.15055967657538	1.83995958748953	1.56071495447448	1.35614381022528	0	1.92219784839637	1.74846123300404
"SERPINB9"	1.67355642399014	1.38956681176273	1.38956681176273	4.01524777369894	1.11769504266975	2.67129337248158	2.94485844580754	1.88752527074159	3.23725777090037	2.5033487351675	2.27798474729977	2.68032435684402	2.63226821549951	1.84398384404833	3.93451650158608	5.08788710093312	3.43028527297778	4.24031432933371	3.74846123300404	2.97819562968165	3.72465027173297	3.80632405739003	3.38681094647222	3.61706334388818	2.87578006306849	4.28392177230762	4.11852584893567	3.97544676564096	3.88752527074159	3.22187708107703	3.70929063572336	3.85199883711245	3.05311133645956	2.93168305705981	4.42425028608405	4.44095219802964	2.73335434061383	3.54349588342577	3.35049724708413	5.00988458893184	3.69932952567316	3.06522762277562	2.53605290024021	0	2.60644222813161	2.17951105027151	1.58014548442338	2.27500704749987	1.62760683812965	0	0.584962500721156	1.43829285157915	2.58014548442338	2.85996954822103	2.75702324650746	2.34766565630097	2.99638874644762	2.24792751344359	2.73335434061383	3.31759350462347	2.20163386116965	0	2.62993940943954	3.44228003525258	2.83592407425437	3.09929520433778	2.69376571221778	4.31397137105902	1.71369581484336	1.78240856492737	4.33985000288462	1.38404980679516	1.89917563048051	2.6667565918848	0.918386234446348	1.17632277264046	1.50589092972996	2.41683974191283	0.6959938131099	0	1.52105073690096	1.73552217729654	1.72683121703249	0.411426245726465	1.43829285157915	0.669026765509631	2.77188557851537	1.61823865559545	2.04614178164472	1.71369581484336	0.863938450423971	0.594548549550354	1.44890095114513	2.18586654531133	0.992768430768924	3.31903981556254	4.16027483140859	3.53480866123175	3.04264433740849	1.88362081628567	3.15218341905505	3.13257684267001	1.89530262133331	1.88752527074159	0.367371065648529	1.72683121703249	0.978195629681652	1.77399632511117	2.61353165291793	2.22650852980868	2.45680614923047	2.95419631038688	2.69821847822441	2.24184018356467	2.54101915313356	2.47248777146274	2.55581615506164	2.54101915313356	1.29865831556452	1.15704371014558	2.18586654531133	3.50716034911752
"HLA.DOA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BIRC3"	2.16349873228288	0	3.0408924306469	4.27872821293894	3.48928602262588	2.83794324189103	3.93357263826102	3.44493204894218	4.83895176695194	2.93922657772821	5.9136075118231	2.75274859140713	5.59454854955035	3.30012372456901	3.73984810269933	7.25550073314839	5.09465834265454	5.79727243202997	4.63401235640212	4.70597790168252	4.80683958179819	4.5197934862411	4.36387192485753	4.56437816856506	4.4905701304462	5.6313953536956	4.85598969730848	4.63517394667492	4.14241343787374	4.15461561132689	5.81890167588564	5.65963918701565	4.87381319835909	4.83390207666916	6.172127436878	5.76208300356767	4.35049724708413	7.35314682549808	4.70984201927331	7.94368695159709	5.66220549965362	4.54720302475693	2.87578006306849	2.03913839390696	2.88947354253111	0.687060688339892	1.36176835941915	1.51601514700366	1.05658352836637	1.66902676550963	2.69376571221778	1.46988597627446	4.15137177625395	4.14567745519564	3.64500988439109	3.52857131887076	4.01256867350306	3.82984955984469	3.28095631383106	4.04614178164472	3.71149490665009	0.622930350920177	4.16188768237689	3.53356334821451	3.93828579188405	3.79597469420667	3.674686619928	3.41142624572647	2.49825086752783	1.64616265715789	4.80992886572143	3.61941301059794	3.70154905694307	3.0686708106651	2.38956681176273	2.17312743348066	2.25096157353322	1.48026512205446	2.24488705912353	0.55581615506164	1.13093086982645	1.47508488294878	2.06350294230616	2.87578006306849	0	2.01077983875324	4.9986468390058	2.4931349223055	4.35614381022528	3.29572302453997	2.31034012061215	2.38404980679516	1.50080205305716	1.54101915313356	2.22958792274065	4.20320115631661	5.85474373899554	4.95884267524324	3.51853513898218	2.65306001710456	4.79389588254888	4.13668357769724	3.11935617703968	1.51601514700366	1.71808758396052	0.799087306074004	0.475084882948783	0	3.41683974191283	3.46858331700683	3.71149490665009	3.18745105402733	4.69041709553247	3.77505054148317	3.20006486151431	3.31469652565629	3.11935617703968	2.22958792274065	1.96347412397489	2.17951105027151	3.74523733212975	4.20789285164133
"KCNA3"	2.17632277264046	1.0071955014042	1.15055967657538	6.0923343111862	3.58135124716878	0.863938450423971	0.918386234446348	1.68257329734758	2.1243281350022	1.02856915219677	0.516015147003665	1.14404636961671	4.5077946401987	5.08151006812092	1.71369581484336	4.60703434594862	2.0703893278914	2.799087306074	2.57046293102604	3.4541758931858	3.18269229751619	1.77399632511117	2.41413553298445	1.89530262133331	2.4905701304462	3.95140129167431	2.6915341649192	2.48284828306847	2.72900887033786	2.25701061820602	2.54349588342577	2.68706068833989	2.13093086982645	2.31034012061215	3.69821847822441	3.44095219802964	2.20163386116965	2.26303440583379	2.06695024392463	3.89044669267991	3.13422093976063	2.37851162325373	4.38681094647222	1.78240856492737	2.68481873755322	2.40599235967584	2.67355642399014	1.97085365434048	1.43295940727611	0.516015147003665	3.68032435684402	1.72683121703249	2.88362081628567	1.51601514700366	1.31034012061215	1.02147972741045	0.400537929583729	1.75702324650746	1.72246602447109	1	3.21256933885081	1.98185265328974	0.687060688339892	2.19849415363908	1.53106949272595	1.9297909977186	1.33913738491959	2.57531233068744	0.263034405833794	0.815575428862573	1.22650852980868	4.06608919045777	3.97911075501579	1.96716860753263	1.49569516262407	1.91073266190291	0	1.46466826700344	1.02147972741045	0	0.956056652412403	2.71808758396052	1.41683974191283	3.08236196955747	0	2.43562859405209	4.37364821133469	0.713695814843359	3.82476785314329	4.44625622988956	1.87578006306849	0.632268215499513	2.50589092972996	2.13093086982645	1.96347412397489	1.93734439215023	2.62058641045188	2.1243281350022	1.36176835941915	0.815575428862573	1.63226821549951	1.81147103052984	0	1.29865831556452	1.65992455840238	2.25096157353322	0.687060688339892	0.6959938131099	1.38404980679516	1.28095631383106	0.790772037862	0.632268215499513	0.956056652412403	1.22032995487956	1.03562390973072	1.39506279951758	1.13750352374994	0.799087306074004	2.92219784839637	1.34482849699744	4.16188768237689	2.54101915313356
"ITGAL"	1.62293035092018	1.46466826700344	1.73552217729654	5.24222139509837	2.38404980679516	1.55581615506164	2.10768786931437	3.06522762277562	3.09423606984577	2.22032995487956	2.98550043030489	2.25701061820602	4.63575439127776	3.51222688651396	2.88166461932035	5.54720302475693	3.81352468929781	4.11935617703968	3.83592407425437	3.76447355099267	3.84498815668261	3.44228003525258	3.52857131887076	3.67581593117227	3.26153081524341	5.11103131238874	4.01077983875324	4.5385381636298	4.01881218574282	3.54473265593262	4.0036022366802	3.68594014844598	3.7279204545632	3.07210580048042	3.56437816856506	5.05441438791731	3.44095219802964	4.01792190799726	3.63110428236588	5.49857001254426	4.0496307677246	3.81762325751143	2.51096191927738	1.51096191927738	3.76871365703048	0.963474123974886	2.64385618977472	1.88752527074159	1.52105073690096	2.26603689399532	2.83995958748953	1.37851162325373	3.94579495674006	3.7279204545632	2.86591881455221	2.27798474729977	0.910732661902913	2.22032995487956	2.84197311892718	2.82374936030827	2.75702324650746	1.08406426478847	1.26903314645524	2.95233356636969	2.84197311892718	3.20476675065461	2.32192809488736	1.76553474636298	1.0071955014042	1.31034012061215	1.81147103052984	3.89627184880738	3.14241343787374	2.72246602447109	1.22650852980868	2.58976348698498	1.76977173924945	2.40599235967584	0.669026765509631	0.516015147003665	1.6915341649192	0.75702324650746	1.80322703643493	2.35895882583233	2.99276843076892	2.0703893278914	4.19927972133662	2.43028527297778	3.60999129521268	2.68032435684402	2.02856915219677	2.60880924267552	2.11103131238874	2.53356334821451	1.67355642399014	3.22804904788446	3.6507645591169	3.52606881166759	2.53106949272595	1.84398384404833	2.40053792958373	2.38681094647222	2.90496571868403	3.24640808724638	1.28688114778816	1.0071955014042	1.03562390973072	1.28095631383106	2.66220549965362	2.38404980679516	3.22496636500027	2.24184018356467	2.73984810269933	3.22496636500027	3.35191096110308	3.53356334821451	2.47508488294878	2.22958792274065	1.63226821549951	1.15704371014558	2.87970576628229	3.95233356636969
"IL7R"	1.89530262133331	1.1243281350022	2.73552217729654	3.36317107711924	3.61235249875266	3.35614381022528	2.76553474636298	3.47248777146274	4.76234881564413	3.27500704749987	0.807354922057604	4.07124781946144	4.84599177066457	3.19692173382033	3.44757919654888	7.30879406721648	4.40735275114004	5.79337571126475	3.9429835981871	4.80322703643493	4.5298209465287	4.12515513132229	3.55090066464752	4.75648960675997	3.70929063572336	5.32192809488736	5.00764403087801	4.65535182861255	5.06134418828839	4.1906148602095	4.86145916636151	5.24184018356467	4.47638168756724	4.07980475463526	5.89457527317528	6.21315283533637	3.08236196955747	3.61588707391606	3.36036427654347	7.30961277245412	4.78450398292957	4.79597469420667	2.44095219802964	2.24184018356467	2.0071955014042	2.4931349223055	2.4276061727819	1.24488705912353	1.22032995487956	0	1.81147103052984	1.66448284036468	3.17791779219584	3.77610398807316	2.8073549220576	2.66448284036468	2.60644222813161	3.89141918684608	3.71259578044703	2.21412480535285	3.85399564717639	3.16027483140859	3.15218341905505	3.37989816352469	3.57410150808939	4.04439411935845	3.44095219802964	1.88362081628567	1.77399632511117	1.62760683812965	3.02502879449152	3.11270013274936	3.41278152533848	2.0496307677246	1.75274859140713	3.31469652565629	1.16349873228288	1.38956681176273	3.52732060787705	1.84398384404833	0	0.863938450423971	2.76553474636298	2.92599941855622	1.58496250072116	3.22342254993494	4.47767732756531	2.56803210477128	4.06522762277562	2.85199883711245	1.60880924267552	0	1.93357263826102	0	2.88166461932035	4.82222027162153	6.00090140274153	4.74146698640115	3.36176835941915	1.4594316186373	3.83995958748953	2.90496571868403	1.28688114778816	0	0	2.09085343045111	0	1.95977015521147	3.65535182861255	3.01613970265525	2.30742852519225	2.97452931248388	2.86789646399265	3.29719141656586	1.98913900736823	3.42088657497553	3.43562859405209	2.16992500144231	2.39780296186249	1.1243281350022	3.55949181320504	3.32192809488736
"LAMP3"	2.40871186102943	1.59931779369823	1.78240856492737	3.07895134139482	2.14404636961671	5.18467702068089	5.67072705449947	0.782408564927373	3.22496636500027	2.72246602447109	0.807354922057604	1.56071495447448	3.34056226902641	3.75702324650746	1.75702324650746	5.0746766862945	3.40735275114004	3.62410089462811	3.49569516262407	2.07724299893246	3.62760683812965	3.26753579806873	3.20320115631661	3.27500704749987	2.12101540096137	3.93073733756289	3.08915913191124	3.5981269599196	1.98913900736823	2.48284828306847	3.29425313644451	3.60644222813161	2.39231742277876	3.53231695933277	5.67214243285383	3.92409988564074	2.5385381636298	5.3437631221496	2.57046293102604	4.24640808724638	2.93545974780529	2.39780296186249	1.70929063572336	0.985500430304885	2.68706068833989	1.28095631383106	0	1.29865831556452	0	0	1.88362081628567	1.25701061820602	2.61823865559545	1.96716860753263	1.35614381022528	1.62760683812965	2.12763327972587	2.10097764772482	2.73984810269933	2.21412480535285	4.38474058729238	1.18269229751619	5.55704241526372	3.11769504266975	3.47508488294878	4.11603199344711	2.17312743348066	5.51947900230724	2.65306001710456	1.36176835941915	1.73984810269933	1.74416109557041	1.53605290024021	0.722466024471091	1.33342373372519	0.839959587489532	0	0.765534746362977	0.831877241191673	0	0.55581615506164	1.26303440583379	1.16992500144231	0.773996325111173	0.516015147003665	1.07724299893246	3.93545974780529	0	2.6667565918848	1.15704371014558	0	0	1.81966818349646	0.464668267003444	0.495695162624069	1.90303827011291	3.09423606984577	2.114367024952	3.01256867350306	0	3.55213110825378	1.4276061727819	2.26002565596146	1.30451104180995	0	1.11103131238874	0.687060688339892	0	2.93734439215023	2.4594316186373	1.47508488294878	1.37295209791183	2.97269265400426	1.06350294230616	1.09085343045111	1.26303440583379	1.32768736417605	0.823749360308273	2.77820857639809	2.03210084316702	3.93734439215023	3.03033607837096
"GPR183"	5.75728999237877	5.64038956005495	6.38093719492782	5.82629424549963	5.44824022521607	4.34056226902641	3.6959938131099	2.96162332828694	4.16027483140859	3.52481592835751	2.4905701304462	3.29865831556452	6.56864019541922	7.22679750227652	4.86294724802092	6.14934066928622	3.88655014732434	5.10936055940423	3.25398926623079	3.98550043030489	3.114367024952	3.85897561429202	3.92219784839637	5.25550073314839	3.92599941855622	5.77978500530113	5.27612440527424	3.89917563048051	4.06436554026363	3.95233356636969	4.99004721957379	5.61205755956307	4.63923216324928	3.72900887033786	5.40463068421761	4.7371459197762	3.61588707391606	3.04439411935845	3.63691458035588	5.72683121703249	4.41481206056585	4.09592441999854	7.35085080548338	5.96786027116915	6.83289001416474	5.99367436175059	2.72027846523333	5.93545974780529	5.9205315062779	5.93215568443206	7.13144543809559	6.46303385531749	3.38543103719352	3.47767732756531	3.34482849699744	2.24792751344359	2.85598969730848	3.90014226035982	4.41953889151378	4.00809242094872	6.4758955224267	6.97968241371522	2.76553474636298	3.09254574154357	3.22032995487956	3.30305008468167	3.09761079662642	3.92124588858559	3.11270013274936	4.79285535236249	4.19770815795585	5.91456452349394	6.27183649284068	5.5270077606372	5.5579614268932	6.23935985027747	5.40122086216022	5.84272746929254	5.23802251782572	5.05137210172103	6.05071934775126	6.53838296003212	6.1266012351573	6.08767498668722	6.85274796480088	5.86715516310751	6.47102483906676	6.23016457788425	6.58345891013077	6.53247281684287	6.05267672430358	5.95140129167431	7.13596574242734	6.46842040186455	6.81442224656679	4.08406426478847	5.30414594120295	4.56315813040281	3.36737106564853	3.13586316536868	4.48091134604775	3.69376571221778	5.25398926623079	6.09360242879573	5.43895814789755	5.60614607806572	4.80477637795583	7.06533534687803	3.33771109212829	3.88068552526112	2.94673086014031	2.33342373372519	3.46727948045998	3.61941301059794	2.63226821549951	2.85199883711245	3.0071955014042	2.74416109557041	5.51222688651396	5.57924050057297	7.07863118123353	3.09423606984577
"KLRB1"	0	0	0	1.42223300068305	2.95977015521147	0.84799690655495	0.985500430304885	2.65764000520782	1.27500704749987	1.15704371014558	0.75702324650746	1.77399632511117	1.36176835941915	3.55581615506164	1.89917563048051	4.85249829878989	2.85399564717639	3.83995958748953	2.03913839390696	2.96162332828694	3.01970191444255	2.38956681176273	1.73984810269933	3.16510798514454	2.93545974780529	3.16027483140859	2.96901230751632	2.70043971814109	4.3037807481771	2.65764000520782	3.55826763405574	3.10097764772482	3.16027483140859	3.17152710603881	3.7279204545632	3.95977015521147	2.97452931248388	2.30742852519225	2.89530262133331	4.62058641045188	3.19377174339668	3.18586654531133	3.13914201914569	0	1.66448284036468	0	0	2.60407132366886	1.40599235967584	0	2.02502879449152	2.67355642399014	1.89917563048051	1.20789285164133	1.54101915313356	0.545968369105292	0	2.30742852519225	2.12101540096137	1.790772037862	2.99457972421575	1.74846123300404	1.32768736417605	1.04264433740849	1.11103131238874	1.76128527336162	1.96716860753263	0.622930350920177	0.594548549550354	0.871843648509318	1.18269229751619	0	0	0	2.62527048937469	2.43829285157915	0	0	1.97452931248388	0	0	0	2.99819550315325	2.35614381022528	0	1.62293035092018	1.74846123300404	0	2.33342373372519	2.47767732756531	0	0	2.35614381022528	2.89530262133331	0	2.59454854955035	2.8499992594661	2.65535182861255	2.64616265715789	2.24488705912353	3.27649666564036	2.31324585178756	0	0	0	1.4276061727819	1.44890095114513	2.18269229751619	1.4276061727819	1.97452931248388	0.790772037862	0.545968369105292	1.11769504266975	2.03562390973072	1.4905701304462	2.62058641045188	1.52105073690096	1.54596836910529	0	0	2.23266075679027	2.4032677223393
