"BC_HKB0728_1447_T"	"BC_HKB0754_1481_T"	"HKB0036_3006_T"	"HKB0092_3000_T"	"HKB0211_3002_T"	"BC_HKB0740_1454_T"	"HKB0005_3001_T"	"HKB0006_3006_T"	"HKB0007_3005_T"	"HKB0008_3006_T"	"HKB0016_3006_T"	"HKB0023_3006_T"	"HKB0031_3001_T"	"HKB0033_3006_T"	"HKB0035_3006_T"	"HKB0038_3006_T"	"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0056_3002_T"	"HKB0064_3004_T"	"HKB0065_3006_T"	"HKB0067_3006_T"	"HKB0069_3000_T"	"HKB0070_3002_T"	"HKB0078_3000_T"	"HKB0079_3006_T"	"HKB0080_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0086_3006_T"	"HKB0088_3000_T"	"HKB0089_3001_T"	"HKB0094_3006_T"	"HKB0096_3001_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0102_3006_T"	"HKB0104_3006_T"	"HKB0106_3006_T"	"HKB0108_3000_T"	"HKB0109_3006_T"	"HKB0115_3006_T"	"HKB0120_3000_T"	"HKB0123_3006_T"	"HKB0124_3003_T"	"HKB0125_3006_T"	"HKB0129_3000_T"	"HKB0137_3002_T"	"HKB0141_3006_T"	"HKB0143_3006_T"	"HKB0147_3000_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0159_3006_T"	"HKB0160_3000_T"	"HKB0162_3006_T"	"HKB0164_3006_T"	"HKB0167_3006_T"	"HKB0168_3006_T"	"HKB0179_3006_T"	"HKB0182_3006_T"	"HKB0186_3000_T"	"HKB0191_3001_T"	"HKB0194_3006_T"	"HKB0196_3006_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0210_3006_T"	"HKB0214_3006_T"	"HKB0217_3005_T"	"HKB0219_3001_T"	"HKB0220_3000_T"	"HKB0221_3001_T"	"HKB0222_3006_T"	"HKB0225_3001_T"	"HKB0226_3001_T"	"HKB0227_3006_T"	"HKB0228_3002_T"	"HKB0230_3006_T"	"HKB0232_3000_T"	"HKB0233_3006_T"	"HKB0540_3000_T"	"HKB0552_3000_T"	"HKB0558_3000_T"	"HKB0564_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0585_3000_T"	"HKB0599_3000_T"	"HKB0605_3000_T"	"HKB0620_3000_T"	"HKB0629_3000_T"	"HKB0638_3000_T"	"HKB0644_3000_T"	"HKB0650_3000_T"	"HKB0653_3000_T"	"HKB0656_3000_T"	"HKB0665_3000_T"	"HKB0668_3000_T"	"HKB0674_3000_T"	"HKB0692_3000_T"	"HKB0701_3000_T"	"HKB0713_3000_T"	"HKB0718_3000_T"	"HKB0721_3000_T"	"HKB0722_3002_T"	"HKB0726_3000_T"	"HKB0734_3000_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0744_3000_T"	"HKB0748_3000_T"	"HKB0750_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"HKB0074_3000_T"	"HKB0127_3006_T"	"HKB0132_3006_T"	"HKB0161_3001_T"	"HKB0207_3001_T"	"HKB0573_3000_T"	"HKB0719_3002_T"
"GRB2"	4.73172632271578	2.67807190511264	4.84749588378871	5.6085135781513	5.43529521564717	5.39163026151743	5.41717741190639	6.44575980445338	5.49601487343776	5.82553125118962	6.01769925269303	5.46825746832314	5.94392132655349	6.83630288350977	5.9706236144706	5.63749432520631	6.15157472976641	5.42492208821069	5.73795710621359	6.2688460628732	5.94462422305503	5.61794491742059	6.17791779219584	5.3547342399706	5.86517649653178	6.16611285740143	5.81634370528486	5.95652136333312	5.30997649237056	5.29498826769145	5.74819284958946	5.81275490980019	6.41210404467757	6.10349763970334	5.58766502110098	6.46711641800817	5.54225804976692	5.77135740899056	5.89141918684608	5.78109738148632	5.92671109909728	5.18070484019556	5.49153246180432	5.48381577726426	4.93262815702213	5.78214642355464	5.62877359520165	5.74416109557041	6.17032569441556	5.43496176018725	5.87578006306849	5.67666233485797	5.42155994490182	6.44625622988956	6.75635616597544	6.50159837423479	6.32066518412251	5.29167722317602	5.14486214291573	6.60169651648096	7.08225550938395	5.19337751056436	5.59872249967662	5.61146750023341	5.63488363677538	7.81487081588598	6.33628338786443	6.75808993420181	5.63052196347164	6.31759350462347	4.92694824794977	6.04832338653781	5.77610398807316	6.04679660957376	5.7457751494858	6.36404708360732	6.34180788924394	5.75942218569633	5.68846014042449	6.11811050560737	6.42324199597366	5.9957106289071	6.88105276340512	4.85648777949568	6.33485426933163	6.02081330425245	5.63430284166251	6.30870307128211	6.07253459972295	6.07253459972295	5.19927972133662	5.77425995143276	5.60821785302146	5.43629511983936	6.13688860790307	7.29452885456115	4.62993940943954	4.89481776330794	5.94579495674006	5.75622271284729	5.8626993409766	5.53543091487128	6.41057854898612	5.96647661213641	6.08576455377831	6.6411124618293	6.26753579806874	4.97544676564096	5.656782364219	5.90953311494689	5.39128655811118	6.26509928751474	6.05701696536554	5.64587455030903	6.8592241619782	5.70873904135958	6.1880447964217	5.57984388621158	5.43895814789755	4.85049941375812	5.39814511650441	5.53200519379057	5.47929524299885	5.58496250072116	4.67299099382775
"CAPRIN2"	3.0686708106651	2.04264433740849	2.66448284036468	3.05137210172103	4.46139758992616	2.85798099512757	3.32624970083746	2.53356334821451	2.99276843076892	3.03738222200308	4.12267271882414	2.90303827011291	3.43962313755712	3.41006969175638	2.65306001710456	2.63226821549951	3.45549162062847	2.01792190799726	3.22650852980868	3.22187708107703	3.48026512205446	3.07895134139482	3.21723071622067	2.82984955984469	3.02856915219677	2.65764000520782	2.67581593117227	3.43295940727611	2.46466826700344	2.45154083301783	2.6959938131099	2.46988597627446	3.21567859660793	2.81762325751143	2.799087306074	3.01613970265525	2.67581593117227	3.03386345186628	3.02856915219677	2.65992455840238	2.28688114778816	3.02680005934372	3.03738222200308	2.58496250072116	2.41142624572647	3.05311133645956	1.96347412397489	2.48542682717024	2.95046841415012	3.5033487351675	2.89336221076387	2.98732086592925	3.08065766334523	3.10936055940423	2.92409988564074	3.4369613378336	2.62760683812965	3.48026512205446	2.87970576628229	2.90881290773955	2.9126498648972	3.12598165385472	3.41953889151378	3.03738222200308	3.30742852519225	3.81966818349646	2.29865831556452	3.66334461936608	3.39780296186249	3.50716034911752	4.85199883711245	2.96716860753263	2.81966818349646	3.36597242759338	3.03913839390696	3.10768786931437	3.69265037003553	2.67807190511264	2.70929063572336	2.81557542886257	2.6507645591169	2.73768676140986	3.1906148602095	3.99638874644762	2.90496571868403	3.46727948045998	2.71369581484336	3.88362081628567	3.25096157353322	3.31179371775365	2.40871186102943	3.74631276642546	2.96347412397489	3.31759350462347	3.06004738366994	2.78868571061353	3.58496250072116	2.75274859140713	3.20163386116965	3.22804904788446	2.81147103052984	2.37851162325373	3.26903314645524	2.87578006306849	3.45811948117451	3.11603199344711	2.70929063572336	3.03562390973072	3.30597052098439	2.66902676550963	2.90881290773955	3.76447355099267	2.97819562968165	2.43295940727611	3.66448284036468	3.63226821549951	3.65191274464578	3.00898878322725	3.60288440871842	2.56559717585422	2.46466826700344	3.02856915219677	2.96162332828694	3.41953889151378	3.30012372456901
"MGC27382"	0	0	0.0426443374084937	0	0.137503523749935	0	0.214124805352847	0	0	0	0	0	0.070389327891398	0.0285691521967709	0	0	0.0426443374084937	0.238786859587116	0.0565835283663675	0.137503523749935	0	0.16349873228288	0	0.344828496997441	0	0	0	0	0.238786859587116	0	0.137503523749935	0.070389327891398	0	0	0.0285691521967709	0.0565835283663675	0	0	0.0285691521967709	0	0	0.422233000683048	0	0	0.0285691521967709	0.150559676575381	0	0.0285691521967709	0.250961573533219	0.0840642647884745	0	0.070389327891398	0	0	0	0	0	0.20163386116965	0	0	0	0.070389327891398	0.0426443374084937	0.189033824390017	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0.0840642647884745	0.0285691521967709	0	0	0.0565835283663675	0	0	0.20163386116965	0.0565835283663675	0.0565835283663675	0	0	0	0	0	0	0	0	0.0426443374084937	0.0285691521967709	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0.070389327891398	0.0285691521967709	0	0
"RANGRF"	5.38059093426592	3.53231695933277	3.33199177823206	2.93357263826102	3.04264433740849	4.31686980506433	3.85996954822103	2.97636363573276	3.47638168756724	3.60407132366886	3.89530262133331	3.91838623444635	4.08236196955747	3.74523733212975	2.74631276642546	3.22496636500027	2.88362081628567	3.21101219348551	3.63226821549951	3.27798474729977	3.4541758931858	1.62760683812965	4.12598165385472	3.14730669878029	3.81147103052984	3.80322703643493	4.11186596386756	3.96809075204526	2.6915341649192	3.45549162062847	2.98550043030489	3.87381319835909	3.99004721957379	4.43829285157915	2.04614178164472	2.92599941855622	3.88264304936184	3.81864608282254	3.94204525991605	3.27052894238072	4.00809242094872	2.65535182861255	3.01256867350306	3.6667565918848	3.32624970083746	3.86492897228979	3.93451650158608	4.21023299009585	4.25247621413522	3.56803210477128	4.74092756031863	3.45022149589718	2.59215800212536	2.7311832415722	3.20006486151431	3.88459792099006	4.92552476974757	4.16349873228288	2.4541758931858	3.94766615679601	3.51727569320958	3.41683974191283	3.24792751344359	2.85598969730848	3.64270157183323	3.5837597536395	3.30742852519225	5.34624777408278	4.23266075679027	3.8923910259134	3.64038956005495	4.13504228623365	3.88362081628567	3.4867143730307	2.91073266190291	4.19534759832222	5.08618931310448	4.39231742277876	4.14323013477689	3.90207357931074	2.9560566524124	4.53729606709084	4.26303440583379	3.39917109381982	2.88752527074159	2.74416109557041	3.14241343787374	4.41345868800798	3.79389588254888	3.47508488294878	3.5933537709803	3.44890095114513	3.34908214639109	2.65306001710456	3.20320115631661	3.26453643099903	3.46336088581666	3.73226919950145	4.32840565895857	3.33485426933163	3.44757919654888	3.29425313644451	3.07382023329167	1.88362081628567	3.22187708107703	3.91456452349394	3.46597446450407	3.84297883178833	2.6507645591169	4.0703893278914	3.64731450954714	3.63459326844576	2.81557542886257	2.74631276642546	3.70929063572336	4.83844759254846	3.22650852980868	4.55949181320504	3.32912359629157	3.5957423394744	3.39506279951758	3.71808758396052	2.75915583380027	2.96162332828694	2.57288966842058
"C14orf4"	5.06695024392463	3.18903382439002	5.30524096595448	5.10643207781693	4.75435307169213	4.35120427725799	3.69376571221778	5.91288933622996	5.59126052462153	5.87479696589866	5.46172499150271	5.6055535954944	4.58856473740135	5.75221336786514	5.54504168346746	4.89044669267991	3.8923910259134	5.00943675560809	5.10307794659757	5.20280949212501	4.54225804976692	3.66448284036468	4.86690797814317	6.44939629708678	4.96532254836725	5.01122725542325	5.22804904788446	5.65706830120158	5.06091204958787	5.75782333620773	4.66334461936609	4.65592421308382	5.48317085322987	5.22573765346606	4.12101540096137	5.86937792403133	4.48026512205446	5.48188013962029	5.36667191611176	4.65477921695952	5.78659636189081	4.00809242094872	4.69932952567316	4.59991284218713	4.71094415457587	5.39128655811118	4.60644222813161	6.05723363504243	4.38956681176273	4.29865831556452	5.12598165385472	5.61441538650813	4.6915341649192	5.80451826988807	5.06522762277562	5.64038956005495	5.20280949212501	4.47118746038699	4.2585189247113	5.00809242094872	4.43562859405209	3.97544676564096	5.06479664591181	4.97727992349992	4.74523733212975	5.1122831085982	5.83819543925919	4.96532254836725	5.52387555132852	4.81608765860021	4.31251996747495	5.62935662007961	4.61823865559545	4.66902676550963	5.24526746651951	4.57106999816771	5.96393645214449	5.95930648975966	4.31976242766925	6.02967373462642	5.83111719461642	5.66618848987278	5.49024921062709	4.68650052718322	3.65535182861255	5.17831627170145	4.32696871158789	5.49089097889429	3.92789645372882	4.09254574154357	4.43429461795993	4.37364821133469	4.76871365703049	4.89093302170554	4.08831123588866	5.42559357765306	3.77925972037238	3.70043971814109	4.14730669878029	4.84899843040002	5.41582625747291	4.38612115681485	4.9923152518612	4.56864019541922	4.8444860877578	4.54287709935414	4.80683958179819	5.64125699872677	4.91456452349394	4.16269343221124	3.97819562968165	5.25927248703759	5.27798474729977	4.28762004411207	4.53044535469291	5.21878116778407	4.67016051412663	4.62293035092018	4.83592407425437	3.82883464946806	4.10768786931437	5.66845955691538	4.09000652990382	4.5795422249369	4.56010351346474
"NAT6"	1.55090066464752	3.42088657497553	2.35049724708413	1.83995958748953	2.77820857639809	1.52105073690096	1.78659636189081	2.78031009904338	2.44095219802964	2.70265754339091	3.72683121703249	2.58496250072116	2.78868571061353	3.38404980679516	3.48026512205446	1.70487196445635	2.63691458035588	2.51096191927738	2.97819562968165	2.46205231879643	2.73552217729654	2.47767732756531	3.17152710603881	2.02856915219677	2.72027846523333	2.57046293102604	3.18745105402733	3.27052894238072	2.0703893278914	2.70708299177171	1.67355642399014	1.94110631094643	2.70265754339091	3.04788732939655	3.47248777146274	3.01970191444255	3.04788732939655	2.14730669878029	2.82171021503467	2.64154602908752	3.28835856219366	3.38128337250378	3.03033607837096	2.73335434061383	1.73984810269933	2.81557542886257	1.91838623444635	2.4905701304462	3.17312743348066	3.19849415363908	2.74416109557041	2.76341157447001	2.13422093976063	3.02502879449152	3.30451104180995	2.54596836910529	3.49185309632967	2.8073549220576	2.28688114778816	3.1586601753465	2.58014548442338	3.02502879449152	3.28688114778816	2.83592407425437	2.34482849699744	3.34198574722862	2.57288966842058	2.31614574229336	3.21878116778407	3.20163386116965	2.56803210477128	2.22650852980868	2.9297909977186	2.0703893278914	2.34766565630097	2.86591881455221	2.95977015521147	2.64154602908752	2.22650852980868	3.31034012061215	2.4594316186373	3.55949181320504	2.42223300068305	1.68706068833989	2.06004738366994	3.09423606984577	1.76128527336162	3.2585189247113	2.26603689399532	2.82984955984469	3.31179371775365	2.26002565596146	2.45154083301783	1.88362081628567	2.66448284036468	2.44095219802964	1.70929063572336	1.46988597627446	2.3533232911629	2.25096157353322	2.39780296186249	1.87578006306849	2.28688114778816	2.72465027173297	1.85996954822103	2.92599941855622	2.34766565630097	2.10097764772482	2.18586654531133	2.28688114778816	2.67581593117227	2.88166461932035	1.68257329734758	2.41413553298445	2.68257329734758	2.54596836910529	2.85598969730848	2.07382023329167	2.46727948045998	2.4905701304462	2.22958792274065	3.51727569320958	2.52606881166759	2.42223300068305	2.4032677223393
"KIF16B"	4.81403764753998	2.53106949272595	3.38404980679516	4.43496176018725	3.88166461932035	4.53977919169849	2.89917563048051	3.90110824301451	5.19849415363908	3.87872534148011	5.59006301881225	4.69710657447698	4.71094415457587	3.72027846523333	6.53745138765307	3.55704241526372	2.90303827011291	3.56924802986718	4.71094415457587	5.39059890555246	4.22804904788446	4.56559717585422	4.83390207666916	2.56071495447448	4.01703108052784	3.79285535236249	3.82984955984469	4.52356195605701	2.45680614923047	4.81557542886257	2.81147103052984	2.67581593117227	4.43496176018725	4.42021289061078	4.25398926623079	5.37225564844579	5.87233628810464	3.93073733756289	4.09676785471469	3.12928301694497	5.04045412134962	3.61353165291793	4.6409679104499	4.97085365434048	4.26228280642066	4.47248777146274	5.25814199589377	4.76447355099267	3.37155886261196	4.36806987653208	3.30597052098439	4.23802251782572	4.07124781946144	3.56803210477128	3.71369581484336	5.23342794374847	5.5677279633048	3.86294724802092	3.68032435684402	4.63575439127776	4.31034012061215	5.08193608171943	4.60288440871842	3.57531233068744	4.14649230697719	4.46532151358055	3.32768736417605	5.9692426044345	4.78031009904338	4.46793154602629	2.99638874644762	3.87479696589867	4.30524096595448	3.62293035092018	4.83289001416474	4.48542682717024	4.11353381959191	4.76234881564413	4.21412480535285	4.44625622988956	3.90014226035982	5.33091687811462	5.86863738417031	2.12763327972587	4.41210404467757	4.68706068833989	4.09929520433777	4.80529245560071	3.31469652565629	5.33592624092836	5.20359271420771	4.88508622529017	3.98276546258365	3.64385618977472	4.79181407116183	4.89433274227769	3.26753579806873	3.94953493301701	5.15946772926677	5.00405188450708	5.59006301881225	3.64154602908752	3.39094277280254	4.05050169744673	4.5765221379205	4.01346225980656	4.5909612413426	5.12391445900198	3.83995958748953	4.83844759254846	4.88166461932035	4.76871365703049	4.60880924267552	3.90110824301451	2.76553474636298	3.36597242759338	4.89578731646331	3.62175885670973	4.59215800212536	4.26603689399532	3.69821847822441	4.20633064787105	3.60407132366886	5.57440430902258	3.87970576628229
"COPS4"	1.799087306074	2.62527048937469	4.59693514238723	4.53044535469291	4.85947266685194	3.39643353125099	4.65706830120158	5.11270013274936	4.81147103052984	5.24526746651951	4.59215800212536	5.2149019101607	5.21179097625254	4.51285895444998	4.96855160336395	4.51538446063695	4.77978500530113	4.603477988254	4.75808993420181	4.40463068421761	4.47638168756724	4.17552460108987	4.67976157351685	4.60050764534579	4.72955277045397	4.21645486514476	4.96393645214449	5.00674683244058	4.56071495447448	4.67863534782274	4.85049941375812	4.29130885982897	5.21800615028443	4.94157586181824	4.80787007829978	4.42088657497553	4.60703434594862	4.99322146736894	5.44228003525258	4.46008724011683	4.63749432520631	4.55826763405574	4.456149034648	4.52544250601812	3.90303827011291	4.76606505147495	4.90110824301451	4.49697358099828	4.65248649491816	4.83187724119167	4.60703434594862	4.83743871485637	4.20084957463721	4.68313498512609	4.47183776242229	4.80787007829978	5.34447345945636	4.73226919950145	4.82578562746479	5.1622906135458	4.53106949272595	4.98868468677217	5.08491465976794	3.81455042346181	4.68650052718322	4.74469931420784	4.97865326490861	5.18428029441938	5.16591193893569	4.97956810009519	4.85549144310187	4.74631276642546	5.36562255611334	4.71314590249026	4.46401472450489	4.94392132655349	5.268284666521	4.8073549220576	4.65133876610593	5.08363887925071	5.04220656012069	5.04483123344781	4.98458935036246	4.84498815668261	5.09127669436522	5.37260391520448	5.4178525148859	5.00450139223494	5.55979769575487	5.26641176603611	5.34766565630097	4.82068956055921	5.32553033156756	5.59753117422421	5.16631374788993	5.39917109381982	5.06350294230616	4.48026512205446	5.05441438791731	5.67779010121666	4.89093302170554	5.39334755137725	5.02591469875079	4.75381844317354	5.30888505741176	5.28392177230762	5.6167693662935	5.01613970265525	5.02192383855476	5.31251996747495	5.14608493861619	5.16872225436066	4.82119997805645	5.39025495632187	4.94532677726463	4.85598969730848	5.27090264916713	4.65420637794429	4.60999129521268	4.15380533607904	4.32409051603798	4.85748342828667	4.97498811199193	5.03869955130559	4.96947286459633
"CPT2"	4.08915913191124	3.06522762277562	3.89530262133331	4.44493204894218	3.36597242759338	3.18745105402733	4.27276973243651	3.20633064787105	4.42155994490182	3.5668151540109	4.53044535469291	4.3110671022556	4.46793154602629	3.84197311892718	3.77820857639809	3.48542682717024	3.92884403671257	3.78659636189081	3.90977310414164	3.70708299177171	3.11103131238874	3.89336221076387	4.09085343045111	4.1906148602095	3.92694824794977	3.97177344719337	4.0232553523003	3.16027483140859	4.16912328147676	4.03826057517535	3.27351588970212	3.73552217729654	4.12018602753186	3.98913900736823	5.31360865703049	4.22265002245148	4.53231695933277	3.70487196445635	4.14893410452634	3.99819550315325	3.76128527336162	4.48413813120167	3.94673086014031	4.09676785471469	2.83592407425437	4.20711196120771	4.29130885982897	4.03033607837096	3.40190347160796	4.02856915219677	4.2364926183813	4.11769504266975	3.73335434061383	3.35755200461808	3.72465027173297	4.10685079645022	3.5981269599196	3.61470984411521	4.91838623444635	4.32264926213102	4.5077946401987	4.63575439127776	3.98276546258365	3.00539998774259	3.81966818349646	4.13504228623365	4.18428029441938	5.08958289312471	4.14812063112396	4.07809742302666	3.45680614923047	3.81455042346181	4.4905701304462	3.33771109212829	3.95233356636969	4.63517394667492	3.96993327469786	3.81864608282254	4.48220292629596	5.05354581772798	3.38128337250378	4.28835856219366	3.674686619928	3.74416109557041	4.44028782084042	4.06522762277562	3.74200621086674	4.73660487531425	4.21567859660793	4.38681094647222	4.58856473740135	4.07553263116736	3.63226821549951	4.51664555778096	4.03913839390696	3.84599177066457	4.25398926623079	4.77768271707355	3.47897180503294	4.21023299009585	4.08406426478847	5.13709360897494	3.78972925137577	4.7311832415722	3.86393845042397	3.50080205305716	3.73984810269933	4.29425313644451	3.77505054148317	4.69766263347052	4.605257262939	4.29939120612683	3.85996954822103	4.34411833452143	4.39437694495706	4.19219416528334	3.57167680997093	4.33699741660501	3.47508488294878	4.10936055940423	3.33913738491959	4.32768736417605	3.63343121035563	3.43028527297778	3.80012335282653
"SLC35E1"	3.13093086982645	4.08151006812092	4.70043971814109	4.94392132655349	5.33699741660501	3.18428029441938	5.24336442569366	5.26190685982807	4.86987140617771	5.74335339094491	4.9759052735237	4.8569856897822	4.86690797814317	5.60792206726114	4.89965902637744	4.89481776330794	4.81249822533356	5.24222139509837	5.04701481951759	4.74254523386605	4.64558638591361	5.06350294230616	4.74362267606765	4.71479501111816	4.95233356636969	4.66334461936609	4.78816365703777	5.03782146543497	5.01167453338092	5.01792190799726	5.10307794659757	4.84799690655495	4.81966818349646	4.93262815702213	5.4715126480455	5.12680770314203	4.43629511983936	4.46988597627446	5.34447345945636	4.56132613645392	5.03562390973072	5.28281043957256	5.02812708231714	4.98458935036246	4.75755668893945	4.98959318493877	5.03913839390696	5.26190685982807	5.05614996110814	4.85149920246126	4.63052196347164	4.96254902292306	4.33413917883824	5.03165985430805	4.68257329734758	5.02502879449152	5.20045727142857	4.56498780095989	5.11270013274936	4.98322165074267	5.27835652801072	4.9923152518612	4.93781516880342	5.26753579806874	4.91504279137198	5.64154602908752	6.38318586579031	4.4666271200415	5.29388543030237	5.38612115681485	4.53044535469291	4.70154905694307	4.77188557851537	4.79493566280354	5.05354581772798	4.78555055173926	5.20945336562895	5.00674683244058	5.03077747199254	5.25814199589377	4.9126498648972	5.0759604132434	5.4093909361377	4.46532151358055	4.66732447027863	4.97269265400426	5.40633257782171	5.48155728070859	4.76712507726907	4.67919857056692	4.86641348112345	5.13627342985058	4.91790907385298	4.47508488294878	4.90689059560852	5.27351588970212	4.08491465976794	5.11769504266975	4.97223312380739	4.4369613378336	4.90496571868403	4.93215568443206	4.96393645214449	6.12598165385472	4.37225564844579	4.90833256978243	5.27649666564036	5.91886323727459	6.34571570878414	4.97315203787724	4.71863561627134	5.09085343045111	4.80787007829978	4.67525138605026	5.05441438791731	4.67129337248158	4.54720302475693	4.97039353791468	4.90881290773955	4.3305584000308	4.35966172233388	5.09212284983868	4.71149490665009	5.06091204958787	4.54287709935414
"CAMK1"	6.8636907136601	3.67355642399014	3.22650852980868	2.78868571061353	2.27798474729977	5.10643207781693	3.55213110825378	3.32768736417605	2.69376571221778	3.46858331700683	3.78659636189081	3.02680005934372	4.00988458893184	2.87970576628229	3.16992500144231	2.43829285157915	3.04264433740849	2.05311133645956	3.45680614923047	3.06004738366994	3.17632277264046	3.47118746038699	4.26228280642066	2.50080205305716	3.71808758396052	3.18745105402733	4.36946648365072	2.98550043030489	2.48800077083407	3.05311133645956	2.68257329734758	3.31759350462347	3.92029330021101	3.50589092972996	2.56315813040281	3.0071955014042	3.52481592835751	3.45811948117451	3.50080205305716	3.2585189247113	2.99095486039699	2.32192809488736	3.18586654531133	3.37155886261196	2.50842865253186	5.0518071070133	3.43562859405209	3.39917109381982	2.86195536414487	3.64731450954714	3.4235781709818	3.46858331700683	3.31614574229336	2.99638874644762	3.4154882710497	4.57531233068744	3.21723071622067	5.89917563048051	2.57288966842058	3.87479696589867	2.95233356636969	2.73552217729654	3.28243980500639	2.79701297783614	3.92694824794977	4.0408924306469	2.91456452349394	2.86987140617771	3.43562859405209	3.32624970083746	2.72683121703249	2.7311832415722	3.14893410452634	3.02502879449152	3.63807383718072	3.60288440871842	3.09423606984577	2.72027846523333	3.19849415363908	4.34624777408278	2.81762325751143	4.02768487693716	2.74846123300404	3.34056226902641	2.61823865559545	3.44625622988956	2.70487196445635	2.86591881455221	4.03562390973072	3.53729606709084	2.86591881455221	3.46205231879643	2.44890095114513	2.12101540096137	2.74846123300404	3.78972925137577	2.16349873228288	2.92029330021101	2.87578006306849	3.03562390973072	2.89336221076387	2.58736499093646	3.26903314645524	1.95233356636969	3.39094277280254	3.94673086014031	3.90592847817313	2.47508488294878	2.87578006306849	3.11270013274936	3.26303440583379	3.53480866123175	3.53977919169849	3.04614178164472	2.46466826700344	3.68818035858693	3.52230689287139	2.88362081628567	3.16188768237689	3.29719141656586	2.36457243229586	3.05831649559082	3.14404636961671	3.54473265593262	3.10768786931437
"KLHDC8B"	2.86591881455221	1.87184364850932	3.57046293102604	4.16992500144231	3.51853513898218	2.20163386116965	2.97819562968165	4.76394266044725	4.45680614923047	3.87578006306849	4.96023367169445	4.16188768237689	3.56803210477128	4.48478262307787	3.85199883711245	3.52857131887076	2.99095486039699	3.71259578044703	4.10601323762212	3.67355642399014	3.48155728070859	4.6409679104499	4.17951105027151	4.29278174922785	4.13093086982645	4.26903314645524	3.39369076418745	4.11186596386756	3.45022149589718	3.52857131887076	3.17632277264046	4.63749432520631	4.24031432933371	4.19613488076516	4.18824265626441	4.3533232911629	3.85099939471647	4.62935662007961	3.78240856492737	4.30888505741176	3.47897180503294	2.74846123300404	4.06436554026363	3.15218341905505	3.39369076418745	4.6409679104499	3.08406426478847	3.38404980679516	4.19534759832222	4.07124781946144	4.31976242766925	4.30085587126876	4.05137210172103	3.88557436437143	4.13668357769724	4.72137265947682	4.42290574261218	5.23878685958712	3.57410150808939	4.32264926213102	3.71039319217052	3.66220549965362	4.19534759832222	3.87872534148011	4.01524777369894	4.4093909361377	4.58014548442338	4.6724253419715	4.01346225980656	4.24944534108584	3.05658352836637	4.05571626351254	3.24488705912353	3.4276061727819	3.94953493301701	3.48413813120167	3.8499992594661	3.49697358099828	3.52230689287139	3.13422093976063	4.09085343045111	3.57046293102604	3.82068956055921	2.43028527297778	3.13093086982645	4.44493204894218	4.48864353985378	4.73552217729654	3.80529245560071	3.7279204545632	3.62643913669732	5.34660237529899	4.24944534108584	3.63226821549951	3.67919857056692	3.84699468696557	3.99095486039699	4.114367024952	3.84197311892718	3.79493566280354	3.88068552526112	3.96716860753263	3.66220549965362	2.08065766334523	4.77346892790519	4.97039353791468	4.34978987024187	3.21256933885081	4.13996056954546	3.70043971814109	4.14893410452634	3.54349588342577	4.3743439890385	3.52230689287139	4.16269343221124	3.24488705912353	3.87184364850932	4.11519974938544	3.81864608282254	3.93451650158608	3.63575439127776	4.29865831556452	3.80219321694183	3.84899843040002	3.66448284036468
