"BC_HKB0543_1306_T"	"BC_HKB0662_1294_T"	"BC_HKB0779_1486_T"	"BC_HKB0786_1508_T"	"BC_HKB0831_1520_T"	"BC_HKB0890_1550_T"	"BC_HKB0899_M1605_T"	"BC_HKB0921_1575_T"	"BC_HKB1385_1721_T"	"BC_HKB2113_1657_T"	"HKB0007_3005_T"	"HKB0035_3006_T"	"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0050_3005_T"	"HKB0054_3000_T"	"HKB0069_3000_T"	"HKB0074_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0094_3006_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0120_3000_T"	"HKB0129_3000_T"	"HKB0143_3006_T"	"HKB0155_3000_T"	"HKB0162_3006_T"	"HKB0167_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0650_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0683_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0187_1214_T"	"BC_HKB0754_1481_T"	"BC_HKB0759_1488_T"	"BC_HKB0915_M1647_T"	"BC_HKB0917_1656_T"	"BC_HKB2116_1671_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0019_3006_T"	"HKB0038_3006_T"	"HKB0065_3006_T"	"HKB0067_3006_T"	"HKB0089_3001_T"	"HKB0100_3006_T"	"HKB0134_3006_T"	"HKB0157_3006_T"	"HKB0159_3006_T"	"HKB0161_3001_T"	"HKB0211_3002_T"	"HKB0629_3000_T"	"HKB0638_3000_T"	"BC_HKB0022_649_T"	"BC_HKB0112_933_T"	"BC_HKB0555_1321_T"	"BC_HKB0728_1447_T"	"BC_HKB0833_1552_T"	"BC_HKB0834_1553_T"	"BC_HKB0873_1549_T"	"BC_HKB0906_1627_T"	"BC_HKB2106_1619_T"	"BC_HKB2114_1660_T"	"BC_HKB2118_1689_T"	"BC_HKB2123_1695_T"	"HKB0036_3006_T"	"HKB0092_3000_T"	"HKB0106_3006_T"	"HKB0132_3006_T"	"BC_HKB0632_1381_T"	"BC_HKB0895_1582_T"	"BC_HKB1372_1697_T"	"BC_HKB2128_1735_T"	"HKB0023_3006_T"	"HKB0656_3000_T"	"BC_HKB0056_809_T"	"HKB0210_3006_T"	"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0582_1333_T"	"BC_HKB0668_1298_T"	"BC_HKB0729_1445_T"	"BC_HKB0738_1475_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0763_1511_T"	"BC_HKB0896_1590_T"	"BC_HKB1383_1724_T"	"BC_HKB2125_1717_T"	"BC_HKB2127_1726_T"	"HKB0052_3000_T"	"HKB0064_3004_T"	"HKB0097_3000_T"	"HKB0102_3006_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0164_3006_T"	"HKB0168_3006_T"	"HKB0552_3000_T"	"HKB0564_3000_T"	"HKB0626_3000_T"	"HKB0719_3002_T"	"HKB0737_3000_T"	"BC_HKB0741_1471_T"	"BC_HKB0830_1541_T"	"BC_HKB1366_1663_T"	"BC_HKB2107_1620_T"	"BC_HKB2109_1628_T"	"BC_HKB2112_1636_T"
"EPHA5"	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.0143552929770701	0	0	0.0840642647884745	0.0426443374084937	0.124328135002202	0.0426443374084937	0	0.0143552929770701	0	0.0285691521967709	0.0565835283663675	0.0840642647884745	0.0565835283663675	0.356143810225275	0.0143552929770701	0.070389327891398	0.0426443374084937	0	0.238786859587116	0	0.238786859587116	0.0285691521967709	0.0426443374084937	0.0426443374084937	0.0285691521967709	0	0.0143552929770701	0.0426443374084937	0.0143552929770701	0.0143552929770701	0.0143552929770701	0.0285691521967709	0.0143552929770701	0	0	0	0	0	0	0	0.0143552929770701	0.0143552929770701	0.0426443374084937	0.0426443374084937	0.0143552929770701	0.0143552929770701	0.0285691521967709	0.0143552929770701	0.0285691521967709	0.0426443374084937	0.111031312388744	0.124328135002202	0.0976107966264223	0.0285691521967709	0.0143552929770701	0	0	0	0	0	0	1.01435529297707	0	0	0	0	0	0.0565835283663675	0.0143552929770701	0.0426443374084937	0.0426443374084937	0	0	0	0	0.0426443374084937	0.124328135002202	1.1243281350022	1.87970576628229	0	0	0.286881147788162	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0.0840642647884745	0.0285691521967709	0.0143552929770701	0.321928094887362	0.0143552929770701	0.137503523749935	0.0426443374084937	0.111031312388744	0.0565835283663675	0.713695814843359	0.070389327891398	0.0565835283663675	0	0	0	0	0	0
"ARRDC5"	0.704871964456353	0	0	0	0	0	0	1.26903314645524	2.01435529297707	0.903038270112912	0.389566811762726	0.0976107966264223	1.89141918684608	0.782408564927373	0.669026765509631	1.21412480535285	0.475084882948783	0.887525270741587	0.863938450423971	0.400537929583729	0.37851162325373	0.27500704749987	0.84799690655495	0.422233000683048	0.286881147788162	0.678071905112638	1.05658352836637	0.189033824390017	0.526068811667588	0.584962500721156	0.799087306074004	0.992768430768924	0.748461233004036	0.669026765509631	0.238786859587116	0.495695162624069	0.632268215499513	0.863938450423971	0.454175893185802	0.575312330687437	1.38404980679516	0.594548549550354	0.432959407276106	0.0565835283663675	2.06004738366994	0.948600847493356	0.411426245726465	2.43028527297778	1.03562390973072	1.40053792958373	0	1.13750352374994	2.50589092972996	0.189033824390017	0.137503523749935	0.344828496997441	0.0840642647884745	0.298658315564515	0.321928094887362	0.55581615506164	0.111031312388744	0.238786859587116	0.150559676575381	0.238786859587116	0.641546029087524	0.214124805352847	0.238786859587116	0	0	0.992768430768924	1.04264433740849	0.879705766282288	0	0	0	0.713695814843359	0.863938450423971	0	1.04264433740849	1.55090066464752	0.20163386116965	0.344828496997441	0.356143810225275	0.238786859587116	1.36737106564853	0	0	0	0.124328135002202	0.189033824390017	0	0.124328135002202	0	1.26303440583379	0	0	0	0	0	0	0	1.64154602908752	0.941106310946431	1.0703893278914	1.59454854955035	0.659924558402378	0.495695162624069	0.22650852980868	0.443606651475615	0.31034012061215	0.356143810225275	0.286881147788162	0.6959938131099	0.37851162325373	0.454175893185802	0.0426443374084937	0.443606651475615	0.238786859587116	0	3.03210084316702	0	2.20789285164133	0.613531652917927	0
"CST4"	0	0	0	0	0	0	0	0	0	0	0.344828496997441	1.94485844580754	0	0.713695814843359	0.150559676575381	0.111031312388744	0.669026765509631	0.137503523749935	0.584962500721156	0	0	0.400537929583729	0.0976107966264223	1.75274859140713	0	0	2.02502879449152	0.659924558402378	2.01435529297707	0	1.62293035092018	1.62760683812965	0.0976107966264223	1.74416109557041	0.356143810225275	10.4440209689998	2.88557436437143	4.30231905094883	0.189033824390017	0.871843648509318	0.22650852980868	0	0.356143810225275	0.669026765509631	4.98413359454098	1.66448284036468	0.20163386116965	0	0	0	0	0	0	0	0.0976107966264223	0.933572638261024	0.20163386116965	0.22650852980868	1.57046293102604	0	3.05658352836637	0.53605290024021	0.111031312388744	4.11935617703968	3.49569516262407	0.27500704749987	0	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0	0	0	6.55028504908841	0	0.214124805352847	0	0	1.51096191927738	8.73311703572952	4.36246988875021	0.7311832415722	0	1.83592407425437	0	0	2.48026512205446	0	0	0	0	0	0	0	0	0	4.69432306012539	1.81147103052984	0	3.54101915313356	0.782408564927373	0	0.263034405833794	0	0.124328135002202	0	4.64616265715789	1.67355642399014	0	0.321928094887362	0	0	1.61823865559545	0	0	0
"AIF1"	6.43729433149714	5.45975946661982	5.15583017155653	4.78240856492737	4.40531168259745	0	5.29939120612683	5.02989454966334	5.98071082890019	5.48510476108097	4.87430516598223	4.40053792958373	6.12184429787638	5.34269695998193	5.38162946703366	5.83390207666916	5.53138146051631	5.43962313755712	5.53636379239547	5.50557340028202	5.09718938723511	6.08214904135387	4.41142624572646	5.5505928897043	5.06091204958787	6.02014657311178	4.72410451986685	5.29682445864937	5.31034012061215	5.52669484554198	6.89687728548624	6.08767498668722	5.87061131304455	6.4110872267986	4.99954908734095	5.84849775538515	5.48735771531155	5.86071454954969	4.8801957289431	6.33628338786443	6.1168637576909	5.35085080548338	6.45746296464855	5.85474373899554	5.89481776330794	5.78004757606187	5.94040169796984	2.53106949272595	4.31614574229336	4.4594316186373	0.799087306074004	3.5981269599196	4.39780296186249	4.5552026338783	3.90785207184596	4.72846476509253	4.81455042346181	4.60288440871842	5.91504279137198	5.58165253046128	2.52356195605701	5.4867143730307	4.01077983875324	4.68873986801449	5.18863829456139	5.07895134139482	5.20711196120771	4.21412480535285	6.5552026338783	2.88557436437143	3.20789285164133	4.28466218548316	3.4276061727819	3.37989816352469	4.81864608282254	5.16188768237689	4.50271248596606	2.4032677223393	4.4276061727819	2.43295940727611	4.83086375675176	4.38404980679516	3.50842865253186	4.38404980679516	5.09676785471469	4.94345253855882	3.01613970265525	5.26753579806874	4.9429835981871	4.02945288578697	3.77505054148317	4.52356195605701	5.14445431392619	5.62087961135541	2.93168305705981	5.13627342985058	4.71039319217052	3.64846544302731	3.82578562746479	5.96301164759943	3.34198574722862	0.669026765509631	2.34482849699744	4.48349335128439	3.27351588970212	5.00495075995105	5.75194568161502	4.35543919724869	4.90303827011291	5.17552460108987	4.94157586181824	6.19574129324645	4.34624777408278	4.93545974780529	4.36876834909033	4.06177619758669	5.17032569441556	5.22187708107703	3.64500988439109	3.4032677223393	2.59693514238723	4.03562390973072	4.77505054148317	4.60288440871842
"PPEF2"	1.09761079662642	1.19534759832222	1.51601514700366	0	0	0.855989697308481	1.59454854955035	0	0	0	0.0426443374084937	0.0143552929770701	0.0285691521967709	0.0285691521967709	0.0426443374084937	0.0285691521967709	0	0.0426443374084937	0.0285691521967709	0.0285691521967709	0.0285691521967709	0.0285691521967709	0.0565835283663675	0.070389327891398	0.124328135002202	0	0.0285691521967709	0.0143552929770701	0	0	0.111031312388744	0.070389327891398	0	0.0285691521967709	0	0.16349873228288	0.0565835283663675	0.176322772640463	0	0.0143552929770701	0.0565835283663675	0.0565835283663675	0	0	0.0840642647884745	0	0	1.1243281350022	0	0	0.782408564927373	1.19534759832222	0.505890929729957	0.0143552929770701	0.0285691521967709	0	0.0285691521967709	0	0.0143552929770701	0.0143552929770701	0	0.0285691521967709	0.0426443374084937	0.0426443374084937	0	0.22650852980868	0	0.0426443374084937	0.333423733725192	0.432959407276106	0.464668267003444	0.678071905112638	0.464668267003444	0	0	0.298658315564515	0.903038270112912	0.411426245726465	0.815575428862573	1.02856915219677	0.0143552929770701	0.0143552929770701	0.111031312388744	0	0	0	0.815575428862573	1.07724299893246	0.0426443374084937	0	0.687060688339892	0	1.30451104180995	0.584962500721156	0.31034012061215	1.33913738491959	0.613531652917927	1.10433665981474	0.650764559116902	1.24488705912353	0	0.250961573533219	0	0.475084882948783	0	0.0285691521967709	0.0565835283663675	0	0	0	0	0.0840642647884745	0	0.111031312388744	0.0285691521967709	0.0426443374084937	0.0840642647884745	0	0	0	0.356143810225275	0.400537929583729	0.250961573533219	1.26903314645524
"FAM75C1"	0.722466024471091	0	0.321928094887362	0	1.53605290024021	0	0.970853654340484	0.367371065648529	0.855989697308481	0	0	0.0143552929770701	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0.411426245726465	0	0	0.765534746362977	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0.669026765509631	0.84799690655495	0	0.422233000683048	1.44360665147561	0	0.389566811762726	0	0.632268215499513	0	0	0	0.0565835283663675	0	0	0.0143552929770701	0.344828496997441	0	0.903038270112912	0.704871964456353	0	0	0.75702324650746	0	0	2.52857131887076	0	0	0	0	0	0	0.941106310946431	0	3.17951105027151	0.526068811667588	1.06350294230616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.871843648509318	0	0	0.27500704749987	0
"HLA.DRB1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CLEC6A"	1.54596836910529	0.933572638261024	0	0	0	0	0	0	0	0	0.176322772640463	0.070389327891398	1.94860084749336	0.632268215499513	0.53605290024021	0.0426443374084937	0.286881147788162	0.37851162325373	0.855989697308481	0.55581615506164	0.565597175854225	0.887525270741587	0.367371065648529	0.367371065648529	0.150559676575381	0.137503523749935	0.0565835283663675	0.070389327891398	0.0426443374084937	0.150559676575381	1.64616265715789	0.22650852980868	0.422233000683048	0.0426443374084937	0.0976107966264223	0.53605290024021	0.150559676575381	0	0.070389327891398	1.32192809488736	0.956056652412403	0.137503523749935	0.782408564927373	0.807354922057604	0.659924558402378	0.189033824390017	0.400537929583729	0	0	0	0	0	0	0.31034012061215	0.137503523749935	0.0976107966264223	0	0.356143810225275	0.137503523749935	0.070389327891398	0	1.38404980679516	0.0840642647884745	0.0565835283663675	0.150559676575381	0.0565835283663675	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124328135002202	0.124328135002202	0.0426443374084937	0.20163386116965	0	0	0	0	0	0	0	0.321928094887362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124328135002202	0.0285691521967709	0.0426443374084937	0.20163386116965	0.0976107966264223	0	0	0	0.0565835283663675	0.0426443374084937	0	0.0840642647884745	0	0	0	0	0	0
"C18orf16"	1.16992500144231	2.57046293102604	0	0	1.13750352374994	2.93545974780529	0	0	1.22032995487956	0	0	0	0	0.20163386116965	0.250961573533219	0.0840642647884745	0.0285691521967709	0.150559676575381	0.321928094887362	0.0426443374084937	0	0.070389327891398	0.0285691521967709	0	0.070389327891398	0	0.137503523749935	0.37851162325373	0	0.250961573533219	0	0.124328135002202	0	0	0	0	0.070389327891398	0.189033824390017	0	0.298658315564515	0.263034405833794	0.070389327891398	0.137503523749935	0	0.16349873228288	0	0.16349873228288	0	1.25701061820602	0.622930350920177	0.910732661902913	0	0	0.070389327891398	0	0	0.0565835283663675	0	0.0285691521967709	0.0976107966264223	0.111031312388744	0	0.0285691521967709	0.0285691521967709	0.137503523749935	0.111031312388744	0	0	0	5.61500424163503	1.26303440583379	1.91456452349394	1.26303440583379	0	2.82984955984469	2.68929916053589	1.38404980679516	0	0	0	0	0.111031312388744	0.070389327891398	0	1.03562390973072	0.970853654340484	0	0	0.0840642647884745	0.0565835283663675	3.23112515787905	1.6959938131099	0	0	0.903038270112912	0	1.76977173924945	0	1.04264433740849	1.58496250072116	0	3.46727948045998	0	0	4.35966172233388	0.298658315564515	0	0.0285691521967709	0.070389327891398	0	0	0	0.389566811762726	0.0285691521967709	0.879705766282288	0.344828496997441	0	0	2.62760683812965	0	4.53543091487128	0.669026765509631	0	0
"C2"	5.59693514238723	3.80632405739003	3.4594316186373	1.90303827011291	3.78659636189081	3.05831649559082	5.82553125118962	3.1906148602095	4.20084957463721	3.73443866613717	4.84849775538515	3.90689059560852	5.73226919950145	4.94157586181824	4.44228003525258	4.21955576916691	4.95698592461258	3.48413813120167	4.61058195849253	5.30268461411838	5.2137360959228	5.39437694495706	3.68929916053589	4.69209237542757	3.72246602447109	4.51285895444998	3.38681094647222	4.8923910259134	4.27500704749987	4.22342254993494	6.48091134604775	5.03562390973072	4.91838623444635	4.62175885670973	3.76871365703048	4.70818723602071	4.74092756031863	3.96993327469786	6.22670118455169	5.49857001254426	5.8877689486479	3.71808758396052	6.70057843214926	5.01435529297707	5.47864829453918	4.60229058486114	5.56711948795167	2.60644222813161	2.59215800212536	3.47118746038699	2.75060650483559	1.59931779369823	4.75274859140713	4.00629802390037	4.10181813422741	4.47378691161437	4.5385381636298	4.46597446450407	3.90689059560852	4.60407132366886	3.64846544302731	5.122258567812	3.38956681176273	3.64154602908752	3.00180224263399	3.30158764660319	3.32337006906127	3.62175885670973	5	2.0071955014042	2.59931779369823	1.90689059560852	0	1.81147103052984	3.35895882583233	3.58135124716878	2.57288966842058	2.54349588342577	3.33199177823206	1.57046293102604	4.3212065669699	6.66291755486816	2.38956681176273	3.18745105402733	2.81966818349646	3.78135971352466	0.895302621333307	3.18269229751619	5.81813476081085	2.95046841415012	3.73768676140986	4.50716034911752	3.78345665436024	2.88557436437143	1.68706068833989	2.11103131238874	2.89141918684608	2.28983446517751	1.46466826700344	3.56559717585422	2.98002530023873	0.622930350920177	1.75274859140713	2.07382023329167	2.42223300068305	3.95977015521147	5.83314309635834	2.47508488294878	3.97911075501579	4.89044669267991	3.33771109212829	3.13914201914569	3.26753579806873	3.67919857056692	2.79701297783614	2.90881290773955	2.85798099512757	4.02147972741045	2.13422093976063	3.45154083301783	1.58976348698498	2.83995958748953	4.44757919654888	0.739848102699327
"AMHR2"	0.632268215499513	0	0	0	0	0	0	0	0	0	0.0976107966264223	0.0840642647884745	0	0.0565835283663675	0.0285691521967709	0.0426443374084937	0	0.0426443374084937	0.070389327891398	0.0565835283663675	0.150559676575381	0.0285691521967709	0	0.150559676575381	0.0565835283663675	0.0840642647884745	0.0426443374084937	0	0.214124805352847	0	0	0.124328135002202	0.0285691521967709	0.070389327891398	0.0426443374084937	0.0840642647884745	0.137503523749935	0	0	0	0	0.0840642647884745	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0.0285691521967709	0	0	0	0.0143552929770701	0.124328135002202	0	0.0285691521967709	0.0426443374084937	0.0426443374084937	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.575312330687437	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.970853654340484	0	0	0	0.0840642647884745	0.0285691521967709	0.0426443374084937	0.0426443374084937	0	0.0840642647884745	0.0426443374084937	0.0840642647884745	0.0285691521967709	0.0285691521967709	0.0426443374084937	0	0	0	0	0	0
"OR2T4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214124805352847	0	0	0	0	0	0	0	0	0	0	0	0
"APOL1"	6.2475478068903	5.36911745859982	5.4032677223393	4.44028782084042	6.26171884978794	6.44857062600553	5.97521745704302	5.74281466986289	5.44360665147561	5.64846544302731	6.05006629830629	3.42223300068305	5.53915881110803	5.43529521564717	5.41413553298445	5.33342373372519	5.78476569631639	4.25701061820602	4.96162332828694	5.39951292418296	5.64529816394863	4.67355642399014	4.17472598770613	5.68060566620259	3.68818035858693	5.01346225980656	4.04001567884788	4.74953426766926	4.36527259976453	4.5341861390901	6.24697805961472	4.97956810009519	5.76394266044725	4.41683974191283	4.89336221076387	5.01524777369894	4.99140846676479	4.37712374912949	5.5385381636298	5.2364926183813	6.51947900230724	3.92599941855622	7.51609396341718	4.71479501111816	6.268284666521	5.6055535954944	4.8860623383456	4.67694435910691	1.65992455840238	5.60318122901386	3.58616424593091	5.26603689399532	5.89311947583592	3.60999129521268	4.88410945135923	4.26453643099903	4.47118746038699	4.48478262307787	3.98641093525204	3.73876783680019	4.28095631383106	5.11561593142811	3.57893871309339	4.55028504908841	3.77399632511117	3.52606881166759	3.53106949272595	3.14893410452634	5.12763327972587	4.7279204545632	4.03033607837096	4.94392132655349	2.72465027173297	7.59864807064981	4.47378691161437	3.89530262133331	4.24944534108584	3.69041709553247	4.64154602908752	4.03121873061072	4.3110671022556	4.69376571221778	2.65535182861255	3.17951105027151	5.31469652565629	4.12845838414693	3.32624970083746	5.82247523230804	4.11353381959191	3.93640237772506	5.55151601762801	4.31179371775365	5.32948243102564	5.32804655627074	5.56711948795167	5.29609026268396	5.49984588708321	4.59514556799086	4.16188768237689	5.31034012061215	4.42894634476948	4.01346225980656	4.43562859405209	2.76553474636298	3.27947129564447	4.30305008468167	4.0232553523003	3.03913839390696	3.62877359520165	6.18090370917938	3.59693514238723	3.94860084749336	3.93262815702213	4.38335869538511	4.17632277264046	2.3533232911629	3.93168305705981	5.2149019101607	4.21334728173344	4.95512678126137	3.79805051476751	3.4931349223055	5.17552460108987	4.64789009105921
"GLRA4"	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0.344828496997441	0	0	0	0.0426443374084937	0.0285691521967709	0.31034012061215	0.0426443374084937	0	0	0.0565835283663675	0.20163386116965	0.0426443374084937	0	0	0.150559676575381	0	0	0	0	0.0840642647884745	0.070389327891398	0	0	0	0.0426443374084937	0.0426443374084937	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0.124328135002202	0.0285691521967709	0	0.070389327891398	0	0.0426443374084937	0	0.0976107966264223	0	0.0426443374084937	0.27500704749987	0	0.0565835283663675	0.0840642647884745	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0.214124805352847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.400537929583729	0.0285691521967709	0.111031312388744	0	0	0.31034012061215	0	0.0565835283663675	0	0	0.111031312388744	0	0	0	0	0	0	0
"C3orf50"	0	0	0	1.82781902461732	0	0	0	0	0.807354922057604	0	0	0.0565835283663675	0	0.0565835283663675	0.0285691521967709	0.176322772640463	0.137503523749935	0.55581615506164	0.31034012061215	0.0285691521967709	0.526068811667588	0.0285691521967709	0.16349873228288	0.070389327891398	0.137503523749935	1.1243281350022	0.815575428862573	0.150559676575381	0.189033824390017	0	0.0840642647884745	0.137503523749935	0.0285691521967709	0.070389327891398	0.111031312388744	0.485426827170242	0.516015147003665	0.214124805352847	0	0.176322772640463	0.111031312388744	0.070389327891398	0	0	0	0.137503523749935	0.111031312388744	0	0	0	0	0	0	0.0285691521967709	0	0	0.0285691521967709	0	0.189033824390017	0.0426443374084937	0	0	0.070389327891398	0.0426443374084937	0.214124805352847	0.214124805352847	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	0.150559676575381	0.0565835283663675	0	0	0	0	0.0285691521967709	0.070389327891398	0	1.74416109557041	0.739848102699327	0	0	0	0	1.86789646399265	0	0	0	0	0	0	0	0.713695814843359	0.263034405833794	0.0285691521967709	0.263034405833794	0.0976107966264223	1.74416109557041	0	0.389566811762726	0.584962500721156	0.111031312388744	0	0.321928094887362	0.333423733725192	0	0	0	0	0	0
"PDCD1"	4.22342254993494	0.84799690655495	3.98367769469807	0.75702324650746	3.58496250072116	3.8972404255748	4.64846544302731	1.37851162325373	4.19927972133662	2.84398384404833	1.70043971814109	1.79493566280354	3.77820857639809	2.8499992594661	2.83187724119167	2.46727948045998	2.48800077083407	1.71369581484336	2.16027483140859	2.25701061820602	2.06350294230616	2.29572302453997	1.76977173924945	2.19534759832222	1.05658352836637	1.4276061727819	1.46466826700344	1.09085343045111	1.90303827011291	0.895302621333307	3.37016428054021	1.54596836910529	2.09423606984577	1.4594316186373	1.46466826700344	2.06350294230616	1.62760683812965	1.11103131238874	1.89917563048051	2.50080205305716	3.69376571221778	1.94860084749336	2.85996954822103	1.81147103052984	4.02856915219677	2.67581593117227	2.48284828306847	1.56559717585423	2.25096157353322	1.16349873228288	1.99638874644762	2.40053792958373	2.63923216324928	0.575312330687437	0.53605290024021	1.26903314645524	0.807354922057604	1.26303440583379	1.18269229751619	0.985500430304885	1	1.73552217729654	0.773996325111173	0.722466024471091	0.432959407276106	0.356143810225275	0.27500704749987	0.604071323668861	2.75915583380027	1.31614574229336	1.53106949272595	2.26603689399532	0.963474123974886	1.4594316186373	2.77399632511117	0.650764559116902	2.77399632511117	0	1.94485844580754	0.895302621333307	0.863938450423971	0.687060688339892	0.632268215499513	1.37851162325373	0	0	2.5385381636298	0	0.713695814843359	0.565597175854225	1.32768736417605	0.855989697308481	4.7273759385949	3.4594316186373	1.1243281350022	0.799087306074004	0.722466024471091	4.11603199344711	3.1554254317472	3.32768736417605	3.16510798514454	0.55581615506164	0.863938450423971	0	0	1.29278174922785	0.632268215499513	0.831877241191673	0.575312330687437	0.678071905112638	0.16349873228288	0.443606651475615	0.6959938131099	0.53605290024021	1	0.20163386116965	0.704871964456353	1.09085343045111	2.28095631383106	3.05831649559082	3.07210580048042	0	1.76128527336162	0.669026765509631
"CSNK1A1P"	2.39231742277876	2.63226821549951	1.95233356636969	0	3.05137210172103	0	0	1.91838623444635	2.29572302453997	2.37295209791183	0	0	0	0	0.0285691521967709	0	0	0	0.0426443374084937	0.070389327891398	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0.526068811667588	0.0426443374084937	0	0	0.070389327891398	0	0	0	0.0285691521967709	0	0	0	0	1.0496307677246	0	0	1.83995958748953	2.4905701304462	2.73335434061383	0.0285691521967709	0	0	0	0	0	0	0	0.070389327891398	0	0	0.238786859587116	0.111031312388744	0	0	0.765534746362977	2.26603689399532	1.01435529297707	2.55336050333533	0	3.09761079662642	1.31614574229336	1.15704371014558	2.05658352836637	1.48542682717024	0	1.53605290024021	0.0565835283663675	0.263034405833794	0.0285691521967709	0.0426443374084937	0	1.6507645591169	1.02856915219677	0.807354922057604	0.070389327891398	0	1.39506279951758	0.238786859587116	1.74846123300404	0	1.18903382439002	1.41683974191283	0	1.0496307677246	1.73552217729654	2.57773093149008	0	2.61353165291793	0.910732661902913	2.65992455840238	2.29572302453997	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	1.39506279951758	2.79493566280354	2.65535182861255	2.16671544496642	2.34198574722862	0.713695814843359
