"HKB0004_3000_N"	"HKB0005_3000_N"	"HKB0006_3000_N"	"HKB0019_3000_N"	"HKB0023_3000_N"	"HKB0033_3000_N"	"HKB0035_3000_N"	"HKB0036_3000_N"	"HKB0038_3000_N"	"HKB0040_3000_N"	"HKB0044_3000_N"	"HKB0049_3000_N"	"HKB0050_3000_N"	"HKB0052_3004_N"	"HKB0064_3000_N"	"HKB0067_3000_N"	"HKB0074_3003_N"	"HKB0079_3000_N"	"HKB0094_3000_N"	"HKB0096_3000_N"	"HKB0097_3004_N"	"HKB0098_3000_N"	"HKB0102_3000_N"	"HKB0106_3000_N"	"HKB0109_3000_N"	"HKB0115_3000_N"	"HKB0120_3002_N"	"HKB0121_3000_N"	"HKB0122_3002_N"	"HKB0123_3000_N"	"HKB0124_3000_N"	"HKB0129_3000_T"	"HKB0129_3002_N"	"HKB0132_3000_N"	"HKB0133_3000_N"	"HKB0137_3000_N"	"HKB0143_3000_N"	"HKB0149_3000_N"	"HKB0150_3000_N"	"HKB0155_3003_N"	"HKB0157_3000_N"	"HKB0158_3000_N"	"HKB0159_3000_N"	"HKB0160_3000_T"	"HKB0160_3001_N"	"HKB0161_3000_N"	"HKB0162_3000_N"	"HKB0164_3000_N"	"HKB0167_3000_N"	"HKB0179_3000_N"	"HKB0186_3002_N"	"HKB0194_3000_N"	"HKB0196_3000_N"	"HKB0198_3000_N"	"HKB0207_3000_N"	"HKB0210_3000_N"	"HKB0211_3000_N"	"HKB0214_3000_N"	"HKB0219_3000_N"	"HKB0220_3003_N"	"HKB0221_3000_N"	"HKB0222_3000_N"	"HKB0227_3000_N"	"HKB0538_3000_N"	"HKB0571_3000_N"	"HKB0574_3000_N"	"HKB0577_3000_N"	"HKB0583_3000_N"	"HKB0597_3000_N"	"HKB0618_3000_N"	"HKB0636_3000_N"	"HKB0651_3000_N"	"HKB0657_3000_N"	"HKB0663_3000_N"	"HKB0666_3000_N"	"HKB0710_3001_N"	"HKB0718_3001_N"	"HKB0719_3001_N"	"HKB0722_3001_N"	"HKB0744_3001_N"	"HKB0748_3001_N"	"HKB0751_3001_N"	"HKB0752_3001_N"	"HKB0064_3004_T"	"HKB0127_3000_N"	"HKB0006_3006_T"	"HKB0033_3006_T"	"HKB0078_3000_T"	"HKB0086_3006_T"	"HKB0088_3000_T"	"HKB0102_3006_T"	"HKB0141_3000_N"	"HKB0141_3006_T"	"HKB0158_3006_T"	"HKB0179_3006_T"	"HKB0191_3001_T"	"HKB0222_3006_T"	"HKB0225_3000_N"	"HKB0226_3001_T"	"HKB0230_3006_T"	"HKB0233_3000_N"	"HKB0552_3000_T"	"HKB0562_3000_N"	"HKB0585_3000_T"	"HKB0713_3000_T"	"HKB0748_3000_T"	"HKB0750_3000_T"	"HKB0040_3002_T"	"HKB0054_3000_T"	"HKB0074_3000_T"	"HKB0120_3000_T"	"HKB0161_3001_T"	"HKB0167_3006_T"	"HKB0186_3000_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0648_3000_N"	"HKB0674_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0008_3006_T"	"HKB0023_3006_T"	"HKB0038_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0164_3006_T"	"HKB0168_3006_T"	"HKB0207_3001_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0216_3000_N"	"HKB0221_3001_T"	"HKB0564_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0665_3000_T"	"HKB0701_3000_T"	"HKB0719_3002_T"	"HKB0737_3000_T"	"HKB0143_3006_T"	"HKB0226_3000_N"	"HKB0672_3000_N"
"LRRC49"	2.50842865253186	2.67355642399014	2.47767732756531	2.52356195605701	2.22958792274065	2.17632277264046	1.93357263826102	2.10097764772482	2.21412480535285	2.38128337250378	2.47767732756531	2.25398926623079	2.75060650483559	2.52105073690096	0.941106310946431	1.20163386116965	2.72900887033786	2.26002565596146	2.72465027173297	1.35049724708413	1.77820857639809	1.54596836910529	2.07382023329167	1.790772037862	2.19534759832222	2.62760683812965	2.20163386116965	1.73552217729654	2.24488705912353	1.78240856492737	1.4276061727819	2.10097764772482	1.49569516262407	2.16671544496642	2.36176835941915	2.04264433740849	2.18903382439002	2.01077983875324	2.21723071622067	1.15055967657538	1.82781902461732	1.95233356636969	2.15055967657538	1.1243281350022	1.78659636189081	1.51096191927738	2.14730669878029	2.38404980679516	1.72683121703249	2.27798474729977	2.19219416528334	1.94485844580754	2.20789285164133	2.43295940727611	1.4594316186373	2.41413553298445	1.54596836910529	2.51601514700366	2.24792751344359	1.15704371014558	2.33342373372519	2.26603689399532	2.20789285164133	2.91647664443772	1.799087306074	1.86393845042397	1.88362081628567	1.6507645591169	1.76553474636298	1.7311832415722	2.8011586560937	2.5033487351675	2.26903314645524	2.08065766334523	1.75274859140713	2.88752527074159	2.68706068833989	1.99638874644762	2.41413553298445	1.23878685958712	2.30158764660319	2.06004738366994	3.00898878322725	2.28095631383106	1.81966818349646	2.26303440583379	1.87970576628229	1.62760683812965	1.92219784839637	1.70487196445635	1.03562390973072	2.04264433740849	2.114367024952	1.96716860753263	2.07724299893246	1.6959938131099	2.21723071622067	2.21101219348551	2.31614574229336	1.71808758396052	1.81557542886257	2.24792751344359	2.44890095114513	2.06350294230616	6.39814511650441	2.07382023329167	1.74416109557041	1.06350294230616	1.57046293102604	2.08746284125034	2.41413553298445	2.28095631383106	1.16992500144231	1.66448284036468	1.33342373372519	2.12101540096137	2.08746284125034	1.46466826700344	1.65992455840238	2.29572302453997	1.99276843076892	2.13093086982645	1.60880924267552	1.71369581484336	1.66448284036468	2.24184018356467	1.81557542886257	2.19219416528334	1.790772037862	2.22650852980868	2.04264433740849	2.50080205305716	1.799087306074	2.21412480535285	2.28688114778816	2.38681094647222	2.85598969730848	2.02502879449152	1.73552217729654	2.3305584000308	2.19534759832222	1.67807190511264	0.933572638261024	2.12101540096137
"C5orf38"	2.98550043030489	3.03738222200308	3.0071955014042	2.60169651648096	2.46205231879643	2.86987140617771	3.20633064787105	3.57288966842058	3.14893410452634	3.28243980500639	3.22804904788446	1.82781902461732	3.02147972741045	2.74416109557041	2.14404636961671	2.5385381636298	2.21412480535285	4.01881218574282	2.21412480535285	2.79493566280354	2.34482849699744	2.46727948045998	2.81352468929781	1.46988597627446	2.15055967657538	2.44360665147561	3.61823865559545	2.50842865253186	2.40053792958373	1.70929063572336	2.51349074558812	2.97085365434048	1.91456452349394	2.44360665147561	1.86789646399265	2.95791459863299	2.98002530023873	3.0686708106651	2.70043971814109	2.79493566280354	2.29278174922785	2.81966818349646	3.21412480535285	2.55090066464752	2.36737106564853	2.64154602908752	2.52105073690096	3.09929520433778	3.3533232911629	2.40053792958373	2.99276843076892	3.27202318906105	2.19849415363908	3.61941301059794	2.12101540096137	2.32481060342048	1.48542682717024	3.10768786931437	2.14730669878029	2.58976348698498	2.87184364850932	3.17472598770613	3.21412480535285	2.19849415363908	3.18428029441938	2.47248777146274	2.54101915313356	2.55581615506164	1.19534759832222	2.38956681176273	1.92219784839637	2.78450398292957	2.38681094647222	2.30451104180995	1.91073266190291	2.56803210477128	2.27798474729977	2.06695024392463	2.70929063572336	2.04264433740849	2.69821847822441	2.52356195605701	2.12763327972587	3.26753579806873	3.26753579806873	3.24184018356467	0.941106310946431	4.19770815795585	6.53776197862109	5.09761079662642	1.81147103052984	3.07382023329167	2.92219784839637	2.19534759832222	3.22958792274065	2.21723071622067	0.773996325111173	3.15704371014558	4.9126498648972	6.40394936423287	3.55336050333533	3.36876834909033	3.1906148602095	4.93922657772821	1.71369581484336	2.36176835941915	3.92789645372882	1.98185265328974	1.72683121703249	3.61353165291793	2.53605290024021	2.72027846523333	3.50842865253186	2.22650852980868	3.98002530023873	3.11270013274936	2.6507645591169	2.19849415363908	1.10433665981474	4.19534759832222	3.50969584193339	2.65992455840238	2.85199883711245	1.11103131238874	1.97085365434048	3.21567859660793	2.95419631038688	4.52606881166759	2.85598969730848	2.5385381636298	3.09423606984577	3.42223300068305	3.47508488294878	3.80322703643493	3.93262815702213	2.6959938131099	2.65306001710456	3.87578006306849	3.79181407116183	2.9297909977186	3.04264433740849	2.68481873755322	2.21723071622067	2.15055967657538
"GPATCH2"	4.18189764310839	4.51349074558812	4.26753579806874	4.2149019101607	3.854993016757	4.07382023329167	3.87872534148011	3.90496571868403	4.30524096595448	4.4988890869768	4.2502036564993	3.91073266190291	4.27202318906105	3.98367769469807	2.64846544302731	3.37989816352469	3.877744249949	3.95419631038688	4.39163026151743	2.98550043030489	3.4944156103975	3.03386345186628	3.73984810269933	3.0686708106651	3.66448284036468	3.84498815668261	3.75381844317354	3.0071955014042	4.16671544496642	3.23572705983806	2.91456452349394	5.05093696522523	3.61706334388818	3.55336050333533	4.32912359629157	4.02591469875079	4.04701481951759	3.85299758761332	4.04001567884788	2.68481873755322	3.5957423394744	3.8923910259134	4.46401472450489	3.40735275114004	3.4276061727819	2.98732086592925	4.16832111573972	4.64673869830785	4.66334461936609	4.33485426933163	4.60940039000643	4.01077983875324	4.22804904788446	4.62702310555406	3.56437816856506	4.15946772926677	3.81557542886257	4.56498780095989	4.3037807481771	3.63343121035563	4.40803246613065	4.60050764534579	4.49633451341711	4.71369581484336	3.91456452349394	3.62643913669732	3.99819550315325	3.82680268428583	3.81249822533356	3.90014226035982	4.98732086592925	4.12267271882414	4.08406426478847	4.14159627838382	3.46988597627446	4.35755200461808	4.4905701304462	3.43295940727611	4.32984117653063	3.43829285157915	3.9297909977186	4.18745105402733	4.4032677223393	4.13586316536868	3.89433274227769	4.22727899446832	3.99186193055632	5.92599941855622	5.37155886261196	5.88166461932035	5.15258906928713	3.92789645372882	4.74953426766926	4.28983446517751	4.90737141382356	4.77663042305105	4.68818035858693	4.67919857056692	4.98458935036246	3.81249822533356	4.21567859660793	4.70210340662939	4.61823865559545	3.94673086014031	5.70154905694307	4.53169336086147	3.81147103052984	4.26153081524341	5.82017896241519	4.48026512205446	4.43562859405209	4.55826763405574	4.65821148275179	4.94719858426206	5.35579154675365	4.88313201565728	4.10517519226548	3.97819562968165	4.45088131527337	4.95140129167431	4.85648777949568	6.49761236561836	4.85947266685194	5.09634619899318	4.15785216914174	4.88410945135923	4.41006969175638	5.19967234483636	4.92884403671257	5.31903981556254	6.32066518412251	4.80889983925777	3.60288440871842	5.12267271882414	4.06953032516231	5.37051305246041	5.48381577726426	4.52230689287139	4.55581615506164	4.66220549965362	4.53480866123175	3.94579495674006	3.24488705912353	4.17312743348066
"FAM234B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TPH1"	0.678071905112638	0.443606651475615	1.07724299893246	0.485426827170242	0.575312330687437	0.389566811762726	0.871843648509318	0.650764559116902	1.09761079662642	0.632268215499513	0.545968369105292	0.250961573533219	0.641546029087524	0.75702324650746	0.0565835283663675	0.27500704749987	0.84799690655495	0.748461233004036	0.855989697308481	0.286881147788162	0.516015147003665	0.400537929583729	0.594548549550354	0.263034405833794	0.344828496997441	0.189033824390017	0.516015147003665	0.27500704749987	0.516015147003665	0.545968369105292	0.16349873228288	1.0703893278914	0.400537929583729	0.344828496997441	0.887525270741587	0.678071905112638	1	0.545968369105292	2.40053792958373	0.298658315564515	0.27500704749987	0.516015147003665	0.584962500721156	0.422233000683048	0.263034405833794	0.214124805352847	0.422233000683048	0.526068811667588	0.16349873228288	0.6959938131099	0.855989697308481	0.687060688339892	0.678071905112638	0.713695814843359	0.111031312388744	0.495695162624069	0.0976107966264223	0.925999418556223	0.454175893185802	0.321928094887362	0.863938450423971	1.25701061820602	0.575312330687437	0.765534746362977	0.765534746362977	0.344828496997441	0.659924558402378	1.57531233068744	0.356143810225275	0.389566811762726	1.75702324650746	0.831877241191673	0.505890929729957	0.495695162624069	0.411426245726465	2.114367024952	1.31034012061215	0.124328135002202	0.659924558402378	0.070389327891398	0.575312330687437	0.321928094887362	0.871843648509318	2.35614381022528	0.948600847493356	0.27500704749987	0.150559676575381	4.93404464711225	4.69655030107857	0.176322772640463	0	0.454175893185802	3.44890095114513	1.02147972741045	0.475084882948783	0.20163386116965	1.44890095114513	0.887525270741587	0.333423733725192	1.24488705912353	0.659924558402378	0.22650852980868	0.970853654340484	9.02870727125912	0.16349873228288	0.411426245726465	3.59454854955035	0.389566811762726	0.565597175854225	0.613531652917927	0.0976107966264223	0.650764559116902	0.176322772640463	0.454175893185802	4.54596836910529	0.773996325111173	0.641546029087524	0.238786859587116	1.15055967657538	0.432959407276106	2.26603689399532	0.263034405833794	0.150559676575381	0.286881147788162	0.389566811762726	0.422233000683048	0.286881147788162	0.250961573533219	0.37851162325373	0.485426827170242	3.78450398292957	0.070389327891398	0	0.238786859587116	0.137503523749935	0.604071323668861	0.495695162624069	1.17632277264046	0.464668267003444	0.55581615506164	0.250961573533219	0.22650852980868	0	0.55581615506164
"C1orf111"	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0.0840642647884746	0	0	0	0	0	0	0	0	0	0.22650852980868	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150559676575381	0	0
"MS4A10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124328135002202	0	0	0	0	0.0426443374084937	0	0	0.0285691521967709	0	0	0	0	0.0426443374084937	0	0.0285691521967709	0	0	0	0.0426443374084937	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0.0285691521967709	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124328135002202	0	0	0	0	0.0840642647884746	0
"NAV3"	2.74846123300404	2.43028527297778	3.13750352374994	3.38818953715608	2.99638874644762	3.53605290024021	2.54101915313356	2.29278174922785	3.07724299893246	3.04614178164472	2.54349588342577	2.85996954822103	2.89141918684608	3.08746284125034	2.114367024952	3.34482849699744	2.75702324650746	3.04788732939655	2.97636363573276	3.03210084316702	3.2585189247113	2.91456452349394	2.76765479823735	2.71369581484336	2.98185265328974	2.60880924267552	3.09254574154357	2.90496571868403	2.60407132366886	2.91647664443772	2.93922657772821	2.70487196445635	3.52606881166759	3.63575439127776	2.96716860753263	2.29572302453997	3.22187708107703	2.68032435684402	3.1243281350022	3.20945336562895	2.81762325751143	2.46988597627446	2.96901230751632	3.00898878322725	3.21256933885081	3.42088657497553	3.43829285157915	2.6507645591169	2.39231742277876	3.74846123300404	3.60762622084549	2.57288966842058	3.33342373372519	2.95233356636969	3.01792190799726	3.10768786931437	2.95419631038688	2.9429835981871	3.38956681176273	3.37573453858316	3.25247621413522	2.90689059560852	3.54720302475693	2.90496571868403	3.5909612413426	3.46205231879643	3.34624777408278	3.44890095114513	3.60407132366886	3.44095219802964	3.19377174339668	2.30742852519225	2.877744249949	2.611172380044	2.4905701304462	3.45811948117451	3.37155886261196	3.71918344048179	2.93734439215023	3.58255600301406	3.1407786557828	3.34482849699744	3.08746284125034	2.877744249949	2.16671544496642	2.38128337250378	1.44360665147561	1.07724299893246	1.98185265328974	1.85996954822103	6.66618848987278	3.08236196955747	2.10433665981474	2.28688114778816	1.83592407425437	2.62527048937469	2.15055967657538	2.28392177230762	2.19219416528334	3.50207595604579	2.12763327972587	2.64616265715789	2.72465027173297	3.32192809488736	1.81557542886257	1.05658352836637	1.95233356636969	1.50080205305716	1.72683121703249	2.4905701304462	2.25096157353322	6.53869335053265	1.01435529297707	2.57046293102604	6.89663514130291	2.21101219348551	2.65535182861255	1.9297909977186	1.53605290024021	1.57531233068744	1.53106949272595	1.48542682717024	1.73984810269933	1.50080205305716	2.02502879449152	2.01792190799726	1.790772037862	2.89530262133331	1.56071495447448	2.28983446517751	2.22342254993494	2.46988597627446	3.02502879449152	6.80812758745547	1.65535182861255	1.54596836910529	1.9297909977186	1.77399632511117	2.26303440583379	2.61823865559545	1.70043971814109	1.35614381022528	3.40463068421761	3.0036022366802
"PNLIPRP1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NEURL1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FRS2"	4.48478262307787	5.03562390973072	4.5341861390901	4.75435307169213	4.37989816352469	4.74416109557041	4.71094415457587	4.37295209791183	4.62819033461521	4.8972404255748	4.73606362787181	4.36597242759338	5.22342254993494	4.52857131887076	3.98093926608551	4.27276973243651	4.55213110825378	5.00584907569669	4.58676474335514	3.98093926608551	4.45549162062847	4.11186596386756	4.36876834909033	4.01881218574282	4.35755200461808	4.43629511983936	4.86443379636562	4.15785216914174	4.34908214639109	4.34908214639109	4.16832111573972	4.72410451986685	4.44757919654888	4.47961860846942	4.98093926608551	4.41210404467757	4.68144926531496	4.91790907385298	4.85598969730848	4.09423606984577	4.23266075679027	4.17232749165762	4.71039319217052	4.26077843189343	4.20945336562895	4.15380533607904	4.52481592835751	5.49857001254426	4.56985560833095	4.53294028837287	4.51159454153741	4.43229133824778	4.52794609890826	4.98322165074267	4.67807190511264	4.06695024392463	4.34411833452143	4.77610398807316	4.55765515472542	4.25398926623079	4.52794609890826	4.48800077083407	4.80632405739003	5.8073549220576	4.58976348698498	4.59395128394841	4.48992821940518	4.59753117422421	4.62877359520165	4.51349074558812	5.23227701026829	4.72410451986685	4.89141918684608	4.48542682717024	4.29865831556452	4.78868571061353	5.0496307677246	4.4594316186373	4.81762325751143	4.30961277245412	5.09127669436522	5.49857001254426	4.87578006306849	4.29351763041742	4.87085786436376	4.50016467949217	4.59931779369823	4.4262647547021	4.57167680997093	5.00764403087801	4.50589092972996	5.33842441478356	4.97911075501579	4.11519974938544	3.97269265400426	4.99186193055632	4.29057185085208	4.98048235553826	5.00809242094872	4.20945336562895	5.37608196665007	6.1509657835565	5.33449676839042	4.95884267524324	5.20398416585599	5.42290574261218	3.74416109557041	4.07210580048042	5.0496307677246	5.09381367340273	4.90833256978243	4.91934008244201	4.56254772419912	4.53605290024021	5.12887075946512	4.89530262133331	4.70154905694307	3.95233356636969	4.88947354253111	5.07167687375186	5.08831123588866	5.36737106564853	4.78764141448333	5.53574194107511	4.89481776330794	4.70376517879341	5.00943675560809	5.94649694120329	5.26865895502767	5.28946563095822	5.08831123588866	4.17232749165762	3.87676249078156	4.68144926531496	5.46793154602629	4.58014548442338	4.76022094646651	4.31324585178756	4.81966818349646	4.41210404467757	4.32481060342048	6.3361048254481	4.22187708107703	4.41278152533848
"ZDHHC11B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C1QTNF3.AMACR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KAT6A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AGL"	3.79285535236249	4.44956137461324	3.96993327469786	4.34908214639109	3.86096279785812	4.20711196120771	3.76022094646651	3.77820857639809	4.05398016818765	4.11935617703968	3.90014226035982	4.34553831007001	3.88264304936184	3.94392132655349	4.62935662007961	4.38335869538511	4.30305008468167	4.22187708107703	4.10768786931437	4.35684807923652	4.33699741660501	4.61058195849253	4.00539998774259	4.13586316536868	4.26978123827438	4.09423606984577	3.86591881455221	4.66334461936609	4.2585189247113	4.50589092972996	4.63401235640212	4.56193705962243	4.74953426766926	4.79545527204412	4.33199177823206	4.03121873061072	4.18665901720211	4.12018602753186	4.25474519762921	4.4944156103975	4.25171909260596	4.09339115325301	4.3819754785573	4.61470984411521	4.61588707391606	4.5298209465287	4.29865831556452	4.48155728070859	4.08321336824898	4.55704241526372	4.10601323762212	3.97269265400426	4.88117515534928	4.38818953715608	4.5341861390901	4.30012372456901	4.68144926531496	4.05571626351254	4.30815697511476	4.62993940943954	4.36176835941915	4.10181813422741	4.3305584000308	4.37016428054021	4.86789646399265	4.78188423454149	4.72301239639237	4.94063660720115	5.26603689399532	4.92504996472736	4.52481592835751	4.06177619758669	4.24260250592898	4.34411833452143	4.55151601762801	4.53356334821451	4.43762724831895	5.02059109477325	4.22958792274065	4.93734439215023	4.53231695933277	4.98777561614291	4.41210404467757	3.93073733756289	4.05311133645956	3.6507645591169	4.37364821133469	4.68985823631925	4.59931779369823	4.21878116778407	2.97819562968165	4.33556900555675	4.26303440583379	4.01970191444255	5.7371459197762	4.90207357931074	5.30122180533309	3.78345665436024	3.84899843040002	3.93262815702213	4.58014548442338	4.28835856219366	5.02856915219677	3.78972925137577	2.41142624572647	4.67863534782274	3.30742852519225	3.65535182861255	5.01792190799726	4.21412480535285	5.05528243550119	4.52418907844937	3.45285896471381	3.61823865559545	3.69821847822441	4.4032677223393	4.14404636961671	3.64961545906341	5.21256933885081	3.4262647547021	4.85798099512757	4.25474519762921	7.61933964140928	5.48767927890162	4.3819754785573	4.78293270482084	4.81352468929781	4.17072627613155	3.46727948045998	3.75915583380027	5.72683121703249	6.64673869830785	3.73984810269933	5.12391445900198	7.05766687679971	4.75274859140713	4.75862298244024	5.24716800037477	7.11050940989747	4.08915913191124	7.70182625841205	7.55910936879464	4.6667565918848	4.42827641439251
"EXOC2"	4.21179097625254	4.66391384211598	4.15055967657538	4.02680005934372	3.86690797814317	4.08321336824898	3.96254902292306	3.74738739965272	4.08321336824898	4.31324585178756	3.99367436175058	3.87184364850932	4.12598165385472	4.00090140274153	3.55949181320504	3.8569856897822	3.96716860753263	4.53667461756976	3.99729240763651	3.84899843040002	3.86492897228979	3.63226821549951	3.96162332828694	3.59215800212536	3.91552090075196	3.91169158187234	4.12018602753186	3.63807383718072	4.03033607837096	3.68257329734758	3.60644222813161	4.54039930563062	3.9429835981871	4.00898878322726	4.31831684133498	3.96716860753263	3.96716860753263	3.94016675048282	4.14974711950468	3.7158933705476	3.67807190511264	3.76765479823735	4.01524777369894	3.82068956055921	3.48413813120167	3.32048467801769	4.06953032516231	4.64673869830785	4.22496636500027	3.9126498648972	3.9297909977186	3.94485844580754	4.15137177625395	4.45483390689887	3.81455042346181	4.19298316997399	4.0574502721839	4.27649666564036	4.00809242094872	3.93168305705981	3.84899843040002	4.21878116778407	4.01077983875324	4.55458885167764	4.29204549249286	4.18982455888002	4.44028782084042	3.97911075501579	4.04176864995163	3.83187724119167	4.66220549965362	4.04875931191986	4.23112515787905	3.95140129167431	3.87970576628229	4.23725777090037	4.52481592835751	3.72137265947682	4.20476675065461	4.24336442569366	5.44228003525258	4.80580834870147	4.25323293853803	4.50716034911752	4.06522762277562	5.77741971551583	5.13586316536868	4.67638025546692	4.86591881455221	4.67919857056692	5.25587835258279	4.29351763041742	5.02192383855476	4.53044535469291	3.56315813040281	4.87676249078156	4.36737106564853	4.42492208821069	4.72191944555154	4.65133876610593	4.40463068421761	4.762880292917	4.95512678126137	4.19927972133662	4.31976242766925	7.88575737395423	4.39848719001897	4.51412226017071	4.13750352374993	4.44559429134118	4.4937754084607	3.83794324189103	4.77820857639809	4.88117515534928	4.14159627838382	4.88849973551412	4.18428029441938	4.51222688651396	6.84423498775875	4.01970191444255	4.85549144310187	4.85598969730848	3.70929063572336	6.92350576833181	4.67750824226472	5.15825622881134	4.19613488076516	4.26528685756517	3.65992455840238	5.86666075081999	4.4235781709818	3.63575439127776	4.04264433740849	4.87135084063403	4.94532677726463	4.55949181320504	4.83945576522463	4.23035674505615	5.66817586897014	4.14404636961671	5.89287670006069	3.4032677223393	3.76553474636298	4.10936055940423
