"BC_HKB0187_1214_T"	"BC_HKB0759_1488_T"	"BC_HKB0915_M1647_T"	"BC_HKB0917_1656_T"	"BC_HKB1366_1663_T"	"BC_HKB2109_1628_T"	"HKB0086_3006_T"	"HKB0089_3001_T"	"HKB0168_3006_T"	"BC_HKB0112_933_T"	"BC_HKB0641_1392_T"	"BC_HKB0899_M1605_T"	"BC_HKB0921_1575_T"	"BC_HKB1370_1673_T"	"BC_HKB1385_1721_T"	"BC_HKB2118_1689_T"	"BC_HKB2127_1726_T"	"HKB0007_3005_T"	"HKB0079_3006_T"	"HKB0143_3006_T"	"HKB0211_3002_T"	"HKB0752_3000_T"	"BC_HKB0056_809_T"	"BC_HKB0555_1321_T"	"BC_HKB0662_1294_T"	"BC_HKB0761_1499_T"	"BC_HKB0772_1460_T"	"BC_HKB0775_1470_T"	"BC_HKB0876_1543_T"	"BC_HKB0892_1559_T"	"BC_HKB0923_1584_T"	"BC_HKB2106_1619_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0019_3006_T"	"HKB0023_3006_T"	"HKB0036_3006_T"	"HKB0038_3006_T"	"HKB0044_3006_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0069_3000_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0125_3006_T"	"HKB0134_3006_T"	"HKB0157_3006_T"	"HKB0161_3001_T"	"HKB0182_3006_T"	"HKB0210_3006_T"	"HKB0233_3006_T"	"HKB0626_3000_T"	"HKB0644_3000_T"	"HKB0650_3000_T"	"HKB0659_3000_T"	"HKB0665_3000_T"	"HKB0677_3000_T"	"HKB0710_3000_T"	"HKB0734_3000_T"	"BC_HKB0728_1447_T"	"BC_HKB0754_1481_T"	"BC_HKB0830_1541_T"	"BC_HKB0882_1555_T"	"BC_HKB2107_1620_T"	"BC_HKB2112_1636_T"	"BC_HKB0715_1407_T"	"BC_HKB0733_1459_T"	"BC_HKB0895_1582_T"	"BC_HKB0906_1627_T"	"BC_HKB1372_1697_T"	"BC_HKB2119_1690_T"	"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0543_1306_T"	"BC_HKB0561_1308_T"	"BC_HKB0567_M1337_T"	"BC_HKB0582_1333_T"	"BC_HKB0738_1475_T"	"BC_HKB0741_1471_T"	"BC_HKB0757_1496_T"	"BC_HKB0779_1486_T"	"BC_HKB0827_1539_T"	"BC_HKB0828_M1542_T"	"BC_HKB0831_1520_T"	"BC_HKB0833_1552_T"	"BC_HKB0838_1563_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"BC_HKB2116_1671_T"	"HKB0008_3006_T"	"HKB0033_3006_T"	"HKB0040_3002_T"	"HKB0049_3006_T"	"HKB0050_3005_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0070_3002_T"	"HKB0074_3000_T"	"HKB0082_3006_T"	"HKB0088_3000_T"	"HKB0094_3006_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0127_3006_T"	"HKB0129_3000_T"	"HKB0141_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0162_3006_T"	"HKB0164_3006_T"	"HKB0167_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0552_3000_T"	"HKB0564_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0605_3000_T"	"HKB0674_3000_T"	"HKB0683_3000_T"	"HKB0718_3000_T"	"HKB0719_3002_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0751_3000_T"
"CTSC"	3.48542682717024	3.92789645372882	2.60407132366886	2.93734439215023	1.96347412397489	4.64038956005495	4.93026424523502	5.5882648943075	5.83869970177424	2.74846123300404	3.42492208821069	6.355967689241	5.1647058401828	3.53480866123175	5.61765111942733	3.46988597627446	1.43829285157915	6.3339603508193	7.36675932833517	6.82692976598958	5.33664044640873	7.5351198215998	4.85299758761332	3.47248777146274	5.75862298244024	5.02989454966334	3.89917563048051	3.62643913669732	4.71973105674985	4.49761236561836	3.78868571061353	2.41683974191283	5.88288755322496	8.20153584866641	5.94392132655349	5.64702663265485	5.86046625851717	6.13914201914569	7.32822611878773	7.38784501296558	6.53309607856156	6.90183230578549	6.33628338786443	7.62043978765172	4.25323293853803	6.86851392389546	5.53667461756976	6.01858966780594	5.60080495498947	7.18626283566979	6.93510610273895	7.39857269572596	4.89336221076387	6.88129753691112	8.54966917072649	4.52293456094346	7.16671544496642	8.54210324585659	4.96624587322494	3.05484847699562	2.18586654531133	3.21567859660793	5.24412594328373	3.37295209791183	2.59931779369823	3.25247621413522	4.70376517879341	4.75328361646088	4.39985467357243	3.04614178164472	2.81762325751143	5.01346225980656	4.35191096110308	6.90893296724454	5.19888699095693	4.97819562968165	3.16188768237689	4.58916423669977	3.92314918047231	4.05484847699562	4.33485426933163	3.10433665981474	3.41142624572647	5.43162295971329	1.91838623444635	3.81557542886257	4.36527259976453	4.47053686509258	5.42054977211632	5.32481060342048	5.79701297783614	8.38530160300462	7.04766925139131	6.4523648064487	5.70404195482129	6.16329744940276	5.67750824226472	5.54194842533373	5.8877689486479	7.42802511027675	5.34269695998193	5.5837597536395	5.95907460114051	5.00898878322726	6.61456262282411	5.43396093112118	5.10181813422741	5.93097382556291	4.83945576522463	5.70321146739115	5.64154602908752	5.87356715162175	6.19849415363908	5.33913738491959	8.32939273070908	6.45975946661982	6.36946648365072	6.14547367031771	4.50525580093216	5.35579154675365	5.49825086752783	6.66576226650835	6.13852780142227	4.75007048586569	6.65663937447301	6.4749227003798	6.90243541395902	7.20720959563004	5.8444860877578	7.52778975157233	5.45975946661982	7.65814006043732	5.6564963705535	6.80051167862158
"C6orf174"	1.25096157353322	2.59693514238723	1.10433665981474	1.32768736417605	1.89530262133331	1.76128527336162	0.344828496997441	0.333423733725192	0.53605290024021	3.33628338786443	1.89917563048051	1.76977173924945	1.75702324650746	1.23266075679027	1.4594316186373	0	1.94110631094643	0.443606651475615	0.344828496997441	0.55581615506164	1.67355642399014	0.298658315564515	2.01077983875324	1.17632277264046	0.773996325111173	1.85598969730848	1.92219784839637	2.15704371014558	1.35049724708413	1.25096157353322	1.16992500144231	1.37295209791183	0.356143810225275	0.545968369105292	0.53605290024021	0.545968369105292	1.06350294230616	0.622930350920177	0.321928094887362	1.34482849699744	0.55581615506164	0.443606651475615	0.765534746362977	0.286881147788162	0.37851162325373	0.516015147003665	0.613531652917927	0.594548549550354	0.887525270741587	5.53729606709084	0.0143552929770701	0.137503523749935	0.0143552929770701	0.238786859587116	0.389566811762726	0.432959407276106	0.150559676575381	0.389566811762726	0.389566811762726	2.90110824301451	1.13093086982645	1.18269229751619	0.739848102699327	0.941106310946431	0	0.575312330687437	1.37851162325373	0.941106310946431	0	0.879705766282288	1.22032995487956	1.90303827011291	2.03913839390696	1.16349873228288	0.321928094887362	2.58976348698498	1.30451104180995	2.63226821549951	1.35614381022528	3.09929520433778	1.20789285164133	1.73552217729654	1.41142624572647	0.659924558402378	2.02147972741045	1.26303440583379	2.39231742277876	2.05311133645956	1.57531233068744	0.286881147788162	0.464668267003444	0.765534746362977	0.27500704749987	0.286881147788162	0.956056652412403	0.956056652412403	0.22650852980868	0.400537929583729	1.22032995487956	0.27500704749987	0.604071323668861	0.411426245726465	0.632268215499513	0.367371065648529	0.7311832415722	0.622930350920177	0.389566811762726	0.992768430768924	0.367371065648529	0.37851162325373	0.687060688339892	1.39506279951758	0.565597175854225	0.613531652917927	0.839959587489532	0.815575428862573	0.516015147003665	0.687060688339892	0.687060688339892	0.584962500721156	0.250961573533219	0.27500704749987	0.505890929729957	0.722466024471091	0.992768430768924	0.545968369105292	0.443606651475615	0.613531652917927	0.773996325111173	0.250961573533219	0.863938450423971	1.33913738491959	0.659924558402378	0.505890929729957
"FUT4"	1.06350294230616	1.28095631383106	0.7311832415722	1.32192809488736	1.55581615506164	1.03562390973072	1.57046293102604	1.68257329734758	1.76977173924945	1.67807190511264	2.13093086982645	2.50842865253186	0.910732661902913	0.37851162325373	2.24488705912353	0.613531652917927	0.879705766282288	1.8073549220576	1.60880924267552	1.75702324650746	2.07724299893246	2.48026512205446	1.73552217729654	1.04264433740849	0.286881147788162	2.18269229751619	2.13093086982645	1.85996954822103	1.35049724708413	1.59931779369823	0.6959938131099	0.687060688339892	1.799087306074	3.24488705912353	1.66902676550963	1.790772037862	1.64616265715789	1.67807190511264	1.41683974191283	2.86987140617771	1.56559717585423	2.10768786931437	2.02147972741045	2.4931349223055	2.86195536414487	1.95977015521147	1.66902676550963	1.52606881166759	1.90689059560852	2.99457972421575	4.86937792403133	1.09761079662642	1.4541758931858	1.54101915313356	2.93545974780529	1.46466826700344	1.60880924267552	3.37712374912949	1.88752527074159	2.0496307677246	0.604071323668861	1.0071955014042	0.526068811667588	2.32481060342048	0.411426245726465	1.11103131238874	1.799087306074	1.06350294230616	0.400537929583729	0.613531652917927	0.807354922057604	1.75274859140713	1.94485844580754	2.611172380044	1.4541758931858	1.4594316186373	1.85598969730848	1.22032995487956	1.33913738491959	2.06695024392463	1.68706068833989	1.25701061820602	0.992768430768924	1.60407132366886	2.22958792274065	0.75702324650746	1.88362081628567	3.86690797814317	1.59931779369823	1.66902676550963	1.56559717585423	2.62293035092018	1.81557542886257	1.38956681176273	1.74416109557041	2.13750352374994	2.06004738366994	1.71369581484336	2.46988597627446	1.53605290024021	1.62760683812965	1.61353165291793	1.89917563048051	1.72683121703249	2.3533232911629	1.40053792958373	1.37851162325373	2.02502879449152	1.30451104180995	1.87578006306849	1.99276843076892	2.19849415363908	1.70043971814109	1.77820857639809	2.51601514700366	2.55826763405574	1.85598969730848	1.80322703643493	2.19219416528334	2.99457972421575	1.36737106564853	2.25398926623079	1.26303440583379	1.66902676550963	2.31324585178756	1.74416109557041	2.23266075679027	2.25398926623079	1.28688114778816	2.06350294230616	1.83995958748953	2.43295940727611	1.59454854955035	1.74416109557041
"ANKRD55"	0	0	0	0	0	0.584962500721156	0.321928094887362	0.070389327891398	0.124328135002202	0	0	0.722466024471091	1.22650852980868	0	0	0	0.713695814843359	0.37851162325373	0.238786859587116	0.150559676575381	0.0426443374084937	0.37851162325373	0	0	0	0.713695814843359	0.887525270741587	0	0	1.41142624572647	1.36176835941915	0.823749360308273	0.124328135002202	0.0976107966264223	0	0	0.0840642647884745	0.0426443374084937	0.214124805352847	0.27500704749987	0.0840642647884745	0.389566811762726	0.16349873228288	0.31034012061215	0	0.150559676575381	0.0565835283663675	0.321928094887362	0.070389327891398	0	0	0.176322772640463	0.070389327891398	0.432959407276106	0.722466024471091	0.0285691521967709	0.0565835283663675	0.400537929583729	0.176322772640463	0.84799690655495	0	0	0	0	1.16992500144231	0	0	0	0	0	0.970853654340484	0	0	1.13750352374994	0	0	0	0	0	0	0.765534746362977	0	0	2.15380533607904	0	0.903038270112912	1.30451104180995	0	0	0.53605290024021	0.37851162325373	1.55581615506164	0.16349873228288	0.321928094887362	0.263034405833794	0.7311832415722	0.0565835283663675	0.137503523749935	0.765534746362977	0.150559676575381	0.22650852980868	0.495695162624069	0.16349873228288	0.0840642647884745	0.807354922057604	0.641546029087524	0.22650852980868	0.286881147788162	0.0840642647884745	0.344828496997441	0.333423733725192	0.137503523749935	0.137503523749935	0.669026765509631	0.773996325111173	0.321928094887362	0.575312330687437	0.286881147788162	0.321928094887362	0.0426443374084937	0.176322772640463	0.622930350920177	0.356143810225275	0.0976107966264223	0.356143810225275	0.344828496997441	0.356143810225275	0.799087306074004	0.189033824390017	0.516015147003665	0.31034012061215	1.39506279951758	0.298658315564515	0.250961573533219
"HOXA1"	0	0	0	0	0	0.722466024471091	0.411426245726465	0.604071323668861	0.367371065648529	0	0	0	0	0.871843648509318	0	0	0	0.27500704749987	0.344828496997441	0.422233000683048	1.38404980679516	0.75702324650746	1.09761079662642	0	0	0	0	0.622930350920177	0	0	0	0	0.367371065648529	0.903038270112912	1.25096157353322	0.432959407276106	1.49569516262407	0.526068811667588	0.333423733725192	0.722466024471091	1.9560566524124	0.432959407276106	0.432959407276106	0.910732661902913	1.29278174922785	0.863938450423971	0.333423733725192	1.06350294230616	0.475084882948783	0.7311832415722	0.575312330687437	1.06350294230616	0.0565835283663675	1.29865831556452	0.432959407276106	0.238786859587116	0.176322772640463	0.389566811762726	0.0976107966264223	0	0	0	0	0	0.526068811667588	0	0	0.575312330687437	0	0	0	0.575312330687437	0.632268215499513	0.516015147003665	0	0	0	0	0	0	0.933572638261024	0	0	0	0	0	0	0	0	0.505890929729957	0.55581615506164	0.7311832415722	0.400537929583729	0.31034012061215	0.37851162325373	0.669026765509631	0.389566811762726	0.565597175854225	0.432959407276106	0.464668267003444	0.389566811762726	0.150559676575381	0.37851162325373	0.454175893185802	0.344828496997441	0.124328135002202	0.298658315564515	0.27500704749987	0.20163386116965	0.189033824390017	0.454175893185802	0.495695162624069	0.53605290024021	0.545968369105292	0.641546029087524	0.505890929729957	0.454175893185802	0.55581615506164	0.464668267003444	0.622930350920177	0.37851162325373	0.321928094887362	0.238786859587116	0.669026765509631	0.20163386116965	0.464668267003444	0.150559676575381	0.613531652917927	0.27500704749987	0.16349873228288	0.722466024471091	0.286881147788162	0.250961573533219	0.214124805352847
"HLA.DMA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IL1RN"	0.985500430304885	2.01792190799726	0	0	0	0.575312330687437	2.23572705983806	0.53605290024021	1.33913738491959	0	0	0	1.21412480535285	0	0.956056652412403	1.57531233068744	0	2.85798099512757	2.62993940943954	3.81455042346181	0.903038270112912	4.20163386116965	2.70708299177171	0	2.12101540096137	0	1.81966818349646	0.863938450423971	0.970853654340484	1.790772037862	2.28392177230762	0	3.19849415363908	2.83592407425437	3.6915341649192	2.75274859140713	3.25398926623079	4.35614381022528	3.20945336562895	4.5837597536395	2.32192809488736	2.3305584000308	1.85199883711245	2.95233356636969	3.90785207184596	2.67355642399014	1.52105073690096	5.1811025507538	2.98185265328974	0.839959587489532	0.604071323668861	2.0496307677246	1.98913900736823	0.910732661902913	3.42223300068305	3.35049724708413	2.62293035092018	2.18269229751619	2.52606881166759	1.63691458035588	0	0.970853654340484	1.790772037862	0.879705766282288	0	1.29278174922785	2.38956681176273	2.52857131887076	3.02147972741045	1	0	2.11769504266975	3.799087306074	0.669026765509631	2.5033487351675	0.722466024471091	0.687060688339892	1.58976348698498	0.604071323668861	0	0	1.4541758931858	1.6959938131099	1.43295940727611	1.98185265328974	0	0	1.02856915219677	1.66902676550963	3.22187708107703	3.81044310384517	2.41142624572647	4.11603199344711	1.56071495447448	3.44095219802964	3.29865831556452	4.19692173382033	2.75274859140713	2.49569516262407	3.0036022366802	2.84799690655495	1.10433665981474	3.70376517879341	0.650764559116902	2.9126498648972	1	1.40053792958373	4.10181813422741	4.42223300068305	2.52857131887076	2.46988597627446	2.03210084316702	1.48026512205446	2.8011586560937	3.83895176695194	3.88655014732434	2.64616265715789	1.02856915219677	2.86195536414487	2.47508488294878	2.66448284036468	2.92409988564074	2.75274859140713	3.22187708107703	3.33771109212829	3.01435529297707	3.5668151540109	1.4905701304462	0.7311832415722	3.03386345186628	2.60407132366886	4.05918219921169	1.8073549220576	2.23878685958712
"CD1D"	0	0	1.54101915313356	0	0	0.807354922057604	0.622930350920177	0.687060688339892	1.13750352374994	0.545968369105292	0	0.650764559116902	0	0.659924558402378	1.27500704749987	2.41142624572647	0	1.1243281350022	0.970853654340484	1.50080205305716	1.05658352836637	1.85199883711245	0	0	0	0	1.75702324650746	0	0	2.22032995487956	0	0	0.422233000683048	0.55581615506164	0.321928094887362	0.985500430304885	0.739848102699327	0.815575428862573	0.6959938131099	0.516015147003665	0.464668267003444	1.14404636961671	0.475084882948783	0.918386234446348	0.53605290024021	0.925999418556223	0.970853654340484	0.839959587489532	0.575312330687437	1.15704371014558	0.16349873228288	0.75702324650746	0.678071905112638	1.17632277264046	1.44890095114513	0.16349873228288	0.978195629681652	0.823749360308273	0.613531652917927	0.422233000683048	0	0	0	0	0	0	0	0	0	0.704871964456353	0	1.58976348698498	1.799087306074	2.49825086752783	0	0	0	0	1.37851162325373	0	1.43295940727611	1.22032995487956	2.96901230751632	0	2.0036022366802	1.54596836910529	2.70043971814109	3.29719141656586	1.41683974191283	1.07724299893246	1.18903382439002	2.114367024952	1.26303440583379	0.871843648509318	1.37295209791183	1.97452931248388	0.84799690655495	1.21412480535285	1.4276061727819	1.29865831556452	0.879705766282288	0.985500430304885	0.887525270741587	0.978195629681652	1.4541758931858	0.956056652412403	1.65535182861255	1.38956681176273	1.09761079662642	1.36737106564853	0.815575428862573	0.739848102699327	1.20789285164133	1.26303440583379	1.08406426478847	1.4594316186373	1	1.33913738491959	0.7311832415722	0.495695162624069	1.19534759832222	1.58496250072116	0.790772037862	1.22032995487956	1.66902676550963	1.65535182861255	1.0496307677246	1.92599941855622	1.33913738491959	1.20163386116965	1.58496250072116	1.81557542886257	1.56559717585423	1.49569516262407
"CLEC12B"	0.641546029087524	0	0	0.6959938131099	0	0	0.189033824390017	0.454175893185802	0.0565835283663675	0	0	0	0	0	0	0	0	0.0143552929770701	0.641546029087524	0.0426443374084937	0.189033824390017	0.344828496997441	0	0	0	0	0	0	0	0	0	0	0.137503523749935	0.0426443374084937	0.0426443374084937	0.16349873228288	0.16349873228288	0.0976107966264223	0.0143552929770701	0.0976107966264223	0	0.333423733725192	0.0976107966264223	0.070389327891398	0.111031312388744	0.189033824390017	0.0976107966264223	0.895302621333307	0	0	0	0	0	0.250961573533219	0.344828496997441	0	0	0.31034012061215	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0.454175893185802	0	1.4905701304462	0	0	0	0	0.367371065648529	0	0	0	0	0	0	0	0	0	0	0.137503523749935	0.0426443374084937	0.956056652412403	0.0285691521967709	0.16349873228288	0.495695162624069	0.55581615506164	0.963474123974886	0.0143552929770701	0.400537929583729	0.124328135002202	0.344828496997441	0.0143552929770701	0.432959407276106	0.070389327891398	0.070389327891398	0	0.20163386116965	0.111031312388744	0.070389327891398	0.111031312388744	0.111031312388744	0	0	0.111031312388744	0.823749360308273	0.0565835283663675	0.0976107966264223	0.0840642647884745	0.0840642647884745	0.124328135002202	0.137503523749935	0.16349873228288	0.0565835283663675	0	0.286881147788162	0.0565835283663675	0.286881147788162	0.250961573533219	0.0565835283663675	0.22650852980868	0.321928094887362	0.925999418556223	0.124328135002202	0.422233000683048
"C9orf3"	2.65764000520782	2.87381319835909	3.02147972741045	4.66391384211598	2.97819562968165	3.10097764772482	3.22342254993494	4.11270013274936	3.65764000520782	4.71204544855369	2.97452931248388	3.03033607837096	3.17472598770613	3.24031432933371	3.65306001710456	3.35755200461808	3.14241343787374	4.76659516172927	3.82476785314329	3.71149490665009	3.84699468696557	3.56315813040281	3.33913738491959	3.92029330021101	3.0071955014042	4.59215800212536	3.83592407425437	3.02147972741045	4.37155886261196	4.06004738366994	2.8499992594661	4.799087306074	4.92599941855622	3.5933537709803	4.75542173473424	4.21023299009585	4.46205231879643	4.72137265947682	3.91073266190291	3.3743439890385	5.59454854955035	4.60762622084549	6.58811494938808	4.38612115681485	5.48607074373567	4.79753183957196	4.40122086216022	5.66959375118833	5.10601323762212	3.611172380044	2.94673086014031	2.70043971814109	1.87578006306849	3.61235249875266	4.25776496857139	4.32912359629157	3.25247621413522	3.26002565596146	3.51349074558812	4.79753183957196	3.26153081524341	5.03474394932473	3.35614381022528	4.12845838414693	3.76341157447001	3.22804904788446	4.26077843189343	3.09761079662642	3.48155728070859	2.93357263826102	3.82883464946806	4.60584986719498	4.90303827011291	4.62058641045188	2.70929063572336	3.29425313644451	2.82781902461732	1.62293035092018	3.4369613378336	3.20163386116965	4.24412594328373	5.57167680997093	3.9174317553901	4.38059093426592	4.36806987653208	4.28169825009883	4.18586654531133	3.79701297783614	3.66902676550963	4.22958792274065	4.65935375917005	3.52105073690096	5.35543919724869	2.78868571061353	4.64731450954714	3.85897561429202	3.35895882583233	3.50842865253186	4.67185946824748	3.43829285157915	3.80838505065609	4.85249829878989	3.87970576628229	3.32912359629157	3.56315813040281	3.78031009904338	3.04788732939655	4.39643353125099	3.99004721957379	5.14445431392619	4.22110372536788	3.91169158187234	3.20789285164133	4.02680005934372	3.43562859405209	4.60999129521268	3.17152710603881	4.34482849699744	4.50207595604579	4.96947286459633	3.10768786931437	3.39506279951758	3.877744249949	3.97177344719337	4.75755668893945	3.95419631038688	4.71039319217052	3.4262647547021	3.83390207666916	4.26603689399532	4.03386345186628	3.54843662469604	4.00450139223494	3.87578006306849
"CDA"	0	0	0	0	0	0	0.454175893185802	0.799087306074004	0.739848102699327	0	1.46466826700344	0	0	0	0	0	0	0.37851162325373	0.632268215499513	0.575312330687437	0.604071323668861	0.659924558402378	0	0	0	2.53605290024021	0	0	0	0	0	0	0.6959938131099	0.632268215499513	0.53605290024021	0.748461233004036	0.678071905112638	0.594548549550354	0.238786859587116	0.333423733725192	0.855989697308481	0.687060688339892	0.622930350920177	0.641546029087524	0.356143810225275	0.790772037862	0.0976107966264223	2.95419631038688	0.910732661902913	0.22650852980868	0.333423733725192	0.344828496997441	0.321928094887362	0.0840642647884745	0.790772037862	0.389566811762726	2.6915341649192	0.367371065648529	0.839959587489532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29278174922785	1.76128527336162	0	0	0	0	0	0	0	0	0	0	2.06350294230616	0	0	0	0.807354922057604	1.02147972741045	0.176322772640463	1.0703893278914	0.37851162325373	0.765534746362977	0.782408564927373	1.58496250072116	1.57531233068744	0.632268215499513	1.02147972741045	1.08406426478847	0.613531652917927	0.6959938131099	0.584962500721156	1.04264433740849	0.505890929729957	0.632268215499513	0.443606651475615	0.575312330687437	0.55581615506164	1.48026512205446	0.925999418556223	0.333423733725192	1.56559717585423	1.08406426478847	1.33342373372519	0.565597175854225	2.03210084316702	0.903038270112912	0.739848102699327	0.879705766282288	0.765534746362977	1.02147972741045	0.910732661902913	0.641546029087524	0.678071905112638	0.400537929583729	0.839959587489532	0.400537929583729	0.333423733725192	0.545968369105292	0.150559676575381	0.22650852980868	0.333423733725192
"ARHGAP28"	1.43829285157915	0.713695814843359	0.250961573533219	2.47248777146274	0	0.20163386116965	2.03562390973072	2.18903382439002	2.17312743348066	1.34482849699744	0.669026765509631	0	1.50080205305716	0	0.839959587489532	0.941106310946431	0	1.57046293102604	2.14730669878029	2.46988597627446	1.59931779369823	2.32481060342048	1.85996954822103	0	1.25701061820602	1.57046293102604	0.584962500721156	0.75702324650746	1.46988597627446	1.60407132366886	0.75702324650746	0.75702324650746	2.37851162325373	2.06695024392463	1.88752527074159	2.6507645591169	1.31034012061215	2.21101219348551	1.0496307677246	3.54843662469604	1.7311832415722	1.46466826700344	2.50589092972996	1.70043971814109	1.61353165291793	1.64154602908752	1.32768736417605	3.23112515787905	2.38956681176273	1.94860084749336	2.114367024952	1.99276843076892	2.26303440583379	2.03913839390696	1.94485844580754	3.31179371775365	2.64616265715789	1.92599941855622	1.83187724119167	1.20789285164133	0.37851162325373	0.918386234446348	0.799087306074004	0.807354922057604	0.454175893185802	1.13750352374994	1.19534759832222	2.13093086982645	0.238786859587116	0.20163386116965	0	2.29865831556452	1.93734439215023	1.57531233068744	0.356143810225275	2.8094144442359	0	0.669026765509631	2.17312743348066	0.748461233004036	0	0	1.25701061820602	0.839959587489532	0.941106310946431	1.48026512205446	0.739848102699327	0	1.90303827011291	2.36176835941915	2.13750352374994	2.03913839390696	2.30742852519225	0.985500430304885	2.35614381022528	1.53605290024021	1.72246602447109	0.910732661902913	2.48026512205446	1.78659636189081	2.03210084316702	1.15055967657538	2.4032677223393	2.88947354253111	2.78450398292957	1.37851162325373	1.41142624572647	2.02502879449152	1.93734439215023	2.10433665981474	2.0496307677246	3.11103131238874	2.30742852519225	1.99638874644762	2.05658352836637	3.01970191444255	1.81966818349646	2.7158933705476	3.47118746038699	3.31034012061215	1.95977015521147	2.61353165291793	1.74416109557041	2.42223300068305	2.38404980679516	2.85199883711245	2.25398926623079	2.76341157447001	1.50589092972996	1.63691458035588	2.68929916053589	1.64616265715789	2.74631276642546	1.82781902461732
