"BC_HKB0187_1214_T"	"BC_HKB0759_1488_T"	"BC_HKB0915_M1647_T"	"BC_HKB0917_1656_T"	"BC_HKB1366_1663_T"	"BC_HKB2109_1628_T"	"HKB0086_3006_T"	"HKB0089_3001_T"	"HKB0168_3006_T"	"BC_HKB0112_933_T"	"BC_HKB0641_1392_T"	"BC_HKB0899_M1605_T"	"BC_HKB0921_1575_T"	"BC_HKB1370_1673_T"	"BC_HKB1385_1721_T"	"BC_HKB2118_1689_T"	"BC_HKB2127_1726_T"	"HKB0007_3005_T"	"HKB0079_3006_T"	"HKB0143_3006_T"	"HKB0211_3002_T"	"HKB0752_3000_T"	"BC_HKB0056_809_T"	"BC_HKB0555_1321_T"	"BC_HKB0662_1294_T"	"BC_HKB0761_1499_T"	"BC_HKB0772_1460_T"	"BC_HKB0775_1470_T"	"BC_HKB0876_1543_T"	"BC_HKB0892_1559_T"	"BC_HKB0923_1584_T"	"BC_HKB2106_1619_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0019_3006_T"	"HKB0023_3006_T"	"HKB0036_3006_T"	"HKB0038_3006_T"	"HKB0044_3006_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0069_3000_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0125_3006_T"	"HKB0134_3006_T"	"HKB0157_3006_T"	"HKB0161_3001_T"	"HKB0182_3006_T"	"HKB0210_3006_T"	"HKB0233_3006_T"	"HKB0626_3000_T"	"HKB0644_3000_T"	"HKB0650_3000_T"	"HKB0659_3000_T"	"HKB0665_3000_T"	"HKB0677_3000_T"	"HKB0710_3000_T"	"HKB0734_3000_T"	"BC_HKB0728_1447_T"	"BC_HKB0754_1481_T"	"BC_HKB0830_1541_T"	"BC_HKB0882_1555_T"	"BC_HKB2107_1620_T"	"BC_HKB2112_1636_T"	"BC_HKB0715_1407_T"	"BC_HKB0733_1459_T"	"BC_HKB0895_1582_T"	"BC_HKB0906_1627_T"	"BC_HKB1372_1697_T"	"BC_HKB2119_1690_T"	"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0543_1306_T"	"BC_HKB0561_1308_T"	"BC_HKB0567_M1337_T"	"BC_HKB0582_1333_T"	"BC_HKB0738_1475_T"	"BC_HKB0741_1471_T"	"BC_HKB0757_1496_T"	"BC_HKB0779_1486_T"	"BC_HKB0827_1539_T"	"BC_HKB0828_M1542_T"	"BC_HKB0831_1520_T"	"BC_HKB0833_1552_T"	"BC_HKB0838_1563_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"BC_HKB2116_1671_T"	"HKB0008_3006_T"	"HKB0033_3006_T"	"HKB0040_3002_T"	"HKB0049_3006_T"	"HKB0050_3005_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0070_3002_T"	"HKB0074_3000_T"	"HKB0082_3006_T"	"HKB0088_3000_T"	"HKB0094_3006_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0127_3006_T"	"HKB0129_3000_T"	"HKB0141_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0162_3006_T"	"HKB0164_3006_T"	"HKB0167_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0552_3000_T"	"HKB0564_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0605_3000_T"	"HKB0674_3000_T"	"HKB0683_3000_T"	"HKB0718_3000_T"	"HKB0719_3002_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0751_3000_T"
"GAPDHS"	2.55336050333533	2.877744249949	3.31034012061215	3.16188768237689	1.85598969730848	2.34766565630097	0	0.20163386116965	0	2.43028527297778	1.41142624572647	3.33771109212829	1.74846123300404	0.75702324650746	1.09085343045111	2.51601514700366	2.64385618977472	0	0.0426443374084937	0	0	0	3.7235585614721	1.74416109557041	2.99457972421575	2.72465027173297	3.17152710603881	0	1.71369581484336	4.12267271882414	0.941106310946431	2.21101219348551	0.214124805352847	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0.321928094887362	0	0.0426443374084937	0.0565835283663675	0	0	0	0	0	0	0	0	2.72027846523333	1.11769504266975	2.74416109557041	0	1	1.67807190511264	1.44890095114513	2.94485844580754	0	1.93734439215023	2.53605290024021	1.70043971814109	2.87578006306849	1.88752527074159	2.86195536414487	0	0	0	0	2.24488705912353	0	1.78240856492737	2.36457243229586	1.87184364850932	3.92124588858559	2.78031009904338	2.96716860753263	0	5.09000652990382	3.6667565918848	0	0	0	0	0	0.0565835283663675	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0.0565835283663675	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SLC2A9"	2.18269229751619	1.94485844580754	0.659924558402378	1.52606881166759	0.748461233004036	2.47508488294878	1.88752527074159	2.06350294230616	1.78240856492737	1.7311832415722	1.20163386116965	0.678071905112638	0	1.05658352836637	0	0	1.40599235967584	1.90689059560852	2.34766565630097	2.05311133645956	1.25701061820602	2.15704371014558	1.68257329734758	0	1.26903314645524	1.46466826700344	1.36176835941915	0.823749360308273	0	1.29865831556452	0.722466024471091	0.773996325111173	1.90689059560852	1.4594316186373	1.52105073690096	2.43028527297778	1.57046293102604	2.55090066464752	1.85996954822103	2.47248777146274	1.85598969730848	2.06350294230616	1.71808758396052	1.73984810269933	1.28095631383106	1.92599941855622	1.20163386116965	2.52356195605701	2.17312743348066	1.43295940727611	0.933572638261024	1.93357263826102	1.66902676550963	1.96347412397489	1.89917563048051	2.52857131887076	1.14404636961671	1.79493566280354	2.35049724708413	0.7311832415722	0	0	1.6915341649192	0.839959587489532	0.650764559116902	1.15055967657538	0	0	1.35049724708413	1.50080205305716	1.46466826700344	2.58496250072116	2.54349588342577	1.0703893278914	1.4541758931858	1.50080205305716	1.41142624572647	0.956056652412403	2.3533232911629	0	1.54596836910529	0	0	0	1.50589092972996	1.13093086982645	1.88362081628567	2.95791459863299	0	1.98550043030488	1.75702324650746	1.98550043030488	1.87578006306849	1.57531233068744	1.79493566280354	2.03210084316702	2.84398384404833	1.70487196445635	1.97819562968165	1.95233356636969	2.46205231879643	1.40053792958373	2.90110824301451	2.27202318906105	1.91073266190291	1.19534759832222	1.90689059560852	1.74846123300404	1.96347412397489	1.96347412397489	2.23878685958712	1.1243281350022	2.10433665981474	2.61353165291793	3.04439411935845	2.10768786931437	1.6959938131099	1.56559717585423	2.25398926623079	2.01435529297707	1.26903314645524	1.72246602447109	1.38404980679516	2.22958792274065	1.81966818349646	2.07382023329167	1.4594316186373	1.94110631094643	1.6507645591169	2.02856915219677	1.74416109557041	1.82374936030827	2.43295940727611	2.02147972741045
"IL1F10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189033824390017	0	0	0	0	0	1.07724299893246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53605290024021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SERPINB13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0.367371065648529	0.0143552929770701	0	0	0	0	0	0	0	0.070389327891398	0.0285691521967709	0.37851162325373	0	0.189033824390017	0	2.55090066464752	0	0	0.933572638261024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0.0285691521967709	0	0	0	0	0.0976107966264223	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0.0285691521967709	0
"C17orf99"	0	0	0	0	0.594548549550354	1.25701061820602	0	0.0143552929770701	0.214124805352847	0	0.575312330687437	0	0	0	0	0.765534746362977	4.35191096110308	0.0285691521967709	0	0	0.356143810225275	0.0565835283663675	0	0	0	1.38404980679516	1.47508488294878	0	1.59931779369823	4.36457243229586	0	2.07382023329167	0.150559676575381	0	0	0.070389327891398	0.0143552929770701	0	0	0	0	0.0565835283663675	0.0426443374084937	0.0565835283663675	0	0	0	0.16349873228288	0.0426443374084937	0	0.070389327891398	0.0285691521967709	0	0.0426443374084937	0.0285691521967709	0	0.0565835283663675	0.0840642647884745	0	0	0.75702324650746	0	1.26903314645524	0	0	0	1	0	0	4.18665901720211	0	0	0	0	1.85598969730848	0	0	0	0.454175893185802	0	1.29278174922785	0	0	1.13093086982645	0	0	0	3.83086375675176	0	0.0285691521967709	0	0.176322772640463	0	0.0426443374084937	0.070389327891398	0.111031312388744	0	0	0.16349873228288	0	0.0285691521967709	0	0.0840642647884745	0	0.0285691521967709	0.124328135002202	0	0.16349873228288	0	0.356143810225275	0	0	0	0	0	0.0976107966264223	0.0285691521967709	0	0	0	0	0.137503523749935	0	0.0840642647884745	0.124328135002202	0.0840642647884745	0.0285691521967709	0.286881147788162	0	0	0	0.356143810225275	0.070389327891398	0.124328135002202
"LCE1C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63836350589786	0	0	0	0	0	0	0	0.238786859587116	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.356143810225275	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	0.124328135002202	0	0	0	0.176322772640463	0	0	0	0	0	0	0.124328135002202	0	0.124328135002202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22650852980868	0
"AADACL2"	0	2.08746284125034	2.85399564717639	1.36737106564853	1.62760683812965	0	0	0	0	5.13914201914569	0	0	0	2.10768786931437	1.88752527074159	1.27500704749987	0	0	0	0	0	0.0285691521967709	0	2.17312743348066	0	2.67129337248158	2.80529245560071	3.00180224263399	2.68929916053589	0	0	2.91456452349394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.877744249949	0	0.400537929583729	0.124328135002202	0.0565835283663675	0	0	0	0	0	0	0	3.46466826700344	0	4.1243281350022	0	3.32192809488736	1.67355642399014	1.02856915219677	2.58255600301406	0	2.38681094647222	1.9560566524124	0	1.52606881166759	1.65535182861255	4.82527683005487	0	1.51601514700366	1.46466826700344	1.28095631383106	1.6959938131099	3.2585189247113	1.55581615506164	0	2.06695024392463	3.71259578044703	4.15704371014558	2.46727948045998	1.61353165291793	0	0	0	0	0	0.111031312388744	0	0	0	0.137503523749935	0	0.070389327891398	0	0	0	0	0	0.124328135002202	0	0	0	0	0	0	0.124328135002202	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MMP20"	0	0	0	0	0	0	0	0	0	3.52606881166759	0	0	0	0.594548549550354	0	0	0	0.0840642647884745	0	0	0	0.16349873228288	0	0	4.61882595258744	0	1.98913900736823	3.16188768237689	0	0	0	0.739848102699327	0.0840642647884745	0	0	0.070389327891398	0.0285691521967709	0.0285691521967709	0.0285691521967709	0	1.76553474636298	0	0.367371065648529	0	0.0285691521967709	0.250961573533219	0	0	0.16349873228288	0	0	0.0976107966264223	0	0.150559676575381	0.7311832415722	0	1.55090066464752	0.176322772640463	0	0	0	0	0	0	1.05658352836637	0	0	0	0	0	0	0	0	1.02856915219677	0	0	2.08746284125034	0	1.25096157353322	0	0	2.27202318906105	0.7311832415722	0	0	0.641546029087524	3.48026512205446	0	0	0	0	0.0426443374084937	0	0	0.0426443374084937	0.0285691521967709	0	0.0285691521967709	0.0426443374084937	0.0285691521967709	0	0.0565835283663675	0	0	0	0	0.0840642647884745	0.137503523749935	0.0285691521967709	0	0	0	0	0.0426443374084937	0	0	0.0840642647884745	0	0	0	0.0840642647884745	0	0	0.124328135002202	0	0.0426443374084937	0	0	0	0	0.0976107966264223	0	0	0
"BID"	5.62877359520165	4.71589337054761	5.66362925881475	6.16551001804135	5.90279715788023	6.24164954001753	3.55336050333533	4.17472598770613	3.55949181320504	6.55704241526372	6.05636676102453	4.36036427654347	4.9217219470096	5.68144926531496	5.04919510562227	5.79259510251225	4.2364926183813	4.01524777369894	3.80426011563474	4.27500704749987	3.605257262939	5.16188768237689	5.34553831007001	5.97269265400426	5.23227701026829	6.24963495731019	4.81198471935167	5.39814511650441	5.62117275268344	4.29130885982897	6.90412277677229	5.58135124716878	4.52418907844937	4.6409679104499	3.94673086014031	3.45549162062847	4.03562390973072	3.42088657497553	4.22804904788446	5.06995989045977	5.02281165091563	3.33342373372519	3.82171021503467	4.36597242759338	5.08448952493625	4.47702965301306	4.64154602908752	3.4541758931858	3.82578562746479	5.09550251765867	4.54905302933729	4.114367024952	5.24906603385587	6.18289089274548	5.6507645591169	3.63226821549951	4.53106949272595	3.15055967657538	4.19534759832222	6.08257486633952	4.94204525991605	5.4446008137115	5.53262865751717	6.58195375084882	4.91073266190291	6.04745114041639	5.34056226902641	4.99684064779537	5.33521168170579	6.26641176603611	6.32912359629157	5.79545527204412	6.14628863717507	5.3437631221496	4.53543091487128	6.08151006812092	4.33771109212829	5.95163441683292	5.25512301484779	6.70030099079439	5.53760669149529	5.45516280124451	5.12598165385472	5.05137210172103	5.63488363677538	5.26791028088483	6.22458056608344	3.56071495447448	6.63095872467611	3.51601514700366	3.73443866613717	4.53791724903408	3.31324585178756	3.83794324189103	3.1586601753465	3.6915341649192	4.08236196955747	3.52732060787705	3.44228003525258	4.06522762277562	3.46336088581666	3.81455042346181	3.30305008468167	3.72574115650395	3.82781902461732	3.32912359629157	3.7235585614721	3.74631276642546	3.09929520433778	3.50462039240355	3.60880924267552	3.04264433740849	3.89917563048051	4.41142624572646	4.29792505250381	4.07553263116736	3.61235249875266	3.66562016406638	3.44493204894218	4.1586601753465	4.17791779219584	3.71369581484336	3.85199883711245	4.13257684267001	4.44228003525258	4.36597242759338	4.33985000288462	4.29572302453997	4.17232749165762	4.5341861390901	3.75381844317354	3.70818723602071	4.25096157353322	4.11353381959191
"ALOX12B"	0	0	0	0	0.575312330687437	0.411426245726465	0	0	0.0285691521967709	0	0	2.02147972741045	0	0	0.704871964456353	0.739848102699327	0	0.0285691521967709	0	0.0285691521967709	0.070389327891398	0.0143552929770701	0	0	0	1.54101915313356	3.06695024392463	0	0.722466024471091	0.641546029087524	1.62293035092018	1.34482849699744	0.124328135002202	0.070389327891398	0	0.0285691521967709	0	0.0285691521967709	0.0285691521967709	0.0285691521967709	0	0.0285691521967709	0	0.0143552929770701	0.0285691521967709	0.124328135002202	0.0565835283663675	3.22342254993494	0	0.0285691521967709	0	0.214124805352847	0	0.0426443374084937	0	0	0.137503523749935	0	0	0	3.82781902461732	1.18903382439002	0	0	0	4.91790907385298	0.970853654340484	0.545968369105292	0	0	0	0	1.83592407425437	0.485426827170242	0	0.910732661902913	0	0	0	0.584962500721156	0	0	0	0	0	0	1.29865831556452	0	1.30451104180995	0.0840642647884745	0.0426443374084937	0.0565835283663675	0	0.0565835283663675	0.0285691521967709	0	0	0.250961573533219	0.0285691521967709	0	0	0	0.0285691521967709	0	0	0	0.0143552929770701	0	0.0565835283663675	0	0.0565835283663675	0	0	0	0.0285691521967709	0	0.0426443374084937	0.0285691521967709	0	0.111031312388744	0	0	0	0	0.0285691521967709	0.0285691521967709	0	0	0	0	0	0	0	0
"FADS6"	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0.7311832415722	0.111031312388744	0	0.137503523749935	0.526068811667588	0.0976107966264223	0	1.61823865559545	0	0	0	0.895302621333307	0	0	0	0	0.27500704749987	0	0	0.0840642647884745	0.0840642647884745	0.0565835283663675	0	0	0.0976107966264223	0	0.0285691521967709	0.632268215499513	0.0426443374084937	0.214124805352847	0.0426443374084937	1.82374936030827	0.124328135002202	0	0.464668267003444	0.925999418556223	0.0840642647884745	0.0285691521967709	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	1.16992500144231	0	0	0	0	1.790772037862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0.0840642647884745	0.321928094887362	0	0	0	0	0	0.111031312388744	0.0285691521967709	0	0.526068811667588	0	0.0426443374084937	0	0	0	0.0565835283663675	0	0.0285691521967709	0	0	0	0	0	0	0.124328135002202
"C1orf105"	2.31903981556254	2.44360665147561	0	1.65992455840238	0	2.26903314645524	0	0	0	0	0	1.14404636961671	2.28392177230762	1.09761079662642	3.08065766334523	0	2.23266075679027	0	0.070389327891398	0	0	0	1.33913738491959	2.75915583380027	2.09085343045111	0	0	3.78450398292957	0	0	0	1.32192809488736	0.0565835283663675	0.400537929583729	0.238786859587116	0.070389327891398	1.40053792958373	0	0.344828496997441	0.137503523749935	0.250961573533219	0	0.0565835283663675	0	0.070389327891398	0.124328135002202	0	0.189033824390017	0.22650852980868	0.070389327891398	0	0.070389327891398	0.250961573533219	0	0.0840642647884745	0	0	0	0	0	0	0	1.38404980679516	1.41142624572647	1.14404636961671	0	0	0	2.16349873228288	0	2.24184018356467	0	0	1.6959938131099	0	2.26303440583379	2.54101915313356	0	1.01435529297707	1.30451104180995	0	0	1.29865831556452	2.93168305705981	1.54596836910529	2.22342254993494	2.38956681176273	0	2.4032677223393	0	0.070389327891398	0.176322772640463	0.0840642647884745	0	0	0	0.111031312388744	0	0	0.22650852980868	0.124328135002202	0	0	0.111031312388744	0	0	0	0	0	0	0	0	0	0.0840642647884745	0.0840642647884745	0	0	0	0	0.070389327891398	0	0	0	0	0.070389327891398	0.400537929583729	0	0	0.176322772640463	0	0	0	0.150559676575381	0.20163386116965
"KRTAP5.3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HOXD12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176322772640463	0	0.124328135002202	0.27500704749987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22650852980868	0	0	0.286881147788162	0	0	0	0	0	0	0	0	0.31034012061215	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.464668267003444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HTR3C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0.070389327891398	0	0.070389327891398	0	0.238786859587116	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20789285164133	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0.0976107966264223	0.0426443374084937	0.0976107966264223	0	0	0	0	0	0	0	0
"LRRTM4"	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0.22650852980868	0.0840642647884745	0.0143552929770701	0.321928094887362	0.0143552929770701	0.887525270741587	0	0	0	0	0	0	0	0	0	0.0143552929770701	0.443606651475615	0.0565835283663675	0	0.0565835283663675	0.0143552929770701	0	1.0496307677246	0	0.0285691521967709	0	0	0	0.111031312388744	0.475084882948783	0.0285691521967709	0	0	0	0.137503523749935	0.176322772640463	0.111031312388744	0	0	0.0143552929770701	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0.124328135002202	0	0.0426443374084937	0.070389327891398	0.422233000683048	0	0.0976107966264223	0.0285691521967709	0.0143552929770701	0	0.070389327891398	0.0285691521967709	0	0	0.0840642647884745	0	0.0426443374084937	0.124328135002202	0.0143552929770701	0	0.124328135002202	0	0	0.0285691521967709	0.0285691521967709	0.0143552929770701	0.0143552929770701	0	0.0285691521967709	0	0.0426443374084937	0	0.0565835283663675	0.0143552929770701	0.0426443374084937	0.111031312388744	0.0285691521967709	0	0.0565835283663675	0.238786859587116	0	0.070389327891398	0.111031312388744
"LOC286094"	2.48800077083407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0.0565835283663675	0.0565835283663675	0	0	0	0	0.20163386116965	0.0565835283663675	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150559676575381	0	0	0	0.189033824390017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20163386116965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OR7E5P"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0.0285691521967709	0	0	0	0	0.176322772640463	0	0	0	0	0	0	0	0	0	0	0.16349873228288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HHLA1"	0	0	0	0	0.604071323668861	0.432959407276106	0	0.0143552929770701	0.0285691521967709	0.722466024471091	0.584962500721156	0.765534746362977	0	0	0	0	0	0	0.0143552929770701	0	0.16349873228288	0	0.356143810225275	0	0	0.422233000683048	0	0	0	0	0.871843648509318	0.622930350920177	0.0285691521967709	0.0285691521967709	0	0	0.0143552929770701	0	0	0	0	0	0	0	0.0285691521967709	0.0426443374084937	0	0	0	0.189033824390017	0.0285691521967709	0	0	0	0	0	0	0	0	0.356143810225275	0	0	0	0.37851162325373	0	0	1.01435529297707	0	0	0	0	0.31034012061215	0	0	0.411426245726465	0	0.286881147788162	0	0	0	0	0.389566811762726	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0.0143552929770701	0	0	0	0	0	0
"KRT1"	0	0	0	0	0	0	0	0.150559676575381	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.150559676575381	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0.0285691521967709	0.070389327891398	0.0285691521967709	9.03702523821765	0	0	0	1.54596836910529	0	0	0	0	1.65535182861255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.432959407276106	0	0.070389327891398	0	0.0143552929770701	0.0285691521967709	0.0285691521967709	0	0	0.0285691521967709	0	0	0	0.0285691521967709	0	0	0	0	0.0426443374084937	0	0.0565835283663675	0.0285691521967709	0.263034405833794	0.238786859587116	0	0	0	0.0285691521967709	0	0.0976107966264223	0	0.0976107966264223	0.0840642647884745	0	0	0	0	0.0285691521967709	0	0	0	0.150559676575381	0	0	0.0565835283663675
"CD163L1"	0.443606651475615	0.622930350920177	0.286881147788162	1.76553474636298	1.02856915219677	0.910732661902913	1.37295209791183	2.44625622988956	1.8073549220576	2.19534759832222	0.321928094887362	2.77610398807316	0.956056652412403	1.15055967657538	3.83794324189103	0	0.739848102699327	1.23266075679027	2.29278174922785	2.28983446517751	1.65992455840238	2.22650852980868	1.82374936030827	1.26903314645524	0	2.81966818349646	2.20163386116965	0.910732661902913	2.91073266190291	0.678071905112638	1.40599235967584	0	1.10433665981474	2.77820857639809	0.871843648509318	1.30451104180995	0.978195629681652	1.57531233068744	1.68706068833989	2.28688114778816	1.66902676550963	1.19534759832222	1.13093086982645	1.89917563048051	1.91456452349394	1.87184364850932	1.72683121703249	1.6915341649192	1.52105073690096	1.03562390973072	2.76977173924945	2.26303440583379	2.25701061820602	2.39780296186249	1.76977173924945	1.58496250072116	1.96347412397489	0.799087306074004	1.64154602908752	1.26303440583379	3.17312743348066	1.23266075679027	0.910732661902913	1.31614574229336	0.526068811667588	0.594548549550354	0.815575428862573	1.43295940727611	0.505890929729957	1.16349873228288	1.87184364850932	3.64846544302731	2.49569516262407	2.20476675065461	2.11103131238874	3.92504996472736	0.526068811667588	1.0496307677246	1.84799690655495	1.64616265715789	2.73335434061383	0	2.15055967657538	0	0.432959407276106	1.10433665981474	1.72246602447109	3.32624970083746	0.823749360308273	2.6507645591169	1.77399632511117	2.71369581484336	2.78450398292957	1.31034012061215	2.57531233068744	2.03913839390696	1.49569516262407	1.57046293102604	2.20476675065461	1.73552217729654	1.42223300068305	1.71369581484336	1.03562390973072	2.30158764660319	3.1243281350022	2.12763327972587	2.06350294230616	2.93734439215023	3.47897180503294	2.06695024392463	1.59454854955035	2.62527048937469	3.20945336562895	1.67807190511264	2.34198574722862	2.93734439215023	1.57531233068744	0.992768430768924	2.32481060342048	2	1.41683974191283	2.63923216324928	2.57288966842058	1.17632277264046	2.35895882583233	2.57046293102604	1.36737106564853	3.41142624572647	1.95233356636969	1.18903382439002	1.94110631094643	3.07724299893246	1.6507645591169	1.87578006306849
