"HKB0023_3006_T"	"HKB0050_3005_T"	"HKB0137_3002_T"	"HKB0155_3000_T"	"HKB0210_3006_T"	"HKB0211_3002_T"	"HKB0233_3000_N"	"HKB0004_3000_N"	"HKB0006_3000_N"	"HKB0019_3000_N"	"HKB0023_3000_N"	"HKB0033_3000_N"	"HKB0036_3000_N"	"HKB0038_3000_N"	"HKB0040_3000_N"	"HKB0049_3000_N"	"HKB0050_3000_N"	"HKB0052_3000_T"	"HKB0052_3004_N"	"HKB0064_3000_N"	"HKB0067_3000_N"	"HKB0074_3000_T"	"HKB0074_3003_N"	"HKB0079_3000_N"	"HKB0094_3000_N"	"HKB0096_3000_N"	"HKB0097_3004_N"	"HKB0098_3000_N"	"HKB0102_3000_N"	"HKB0106_3000_N"	"HKB0109_3000_N"	"HKB0115_3000_N"	"HKB0120_3002_N"	"HKB0121_3000_N"	"HKB0122_3002_N"	"HKB0123_3000_N"	"HKB0124_3000_N"	"HKB0129_3000_T"	"HKB0129_3002_N"	"HKB0132_3000_N"	"HKB0133_3000_N"	"HKB0137_3000_N"	"HKB0143_3000_N"	"HKB0149_3000_N"	"HKB0150_3000_N"	"HKB0155_3003_N"	"HKB0157_3000_N"	"HKB0158_3000_N"	"HKB0159_3000_N"	"HKB0160_3000_T"	"HKB0160_3001_N"	"HKB0161_3000_N"	"HKB0162_3000_N"	"HKB0164_3000_N"	"HKB0167_3000_N"	"HKB0179_3000_N"	"HKB0186_3002_N"	"HKB0194_3000_N"	"HKB0196_3000_N"	"HKB0198_3000_N"	"HKB0207_3000_N"	"HKB0210_3000_N"	"HKB0211_3000_N"	"HKB0214_3000_N"	"HKB0219_3000_N"	"HKB0221_3000_N"	"HKB0222_3000_N"	"HKB0226_3000_N"	"HKB0227_3000_N"	"HKB0571_3000_N"	"HKB0574_3000_N"	"HKB0577_3000_N"	"HKB0583_3000_N"	"HKB0597_3000_N"	"HKB0618_3000_N"	"HKB0648_3000_N"	"HKB0657_3000_N"	"HKB0663_3000_N"	"HKB0666_3000_N"	"HKB0672_3000_N"	"HKB0710_3001_N"	"HKB0718_3001_N"	"HKB0719_3001_N"	"HKB0722_3001_N"	"HKB0744_3001_N"	"HKB0748_3001_N"	"HKB0751_3001_N"	"HKB0752_3001_N"	"HKB0008_3006_T"	"HKB0019_3006_T"	"HKB0036_3006_T"	"HKB0038_3006_T"	"HKB0040_3002_T"	"HKB0049_3006_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0065_3006_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0088_3000_T"	"HKB0091_3001_T"	"HKB0098_3005_T"	"HKB0120_3000_T"	"HKB0134_3006_T"	"HKB0143_3006_T"	"HKB0164_3006_T"	"HKB0167_3006_T"	"HKB0182_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0209_3004_T"	"HKB0216_3000_N"	"HKB0220_3000_T"	"HKB0220_3003_N"	"HKB0573_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0636_3000_N"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0698_3000_T"	"HKB0701_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"
"MMP8"	0.0426443374084937	0.0285691521967709	0.0426443374084937	0.0565835283663675	0.0565835283663675	0	0.238786859587116	0	0	0.0976107966264223	0	0.0840642647884746	0	0.411426245726465	0.0426443374084937	0.0840642647884746	0	0	0.0426443374084937	0	0.0426443374084937	0.0285691521967709	0	0	0.16349873228288	0.070389327891398	0.0426443374084937	0.0285691521967709	0.0285691521967709	0.0426443374084937	0.516015147003665	0.0565835283663675	0.0285691521967709	0.0285691521967709	0	0.0565835283663675	0.0976107966264223	0.0285691521967709	0.0840642647884746	0.0565835283663675	0.16349873228288	0.0976107966264223	0	0.0565835283663675	0.16349873228288	0.0143552929770701	0.0285691521967709	0.0285691521967709	0	0	0.0285691521967709	0	0	0.176322772640463	0.0285691521967709	0.150559676575381	0	0	0.0285691521967709	0.124328135002202	0.0565835283663675	0.0285691521967709	0.0285691521967709	0	0.070389327891398	0	0.0285691521967709	0.137503523749935	0.0426443374084937	0.0565835283663675	0.454175893185802	0.16349873228288	0.070389327891398	0.124328135002202	0.321928094887362	0.070389327891398	0.0840642647884746	0.150559676575381	0.0285691521967709	0.0840642647884746	0.367371065648529	0.0976107966264223	0	0.0565835283663675	0.22650852980868	0.150559676575381	0	0	0.0976107966264223	0.124328135002202	0.27500704749987	1	0	0.189033824390017	0	2.3305584000308	0.464668267003444	0.0840642647884746	0.27500704749987	0.111031312388744	0.0426443374084937	0	0.0840642647884746	0.0285691521967709	0.16349873228288	0.432959407276106	0.575312330687437	0.650764559116902	0.16349873228288	0.0976107966264223	0.0976107966264223	0.0285691521967709	0.0285691521967709	0.0976107966264223	0.137503523749935	0.250961573533219	1.41683974191283	0.124328135002202	0.925999418556223	0.485426827170242	0.0565835283663675	0.0285691521967709	0.150559676575381	0.0285691521967709	0.0285691521967709	0.070389327891398	0.150559676575381	0.070389327891398	0.189033824390017	0.0426443374084937	0
"COL15A1"	5.76553474636298	4.58195375084882	3.43295940727611	6.50143914515887	4.95046841415012	5.29645740737124	4.55151601762801	4.76447355099267	4.79545527204412	6.77952238674377	6.22052343641151	6.34198574722862	5.70404195482129	5.01390884549064	5.4326254114323	7.23773578523193	5.52450253744916	5.84121837392389	6.53340760847874	6.77584069853125	6.77978500530113	5.43162295971329	5.76871365703049	5.97361127551947	5.91288933622996	7.0931798467655	7.24954015231322	6.89251245977913	5.92860719930895	6.66618848987278	6.98048235553826	6.32678899249194	6.2170367925641	6.87110437355546	5.69766263347052	6.86740230572754	6.97361127551947	5.99344793233148	7.47670570666818	7.14913740122799	6.22438762792991	5.28983446517751	6.23016457788425	5.69543711040537	5.8171115727957	7.5546655887347	6.98139603197215	6.35895882583233	6.29609026268396	6.7771566660045	6.55166981487147	6.31487775736821	6.93451650158608	5.11561593142811	6.44625622988956	6.54812832358559	6.71822461155628	5.90592847817314	6.68018368159249	5.63865311646611	6.74348803978919	7.09159406082829	7.08470210801199	5.9627803538048	6.61500424163503	6.11165734626313	6.4541758931858	6.93757979967966	6.2069166725386	7.17202739908433	7.2854946963496	7.88874324889826	7.08735675683242	6.81902945543852	7.08682621770207	5.97429985800373	5.74604398299834	6.11665586158262	6.38111029409905	6.55213110825378	6.10580377191708	5.70431867776083	6.95210055416844	5.93451650158608	6.70722106853315	6.77781419987527	6.10915157917052	5.594847089653	6.1101961777542	5.04919510562227	6.02014657311178	5.58646452588639	5.27612440527424	5.9692426044345	5.67666233485797	4.64385618977472	5.28318097894557	5.08236196955747	5.41582625747291	5.3387809438947	6.22747154635928	5.92647391125607	5.16148463864166	4.94860084749336	7.07852444538908	5.13914201914569	6.29443695437697	5.87430516598223	5.97956810009519	5	6.5981269599196	5.2137360959228	4.62117275268344	6.45975946661982	7.71719658720868	6.41683974191283	7.33672969723872	5.57076649652761	6.77584069853125	6.0961353249095	5.19731499947382	5.0703893278914	6.77965370199812	4.38612115681485	5.86245139132558	4.20554891117303	6.43162295971329	5.55979769575487	6.72082566608984	5.18586654531133	5.63284983011771
"CEACAM4"	0.263034405833794	0.333423733725192	0.176322772640463	0.464668267003444	0.443606651475615	0.722466024471091	0.0840642647884746	0.0565835283663675	0.20163386116965	0.37851162325373	0.839959587489532	0.321928094887362	0.485426827170242	0.790772037862	0.604071323668861	1.44890095114513	0.584962500721156	0.790772037862	0.978195629681652	0.356143810225275	1.05658352836637	0.594548549550354	0.910732661902913	0.298658315564515	0.443606651475615	0.37851162325373	1.37851162325373	2.02147972741045	0.422233000683048	1.36737106564853	1	0.622930350920177	0.176322772640463	0.53605290024021	0.37851162325373	0.713695814843359	1.25701061820602	0.815575428862573	1.16349873228288	0.948600847493356	0.286881147788162	0.963474123974886	0.263034405833794	0.31034012061215	0.16349873228288	0.739848102699327	0.765534746362977	1.0496307677246	0.516015147003665	0.263034405833794	1.07724299893246	0.632268215499513	0.992768430768924	0.443606651475615	0.485426827170242	0.782408564927373	0.53605290024021	0.150559676575381	0.831877241191673	0.367371065648529	1.11103131238874	1.40599235967584	1.28688114778816	0.124328135002202	0.871843648509318	0.505890929729957	0.356143810225275	0.970853654340484	0.594548549550354	0.815575428862573	1.14404636961671	0.871843648509318	0.526068811667588	0.632268215499513	1.72246602447109	0.400537929583729	0.321928094887362	0.475084882948783	0.650764559116902	0.659924558402378	0.632268215499513	0.6959938131099	0.526068811667588	0.678071905112638	0.933572638261024	2.71369581484336	0.137503523749935	0.344828496997441	0.6959938131099	0.189033824390017	0.238786859587116	0.344828496997441	1.18903382439002	0.526068811667588	0.422233000683048	0.53605290024021	0.659924558402378	0.27500704749987	0.432959407276106	0.070389327891398	0.286881147788162	0.150559676575381	0.7311832415722	0.124328135002202	0.55581615506164	0.887525270741587	0.495695162624069	0.485426827170242	0.678071905112638	0.367371065648529	0.356143810225275	0.238786859587116	0.55581615506164	0.475084882948783	0.887525270741587	0.37851162325373	1.05658352836637	0.55581615506164	0.411426245726465	1.03562390973072	0.443606651475615	0.526068811667588	0.910732661902913	0.0976107966264223	0.0840642647884746	0.411426245726465	0.27500704749987	1.36176835941915	0.432959407276106	0.16349873228288	0.367371065648529
"CR1"	1.13750352374994	1.48542682717024	1.48542682717024	1.78240856492737	0.321928094887362	2.07382023329167	2.38128337250378	1.59931779369823	1.49569516262407	1.68257329734758	2.75274859140713	2.86393845042397	2.27202318906105	2.4594316186373	2.48026512205446	4.4666271200415	2.24184018356467	2.18269229751619	3.08576455377831	2.14730669878029	3.75488750216347	1.74416109557041	2.36457243229586	0.918386234446348	2.27202318906105	2.5385381636298	2.8972404255748	2.4594316186373	2.04264433740849	3.0686708106651	4.75488750216347	2.78240856492737	1.02856915219677	2.55090066464752	3.21567859660793	2.65535182861255	2.0036022366802	1.64616265715789	2.83592407425437	3.39506279951758	3.30158764660319	2.1243281350022	2.95233356636969	2.65306001710456	1.58496250072116	2.4276061727819	3.53356334821451	1.95233356636969	2.07724299893246	2.0071955014042	2.72027846523333	1.89530262133331	2.84799690655495	3.05311133645956	2.35614381022528	1.90689059560852	1.65992455840238	1.40053792958373	1.87184364850932	3.17791779219584	3.29425313644451	2.98002530023873	3.56559717585422	2.70487196445635	2.88752527074159	2.84197311892718	2.99276843076892	2.69821847822441	2.25398926623079	2.22958792274065	3.85798099512757	3.57531233068744	2.35049724708413	3.7279204545632	3.46597446450407	3.98550043030489	1.97819562968165	2.60407132366886	2.1407786557828	3.38956681176273	2.53356334821451	3.34908214639109	2.25096157353322	2.1243281350022	3.00539998774259	4.0036022366802	2.114367024952	1.33913738491959	0.807354922057604	0.238786859587116	0.454175893185802	0.948600847493356	3.96624587322494	2.54101915313356	2.53605290024021	1.65992455840238	1.06350294230616	1.60880924267552	1.73984810269933	3.78345665436024	1.03562390973072	0.871843648509318	1.54596836910529	1.19534759832222	2.5385381636298	1.790772037862	2.3533232911629	1.33913738491959	2.79701297783614	1.48542682717024	2.58255600301406	1.26903314645524	0.75702324650746	1.32192809488736	0.485426827170242	2.74631276642546	4.48155728070859	1.799087306074	2.01435529297707	1.8073549220576	2.96162332828694	2.03562390973072	2.6667565918848	0.75702324650746	1.98550043030488	1.22032995487956	1.790772037862	3.22496636500027	1.18269229751619	2.76341157447001	3.01077983875324
"KLRC4"	0.526068811667588	2	1.13093086982645	0.790772037862	0.495695162624069	0.16349873228288	0.298658315564515	1.87578006306849	1.07724299893246	1.0496307677246	1.60407132366886	0.55581615506164	1.23878685958712	1.48542682717024	1.71808758396052	1.52105073690096	1.36176835941915	1	1.43829285157915	0.411426245726465	1.4905701304462	1.64616265715789	0.454175893185802	0.831877241191673	0.137503523749935	0.7311832415722	1.36737106564853	1.62760683812965	0.807354922057604	0.6959938131099	2.24184018356467	2.16027483140859	1.49569516262407	0.545968369105292	0.823749360308273	0.956056652412403	0.903038270112912	1.72246602447109	1	0.286881147788162	1.27500704749987	0.189033824390017	0.815575428862573	1.13750352374994	1.19534759832222	0.75702324650746	0.887525270741587	1.23266075679027	1.11103131238874	1.18903382439002	0	0	0	0.526068811667588	1.58496250072116	1.37851162325373	1.22650852980868	0	1.76128527336162	0.722466024471091	1.34482849699744	1.21412480535285	2.03913839390696	0.765534746362977	2.16027483140859	0.632268215499513	1.02147972741045	0.613531652917927	0.422233000683048	0.970853654340484	0	2.09423606984577	0	2.16349873228288	1.38956681176273	0.443606651475615	1.30451104180995	0.443606651475615	0	0	0.485426827170242	0.286881147788162	0	1.02856915219677	1.32768736417605	1.99638874644762	0.367371065648529	1.72246602447109	0	0	0.613531652917927	0.344828496997441	3.16349873228288	1.05658352836637	2.0036022366802	0.526068811667588	0.713695814843359	1.18269229751619	0.970853654340484	1.48026512205446	0.815575428862573	0.454175893185802	0	0.887525270741587	0.669026765509631	1.0496307677246	0.948600847493356	0.16349873228288	2.13093086982645	0.941106310946431	1.04264433740849	1.51601514700366	1.03562390973072	0.765534746362977	1.67355642399014	1.23878685958712	0.863938450423971	0.55581615506164	0	0.978195629681652	0	0.963474123974886	1.87184364850932	1.4905701304462	0	2.1407786557828	1.36176835941915	4.22804904788446	0.790772037862	2.40871186102943	2.43562859405209
"ADGRE3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MRC1"	2.81966818349646	2.59454854955035	3.27798474729977	3.81762325751143	2.1407786557828	2.63459326844576	3.5837597536395	3.6915341649192	4.26453643099903	4.16751850373522	5.18467702068089	5.86170728658586	4.19692173382033	4.04875931191986	4.9136075118231	6.91934008244201	4.63865311646611	4.06350294230616	5.73849764388979	5.33521168170579	6.47816289273763	4.2585189247113	4.95745033634712	3.23878685958712	5.06565847093199	5.08703845676695	6.1266012351573	5.1122831085982	4.95698592461258	5.34305243492297	6.98322165074267	5.60377468646397	3.22958792274065	5.18626283566979	5.49217365961083	3.96069703930431	4.82476785314329	3.98185265328974	6.18408189037026	6.07189135305663	5.75194568161502	4.29057185085208	4.99186193055632	4.50080205305716	4.26528685756517	4.98230913012977	6.44890095114513	4.6409679104499	4.70653055253812	4.85996954822103	5.6313953536956	4.32696871158789	6.1101961777542	5.01524777369894	4.92694824794977	4.91647664443772	4.22958792274065	4.03298241669943	5.46205231879643	5.50620838930675	6.6167693662935	6.85337194086739	6.68608026353771	4.94626298433245	6.03364324351038	5.69181329717138	5.69376571221778	6.04919510562227	5.75033852024471	5.85996954822103	6.84611717333673	6.93038253286194	4.80322703643493	6.55504921280718	6.31015831794782	6.32373033752135	4.51096191927738	5.06436554026363	4.93451650158608	6.12453492852952	5.40258575823259	5.3547342399706	4.83137058796754	4.70099449416827	7.04023491675437	6.31632679205715	4.80992886572143	4.46597446450407	2.21412480535285	1.4276061727819	2.16349873228288	2.10768786931437	4.78031009904338	4.57470704641555	3.54966917072649	4.92457500339273	2.4541758931858	2.63691458035588	4.26753579806874	3.75915583380027	2.95233356636969	1.29865831556452	4.59275601044103	1.36737106564853	5.01925711868108	3.87282875953489	3.9429835981871	3.4944156103975	4.86937792403133	3.13422093976063	5.08236196955747	1.65992455840238	3.97544676564096	3.54843662469604	4.5981269599196	4.54720302475693	6.75702324650746	4.0746766862945	3.68369645430652	4.01524777369894	5.34908214639109	4.14323013477689	3.52606881166759	1.28095631383106	2.60407132366886	2.79701297783614	2.82781902461732	4.67412163263239	2.67129337248158	4.08915913191124	4.26228280642066
"MMP1"	3.29425313644451	2.84197311892718	3.19219416528334	0.263034405833794	1.48026512205446	4.69766263347052	0.37851162325373	0.070389327891398	0	0.070389327891398	0.0840642647884746	0.124328135002202	0.214124805352847	0.400537929583729	0.0565835283663675	0.124328135002202	0.070389327891398	0.344828496997441	0.0426443374084937	0	0.111031312388744	0.189033824390017	0.124328135002202	0.189033824390017	0.0285691521967709	0	0	0.0426443374084937	0.124328135002202	0	0.124328135002202	0	0	0	0.189033824390017	0	0.0426443374084937	0.0426443374084937	0.0426443374084937	0.0840642647884746	0.137503523749935	0.0426443374084937	0.070389327891398	0.298658315564515	0.137503523749935	0.0565835283663675	0.0426443374084937	0	0	0	0	0.0840642647884746	0	0	0.400537929583729	0.150559676575381	0.189033824390017	0.0426443374084937	0	0.150559676575381	0.20163386116965	0.0565835283663675	0	0	0.27500704749987	0	0.0426443374084937	0	0	0.443606651475615	0	0	0.0426443374084937	0	0.0426443374084937	0.37851162325373	0	0.070389327891398	0	0.333423733725192	0.0565835283663675	0.344828496997441	0	0.137503523749935	0.137503523749935	0.0426443374084937	0.0426443374084937	0	0.678071905112638	5.33127526714661	6.62789861587175	6.03210084316702	0.584962500721156	2.06004738366994	0.879705766282288	1.65535182861255	6.56331069160856	6.32264926213102	3.21412480535285	6.66831771991572	7.54295446187881	3.28835856219366	2.56071495447448	2.91456452349394	3.99729240763651	6.876516946565	5.79311555527435	1.53106949272595	5.73741636593706	5.80529245560071	0.575312330687437	3.8923910259134	0.356143810225275	2.02147972741045	7.31079452706678	0.400537929583729	0.0840642647884746	1.52606881166759	5.18903382439002	2.07382023329167	0.356143810225275	6.01100356443267	1.10433665981474	6.05093696522523	4.20633064787105	3.51349074558812	8.1103528023268	0.31034012061215	2.22650852980868	1	0.839959587489532
"CLEC12A"	0.807354922057604	1.7311832415722	1.06350294230616	1.14404636961671	0.948600847493356	0.748461233004036	1.07724299893246	1.0496307677246	0.713695814843359	1.38956681176273	1.22032995487956	1.55581615506164	1.59454854955035	1.51096191927738	1.22032995487956	1.1243281350022	0.344828496997441	1.65992455840238	2.4032677223393	1.19534759832222	3.29425313644451	1.38956681176273	1.44890095114513	0.887525270741587	1.20163386116965	1.14404636961671	2.02502879449152	2.611172380044	1.799087306074	3.114367024952	3.38266725274504	2.72465027173297	1.19534759832222	2.24488705912353	1.43295940727611	1.41142624572647	1.57046293102604	0.887525270741587	0.839959587489532	1.15704371014558	2.15704371014558	0.704871964456353	0.505890929729957	0.669026765509631	0.903038270112912	0.704871964456353	2.30742852519225	1.63691458035588	0.831877241191673	1.13093086982645	1.97452931248388	1.41142624572647	1.76128527336162	1.22650852980868	1.1243281350022	0.713695814843359	0.454175893185802	0.925999418556223	2.07382023329167	1.24488705912353	1.10433665981474	1.09085343045111	1.02856915219677	2.02147972741045	1.4541758931858	1.66448284036468	1.64154602908752	2.30158764660319	1.39506279951758	1.85598969730848	2.90303827011291	2.09761079662642	1.56559717585423	1.52606881166759	1.43295940727611	2.33628338786443	1.28095631383106	1.42223300068305	1.35614381022528	1.77399632511117	0.956056652412403	1.79493566280354	2.30158764660319	1.22032995487956	1.62293035092018	2.50589092972996	1.90689059560852	0.773996325111173	1.13750352374994	0.344828496997441	0.782408564927373	1.25701061820602	2.8499992594661	0.516015147003665	1.67355642399014	2.82578562746479	0.545968369105292	1.35614381022528	2.28095631383106	2.10097764772482	0.650764559116902	0.687060688339892	1.42223300068305	1.54596836910529	1.65535182861255	1.80322703643493	0.782408564927373	0.887525270741587	3.56071495447448	0.22650852980868	1.29278174922785	1.19534759832222	0.687060688339892	1.28688114778816	2.06350294230616	2.11769504266975	2.87970576628229	1.64616265715789	1.55090066464752	1.63226821549951	2.15380533607904	2.20789285164133	2.16027483140859	0.765534746362977	1.42223300068305	2.47248777146274	2.07724299893246	2.81557542886257	0.948600847493356	1.78659636189081	2.51601514700366
"CXCL5"	0.176322772640463	0.0143552929770701	0.0840642647884746	0	1.83592407425437	0.214124805352847	0.516015147003665	0.815575428862573	0.37851162325373	0.948600847493356	0.422233000683048	0.0285691521967709	0.871843648509318	0.55581615506164	0.150559676575381	0.150559676575381	0.584962500721156	0.0285691521967709	0.37851162325373	0.070389327891398	0.238786859587116	0.27500704749987	0.6959938131099	0.27500704749987	0.613531652917927	0.111031312388744	0.263034405833794	0.659924558402378	0.782408564927373	0.0565835283663675	0.070389327891398	1.02856915219677	1.18269229751619	0.321928094887362	0.22650852980868	0.454175893185802	1.15055967657538	0.0285691521967709	0.176322772640463	0.16349873228288	0.20163386116965	0.37851162325373	0.176322772640463	0.773996325111173	0.678071905112638	0.344828496997441	0.263034405833794	0.53605290024021	1.11769504266975	0.321928094887362	0.16349873228288	0.0976107966264223	0.367371065648529	0.238786859587116	1.22032995487956	1.22032995487956	1.6915341649192	1.64616265715789	0.6959938131099	0.0426443374084937	0.137503523749935	1.14404636961671	0.214124805352847	0.84799690655495	0.713695814843359	0.250961573533219	0.687060688339892	0.111031312388744	0.16349873228288	0.356143810225275	0.0565835283663675	0	0.20163386116965	0.659924558402378	0.22650852980868	1.63226821549951	1.4541758931858	0.263034405833794	0.356143810225275	0.584962500721156	0.584962500721156	0.16349873228288	0.124328135002202	1.58014548442338	0.137503523749935	0.321928094887362	0.31034012061215	0.321928094887362	0	0.0426443374084937	0.443606651475615	0.070389327891398	0.238786859587116	0.0840642647884746	0.137503523749935	0.16349873228288	1.84799690655495	0.176322772640463	0.070389327891398	0.124328135002202	0.150559676575381	0.189033824390017	0.124328135002202	0.0285691521967709	0.0565835283663675	1.0071955014042	0.0426443374084937	0.286881147788162	0.189033824390017	1.70487196445635	0.111031312388744	0.137503523749935	0.0840642647884746	0.0285691521967709	0.454175893185802	0.0285691521967709	0.189033824390017	0.250961573533219	1.44360665147561	0.214124805352847	0.475084882948783	0.0840642647884746	0.0285691521967709	0.0976107966264223	0.0565835283663675	0.0840642647884746	0.16349873228288	0.263034405833794	0.0840642647884746	0.0285691521967709	0.0565835283663675
"DAZL"	0.0426443374084937	0.0840642647884746	0	0.0840642647884746	0.0285691521967709	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0.0285691521967709	0.0565835283663675	0.0285691521967709	0	0	0.0285691521967709	0.0285691521967709	0	0	0	0.0143552929770701	0	0	0.0143552929770701	0	0	0.0285691521967709	0	0	0	0	0.0840642647884746	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0.0285691521967709	0	0	0	0.0285691521967709	0.070389327891398	0	0	0	0	0	0	0.0285691521967709	0	0	0	0.0285691521967709	0.0285691521967709	0	0.0285691521967709	0	0	0	0	0.0285691521967709	0	0.0565835283663675	0	0	0	0.124328135002202	0	0	0	0	0	0.0285691521967709	0	0	0.0143552929770701	0.0565835283663675	0	1.4276061727819	0	0.0840642647884746	0.0285691521967709	0	0.176322772640463	0.111031312388744	0.0143552929770701	0.124328135002202	0	0.0143552929770701	0.070389327891398	0.111031312388744	0.070389327891398	0.0285691521967709	0.111031312388744	0.0565835283663675	0.0976107966264223	0.263034405833794	0.214124805352847	0	0	0.0426443374084937	0.137503523749935	0.0565835283663675	0.0565835283663675	0.0285691521967709	0.0565835283663675	0	0.286881147788162	0.16349873228288	0.0426443374084937	0	0.0143552929770701	0.22650852980868	0.622930350920177	0.111031312388744	0.176322772640463	0.0976107966264223
"NCR1"	0.0565835283663675	0.411426245726465	0.137503523749935	0.250961573533219	0.0976107966264223	0	0.137503523749935	0.367371065648529	0.150559676575381	0.31034012061215	0.739848102699327	0.526068811667588	0.111031312388744	0.773996325111173	0.485426827170242	0.454175893185802	0.422233000683048	0	0.124328135002202	0.250961573533219	0.37851162325373	0.400537929583729	0.344828496997441	0.176322772640463	0.367371065648529	0.773996325111173	0.782408564927373	0.485426827170242	0.495695162624069	0.495695162624069	0.584962500721156	0.443606651475615	0.124328135002202	0.495695162624069	0.16349873228288	0.739848102699327	0.565597175854225	0.575312330687437	0.321928094887362	0.495695162624069	0.298658315564515	0.27500704749987	0.55581615506164	0.16349873228288	0.286881147788162	0.432959407276106	0.454175893185802	0.739848102699327	0.31034012061215	0.298658315564515	0.485426827170242	0.713695814843359	0.584962500721156	0	0.526068811667588	0.411426245726465	0.584962500721156	0.111031312388744	0.321928094887362	0.807354922057604	0.485426827170242	0.189033824390017	0.863938450423971	0	1.0703893278914	0.344828496997441	0.389566811762726	0.669026765509631	0.344828496997441	0.84799690655495	0.659924558402378	0.565597175854225	0.613531652917927	1.04264433740849	0.807354922057604	0.333423733725192	0.214124805352847	0.0976107966264223	0.485426827170242	0.7311832415722	0.604071323668861	0.516015147003665	0.748461233004036	0.333423733725192	0.632268215499513	0.659924558402378	0.150559676575381	0.137503523749935	0.070389327891398	0.0840642647884746	0.070389327891398	0.0840642647884746	1.90689059560852	0.137503523749935	0.659924558402378	0.367371065648529	0.124328135002202	0.622930350920177	0.545968369105292	0.722466024471091	0.298658315564515	0.20163386116965	0.978195629681652	0.20163386116965	0.659924558402378	0.485426827170242	0.150559676575381	0.137503523749935	1.56071495447448	0.150559676575381	0.526068811667588	1.02147972741045	0.189033824390017	0.070389327891398	0.214124805352847	0.641546029087524	1.07724299893246	0.389566811762726	0.124328135002202	0.150559676575381	0.622930350920177	0.75702324650746	1.65535182861255	0.37851162325373	0	0.815575428862573	0.298658315564515	1.66902676550963	0.137503523749935	0.584962500721156	1.1243281350022
"IL11"	1.17632277264046	0.344828496997441	0.137503523749935	0.321928094887362	0.111031312388744	0.669026765509631	0.20163386116965	0.321928094887362	0.070389327891398	0.0565835283663675	0.150559676575381	0.0426443374084937	0.124328135002202	0.150559676575381	0.286881147788162	0.137503523749935	0.250961573533219	0.464668267003444	0.214124805352847	0	0	0.070389327891398	0.111031312388744	0.575312330687437	0.0565835283663675	0	0.0285691521967709	0	0.238786859587116	0	0	0.298658315564515	0.111031312388744	0.0426443374084937	0.137503523749935	0	0.0285691521967709	0.389566811762726	0	0.150559676575381	0.150559676575381	0.189033824390017	0.0285691521967709	0.070389327891398	0.0840642647884746	0	0.137503523749935	0.124328135002202	0.0840642647884746	0.263034405833794	0.0426443374084937	0	0.137503523749935	0.111031312388744	0.37851162325373	0.0426443374084937	0.0426443374084937	0.111031312388744	0.150559676575381	0.214124805352847	0	0.0426443374084937	0.0426443374084937	0.333423733725192	0.0976107966264223	0.124328135002202	0.344828496997441	0	0.0976107966264223	0	0.0285691521967709	0	0	0	0	0.150559676575381	0.0426443374084937	0.0840642647884746	0.0285691521967709	0.111031312388744	0.344828496997441	0.475084882948783	0	0.189033824390017	0.0285691521967709	0.0840642647884746	0	0	0.263034405833794	2.18903382439002	0.925999418556223	1.61353165291793	0.070389327891398	0.565597175854225	0.214124805352847	0.20163386116965	0.641546029087524	0.298658315564515	0.238786859587116	0.238786859587116	0.475084882948783	0.505890929729957	0.475084882948783	0.505890929729957	0.722466024471091	0.933572638261024	0.815575428862573	0.22650852980868	0.422233000683048	1.68257329734758	0.238786859587116	0.250961573533219	0.0565835283663675	1.15704371014558	0.855989697308481	0.20163386116965	0	0.669026765509631	0.704871964456353	0.333423733725192	0.124328135002202	0.16349873228288	0.22650852980868	1.07724299893246	0.575312330687437	0.214124805352847	0.903038270112912	0.176322772640463	0.27500704749987	0.111031312388744	0.516015147003665
